year,quarter,area,avg_sale_price_per_sqft_aed,avg_asking_price_aed,transaction_volume,price_qoq_change_pct,price_yoy_change_pct,avg_days_to_sell,rental_yield_pct
2020,Q2,Dubai Hills Estate,1493.0,2660254.0,973,2.82,-0.04,157,6.22
2020,Q2,Town Square,703.0,1466332.0,1290,0.66,-1.31,144,5.55
2020,Q2,Dubai Creek Harbour,1176.0,2064737.0,211,-0.27,-2.94,120,5.02
2020,Q2,Arabian Ranches,1013.0,1784794.0,1564,-2.91,-1.88,35,6.09
2020,Q2,Emaar Beachfront,1691.0,2931320.0,1295,1.43,-0.49,158,6.3
2020,Q2,Sports City,618.0,1122507.0,1692,0.7,1.13,142,5.68
2020,Q3,Dubai Marina,1310.0,2174994.0,952,2.9,0.79,52,5.54
2020,Q3,Downtown Dubai,1786.0,3215128.0,517,-0.4,-3.24,126,6.45
2020,Q3,Business Bay,1126.0,1969069.0,2398,-0.34,2.23,59,5.67
2020,Q3,JVC,711.0,1370668.0,1910,-0.94,-5.59,151,5.73
2020,Q3,Palm Jumeirah,3274.0,6023195.0,1936,-0.75,-1.09,42,5.88
2020,Q3,JLT,829.0,1594839.0,1748,-2.73,0.68,172,6.82
2020,Q3,DIFC,2311.0,3637190.0,488,1.32,0.38,39,5.34
2020,Q3,Al Barsha,993.0,1865369.0,326,-0.15,0.68,60,5.99
2020,Q3,Mirdif,679.0,1110002.0,328,2.37,-2.94,169,5.53
2020,Q3,Dubai Hills Estate,1452.0,2870246.0,1700,0.87,-2.33,108,6.75
2020,Q3,Town Square,755.0,1281116.0,861,2.49,-5.1,162,6.05
2020,Q3,Dubai Creek Harbour,1112.0,1978788.0,1674,-0.73,-2.6,150,5.21
2020,Q3,Arabian Ranches,1030.0,1876691.0,1066,1.62,-1.7,136,5.96
2020,Q3,Emaar Beachfront,1631.0,3079660.0,1211,0.05,-2.35,146,5.2
2020,Q3,Sports City,595.0,1134091.0,343,2.65,-1.78,74,5.27
2020,Q4,Dubai Marina,1331.0,2410773.0,722,0.77,0.33,125,5.68
2020,Q4,Downtown Dubai,1815.0,3101799.0,1728,1.59,-1.19,109,6.36
2020,Q4,Business Bay,1121.0,2207970.0,1727,1.74,-1.24,102,6.09
2020,Q4,JVC,734.0,1421501.0,183,-1.9,-3.47,33,5.99
2020,Q4,Palm Jumeirah,3114.0,5989162.0,367,1.23,-0.48,155,6.28
2020,Q4,JLT,800.0,1375108.0,286,0.21,-2.61,145,5.73
2020,Q4,DIFC,2318.0,4148472.0,1968,2.96,-1.59,132,5.51
2020,Q4,Al Barsha,966.0,1775956.0,2148,2.69,-0.47,151,5.51
2020,Q4,Mirdif,676.0,1146603.0,1472,2.42,-3.51,150,4.7
2020,Q4,Dubai Hills Estate,1496.0,2676869.0,207,2.67,-1.56,147,5.19
2020,Q4,Town Square,750.0,1199670.0,161,1.48,-3.97,104,5.08
2020,Q4,Dubai Creek Harbour,1148.0,2130891.0,135,2.01,-1.76,160,5.85
2020,Q4,Arabian Ranches,1056.0,1802305.0,1034,1.73,0.31,161,6.52
2020,Q4,Emaar Beachfront,1639.0,2715650.0,600,0.57,-1.02,71,5.47
2020,Q4,Sports City,635.0,1108537.0,98,-0.36,-5.4,104,5.68
2021,Q1,Dubai Marina,1435.0,2771082.0,1233,0.26,-0.35,161,6.11
2021,Q1,Downtown Dubai,1985.0,3903483.0,2027,2.39,0.44,80,5.53
2021,Q1,Business Bay,1197.0,2422836.0,1489,2.34,-2.67,104,5.62
2021,Q1,JVC,824.0,1428409.0,665,3.48,-0.78,173,5.3
2021,Q1,Palm Jumeirah,3418.0,6425077.0,2084,0.82,-0.15,30,5.32
2021,Q1,JLT,902.0,1659752.0,613,0.95,-2.12,57,5.38
2021,Q1,DIFC,2552.0,4418485.0,1664,2.79,-2.85,72,5.77
2021,Q1,Al Barsha,1046.0,2078134.0,1969,2.71,0.99,33,4.99
2021,Q1,Mirdif,685.0,1200209.0,1313,-1.21,-0.09,37,5.92
2021,Q1,Dubai Hills Estate,1594.0,2736392.0,404,0.7,0.47,95,5.22
2021,Q1,Town Square,793.0,1556098.0,2382,0.48,0.13,91,5.56
2021,Q1,Dubai Creek Harbour,1271.0,2401207.0,1446,1.68,-0.22,179,5.53
2021,Q1,Arabian Ranches,1047.0,1968002.0,2190,-0.86,-1.26,138,6.01
2021,Q1,Emaar Beachfront,1787.0,3160026.0,1489,-0.08,-0.54,164,5.9
2021,Q1,Sports City,677.0,1166555.0,1313,1.35,-2.2,92,5.74
2021,Q2,Dubai Marina,1441.0,2670726.0,2022,1.57,5.29,161,5.25
2021,Q2,Downtown Dubai,1946.0,3527250.0,908,2.27,-2.14,128,5.75
2021,Q2,Business Bay,1317.0,2082229.0,1846,1.06,-0.21,60,5.92
2021,Q2,JVC,799.0,1397574.0,113,-1.92,4.25,104,5.67
2021,Q2,Palm Jumeirah,3691.0,6300457.0,1086,1.05,0.61,157,4.8
2021,Q2,JLT,862.0,1647733.0,449,4.15,-2.32,40,5.58
2021,Q2,DIFC,2422.0,4374923.0,1941,-0.38,-1.56,53,4.73
2021,Q2,Al Barsha,1034.0,1956797.0,2341,0.86,-0.92,120,5.38
2021,Q2,Mirdif,711.0,1362729.0,1371,-1.39,-0.26,58,6.53
2021,Q2,Dubai Hills Estate,1622.0,2970034.0,228,1.66,0.2,38,5.32
2021,Q2,Town Square,825.0,1395392.0,1097,-0.29,-2.11,171,4.96
2021,Q2,Dubai Creek Harbour,1299.0,2373243.0,2087,1.7,-1.11,59,5.86
2021,Q2,Arabian Ranches,1057.0,2081185.0,1743,-2.84,-2.51,156,6.03
2021,Q2,Emaar Beachfront,1830.0,3163266.0,1937,0.24,-2.08,49,5.72
2021,Q2,Sports City,689.0,1188991.0,2191,-0.64,-2.19,69,5.04
2021,Q3,Dubai Marina,1305.0,2607085.0,1887,2.59,-2.19,142,6.61
2021,Q3,Downtown Dubai,1938.0,3590973.0,507,1.47,-1.04,122,5.94
2021,Q3,Business Bay,1278.0,2148292.0,138,-0.88,0.09,157,5.47
2021,Q3,JVC,817.0,1487320.0,1014,1.41,-0.48,106,5.91
2021,Q3,Palm Jumeirah,3486.0,6604456.0,54,1.96,-0.26,49,6.09
2021,Q3,JLT,900.0,1604409.0,240,-0.15,-3.77,167,5.19
2021,Q3,DIFC,2451.0,4233570.0,1963,-1.93,4.18,163,5.34
2021,Q3,Al Barsha,1062.0,1822501.0,685,1.37,2.18,156,5.62
2021,Q3,Mirdif,694.0,1180509.0,998,-0.13,-0.4,154,5.81
2021,Q3,Dubai Hills Estate,1714.0,2983074.0,1990,-0.44,-1.41,175,5.68
2021,Q3,Town Square,784.0,1375397.0,2131,-0.31,-2.65,147,5.51
2021,Q3,Dubai Creek Harbour,1274.0,2277097.0,1696,-0.48,-0.3,64,6.1
2021,Q3,Arabian Ranches,1072.0,1842661.0,166,2.9,-2.14,150,6.04
2021,Q3,Emaar Beachfront,1862.0,3330411.0,2337,0.91,0.73,39,5.3
2021,Q3,Sports City,664.0,1185370.0,1060,-0.46,-4.12,135,5.4
2021,Q4,Dubai Marina,1391.0,2438012.0,1263,-1.1,-0.61,150,5.37
2021,Q4,Downtown Dubai,2085.0,3272189.0,363,0.61,-2.18,41,4.96
2021,Q4,Business Bay,1250.0,2362745.0,1058,-0.05,1.05,150,4.78
2021,Q4,JVC,869.0,1450613.0,1084,0.31,-1.82,77,5.13
2021,Q4,Palm Jumeirah,3652.0,6220908.0,2255,0.44,-3.32,105,6.3
2021,Q4,JLT,898.0,1377019.0,54,0.46,-2.18,92,5.8
2021,Q4,DIFC,2560.0,4661162.0,349,1.45,0.55,129,5.97
2021,Q4,Al Barsha,1109.0,2125300.0,1579,-1.58,-0.36,113,5.62
2021,Q4,Mirdif,726.0,1245157.0,303,-0.88,-1.28,71,5.63
2021,Q4,Dubai Hills Estate,1588.0,2868430.0,238,-0.29,0.29,80,5.67
2021,Q4,Town Square,837.0,1484804.0,2137,-0.69,-6.58,97,5.81
2021,Q4,Dubai Creek Harbour,1312.0,2340502.0,1009,2.1,-3.09,107,6.16
2021,Q4,Arabian Ranches,1101.0,2067188.0,612,2.35,-1.64,149,4.79
2021,Q4,Emaar Beachfront,1805.0,3453527.0,111,2.98,0.08,91,5.44
2021,Q4,Sports City,673.0,1180771.0,179,1.93,-1.06,127,5.89
2022,Q1,Dubai Marina,1686.0,2969485.0,778,0.61,0.23,70,5.4
2022,Q1,Downtown Dubai,2317.0,3924842.0,1493,0.58,3.61,31,5.8
2022,Q1,Business Bay,1485.0,2623893.0,515,0.43,3.35,159,5.83
2022,Q1,JVC,940.0,1540374.0,1491,-1.24,-0.25,31,5.75
2022,Q1,Palm Jumeirah,4046.0,7581179.0,1044,1.9,-1.06,40,5.44
2022,Q1,JLT,1064.0,1825220.0,2431,0.21,1.41,107,4.23
2022,Q1,DIFC,2925.0,5655013.0,1398,-0.9,-0.71,57,5.53
2022,Q1,Al Barsha,1195.0,2306986.0,2083,3.47,-3.6,155,5.59
2022,Q1,Mirdif,805.0,1535534.0,1568,0.2,1.42,87,5.12
2022,Q1,Dubai Hills Estate,1885.0,3636979.0,1016,0.81,1.96,34,5.46
2022,Q1,Town Square,985.0,1758779.0,936,2.12,3.47,148,5.62
2022,Q1,Dubai Creek Harbour,1509.0,2808723.0,1458,1.2,-4.26,100,5.63
2022,Q1,Arabian Ranches,1170.0,2401806.0,328,-0.58,-0.07,33,5.94
2022,Q1,Emaar Beachfront,2023.0,3716353.0,560,3.28,0.61,74,5.36
2022,Q1,Sports City,807.0,1448517.0,935,1.53,-0.81,47,6.89
2022,Q2,Dubai Marina,1670.0,3011335.0,680,-0.03,-1.22,94,5.29
2022,Q2,Downtown Dubai,2258.0,4155151.0,204,-1.07,-0.49,77,5.55
2022,Q2,Business Bay,1475.0,2608806.0,166,4.9,-1.79,169,5.18
2022,Q2,JVC,965.0,1700299.0,728,-1.69,-0.0,77,5.18
2022,Q2,Palm Jumeirah,4272.0,7566085.0,514,2.71,-1.58,110,5.05
2022,Q2,JLT,1000.0,1846388.0,282,0.54,1.88,53,5.67
2022,Q2,DIFC,2833.0,5315443.0,1412,1.86,0.93,42,6.02
2022,Q2,Al Barsha,1277.0,2213983.0,2187,1.71,1.4,148,5.24
2022,Q2,Mirdif,854.0,1490339.0,1204,1.59,1.67,110,5.28
2022,Q2,Dubai Hills Estate,1862.0,3532775.0,2486,1.21,1.06,147,5.54
2022,Q2,Town Square,942.0,1502946.0,1667,1.04,0.98,147,5.78
2022,Q2,Dubai Creek Harbour,1441.0,2518378.0,1814,1.73,-0.32,91,5.68
2022,Q2,Arabian Ranches,1221.0,2200312.0,1054,0.46,-1.56,127,5.21
2022,Q2,Emaar Beachfront,2078.0,3794071.0,286,-0.51,-2.1,134,4.85
2022,Q2,Sports City,819.0,1498862.0,1277,3.53,-2.61,41,4.82
2022,Q3,Dubai Marina,1632.0,2500735.0,1094,2.94,-1.5,45,5.94
2022,Q3,Downtown Dubai,2308.0,4086885.0,1829,-0.54,0.03,103,4.9
2022,Q3,Business Bay,1498.0,2668833.0,725,1.32,2.64,94,5.02
2022,Q3,JVC,1005.0,1601890.0,356,1.41,3.46,95,5.36
2022,Q3,Palm Jumeirah,4082.0,7690466.0,1520,1.39,4.08,65,5.88
2022,Q3,JLT,1045.0,2016385.0,908,1.37,-0.72,133,6.07
2022,Q3,DIFC,3028.0,5380429.0,606,1.21,-0.51,160,5.64
2022,Q3,Al Barsha,1267.0,2192498.0,1364,-2.42,0.71,149,5.96
2022,Q3,Mirdif,802.0,1577702.0,1646,2.72,2.86,55,5.49
2022,Q3,Dubai Hills Estate,1899.0,3649429.0,1822,0.02,2.51,165,6.32
2022,Q3,Town Square,945.0,1782986.0,1621,1.82,0.33,86,5.73
2022,Q3,Dubai Creek Harbour,1481.0,2737252.0,254,1.93,0.16,177,5.58
2022,Q3,Arabian Ranches,1209.0,2312795.0,208,2.56,2.43,43,5.68
2022,Q3,Emaar Beachfront,2141.0,3658738.0,2122,-1.5,-2.11,58,6.24
2022,Q3,Sports City,757.0,1478447.0,947,1.51,1.1,83,6.39
2022,Q4,Dubai Marina,1670.0,2777880.0,255,1.67,1.69,174,5.48
2022,Q4,Downtown Dubai,2438.0,4221553.0,157,1.69,-5.09,138,5.14
2022,Q4,Business Bay,1530.0,2755524.0,235,1.26,1.21,54,6.11
2022,Q4,JVC,954.0,1625728.0,1604,1.53,-2.16,87,5.75
2022,Q4,Palm Jumeirah,4345.0,7206206.0,443,1.19,2.29,74,5.33
2022,Q4,JLT,1021.0,1880168.0,2273,-2.99,-1.17,114,5.74
2022,Q4,DIFC,3012.0,5094543.0,1529,0.59,-1.28,58,5.14
2022,Q4,Al Barsha,1216.0,2187867.0,2003,1.95,-2.54,53,5.61
2022,Q4,Mirdif,810.0,1380946.0,1231,1.23,0.05,31,5.42
2022,Q4,Dubai Hills Estate,1839.0,3067298.0,1707,1.29,-0.2,147,4.91
2022,Q4,Town Square,940.0,1735520.0,1001,1.94,1.81,178,5.26
2022,Q4,Dubai Creek Harbour,1526.0,2657514.0,1991,1.35,2.78,107,5.25
2022,Q4,Arabian Ranches,1266.0,2060562.0,2383,1.25,-3.74,67,5.77
2022,Q4,Emaar Beachfront,2091.0,3566415.0,310,0.23,1.24,98,5.16
2022,Q4,Sports City,773.0,1367063.0,769,-1.12,1.41,149,5.19
2023,Q1,Dubai Marina,1938.0,3500926.0,1665,6.25,1.25,97,5.26
2023,Q1,Downtown Dubai,2548.0,4638768.0,2079,1.43,4.5,157,6.1
2023,Q1,Business Bay,1710.0,2959561.0,2353,0.29,-0.16,81,5.34
2023,Q1,JVC,1074.0,1849967.0,73,2.94,-2.62,121,5.23
2023,Q1,Palm Jumeirah,4356.0,8316450.0,898,1.9,2.96,80,5.24
2023,Q1,JLT,1227.0,2152717.0,2142,-0.32,1.15,125,5.19
2023,Q1,DIFC,3357.0,5942761.0,2042,1.53,2.39,164,6.13
2023,Q1,Al Barsha,1457.0,2588099.0,709,0.13,-2.14,133,5.36
2023,Q1,Mirdif,994.0,1644884.0,103,1.91,0.3,103,6.05
2023,Q1,Dubai Hills Estate,2017.0,3892140.0,555,2.2,1.65,53,5.32
2023,Q1,Town Square,1055.0,1862973.0,865,0.99,6.04,91,5.2
2023,Q1,Dubai Creek Harbour,1660.0,2995488.0,2461,1.58,1.32,146,5.03
2023,Q1,Arabian Ranches,1442.0,2461342.0,202,1.53,4.54,172,4.79
2023,Q1,Emaar Beachfront,2322.0,4210281.0,715,1.17,2.26,117,4.48
2023,Q1,Sports City,887.0,1519965.0,69,3.24,2.12,61,4.56
2023,Q2,Dubai Marina,1946.0,3593250.0,1435,1.98,0.18,180,4.83
2023,Q2,Downtown Dubai,2700.0,4499601.0,227,0.8,5.68,119,4.8
2023,Q2,Business Bay,1688.0,2946178.0,1404,1.75,4.28,176,5.4
2023,Q2,JVC,1066.0,1786309.0,1614,-1.54,3.99,176,4.21
2023,Q2,Palm Jumeirah,4830.0,8112317.0,255,3.55,2.74,149,5.11
2023,Q2,JLT,1191.0,2222591.0,825,1.09,3.13,123,5.09
2023,Q2,DIFC,3335.0,5904149.0,512,1.16,-0.46,62,5.22
2023,Q2,Al Barsha,1441.0,2409043.0,129,1.47,4.75,33,5.08
2023,Q2,Mirdif,907.0,1771852.0,1350,2.26,3.95,176,5.3
2023,Q2,Dubai Hills Estate,2063.0,4060819.0,1913,3.87,3.32,154,6.13
2023,Q2,Town Square,1058.0,1839062.0,1046,0.82,1.54,105,4.62
2023,Q2,Dubai Creek Harbour,1633.0,2919481.0,2036,2.05,0.64,108,4.6
2023,Q2,Arabian Ranches,1323.0,2483361.0,2347,0.13,1.78,91,5.14
2023,Q2,Emaar Beachfront,2371.0,4108396.0,680,0.94,5.0,102,4.83
2023,Q2,Sports City,876.0,1480335.0,1663,1.25,0.69,90,5.11
2023,Q3,Dubai Marina,1920.0,3291943.0,1913,1.48,3.16,126,6.0
2023,Q3,Downtown Dubai,2565.0,4227874.0,586,3.76,2.01,130,5.73
2023,Q3,Business Bay,1571.0,3199467.0,1212,5.13,4.26,78,5.96
2023,Q3,JVC,1097.0,1824392.0,2010,1.18,2.02,125,5.99
2023,Q3,Palm Jumeirah,4674.0,9041847.0,378,-1.89,0.05,102,5.28
2023,Q3,JLT,1169.0,2215557.0,1862,1.18,6.97,135,6.17
2023,Q3,DIFC,3367.0,6070843.0,1149,0.82,1.07,88,5.95
2023,Q3,Al Barsha,1422.0,2763250.0,1186,1.89,2.51,159,4.67
2023,Q3,Mirdif,1010.0,1817818.0,2243,2.3,5.26,156,5.84
2023,Q3,Dubai Hills Estate,2084.0,3717901.0,2166,0.51,2.46,42,5.45
2023,Q3,Town Square,1047.0,1926513.0,956,1.96,1.38,115,5.74
2023,Q3,Dubai Creek Harbour,1722.0,3089749.0,1314,0.76,-1.65,152,6.04
2023,Q3,Arabian Ranches,1356.0,2574153.0,1328,3.63,-1.01,148,4.75
2023,Q3,Emaar Beachfront,2338.0,4783062.0,489,-1.32,1.46,75,5.57
2023,Q3,Sports City,830.0,1620783.0,1422,2.23,2.08,32,5.52
2023,Q4,Dubai Marina,1896.0,3048456.0,2490,1.56,0.54,131,5.68
2023,Q4,Downtown Dubai,2483.0,4731709.0,1410,1.43,1.13,150,4.98
2023,Q4,Business Bay,1735.0,2887527.0,1737,4.81,-1.86,76,6.16
2023,Q4,JVC,1045.0,1840303.0,916,-0.03,2.52,33,4.69
2023,Q4,Palm Jumeirah,4948.0,9213982.0,1435,3.08,2.62,54,4.46
2023,Q4,JLT,1161.0,2011404.0,1523,-0.22,2.97,171,4.66
2023,Q4,DIFC,3185.0,5159703.0,2061,2.8,-0.15,114,4.54
2023,Q4,Al Barsha,1440.0,2644896.0,162,1.11,3.54,104,4.97
2023,Q4,Mirdif,936.0,1801853.0,1117,3.23,4.12,82,5.7
2023,Q4,Dubai Hills Estate,2130.0,4070706.0,2059,3.83,1.44,157,5.5
2023,Q4,Town Square,1069.0,1815291.0,727,1.2,1.57,117,5.45
2023,Q4,Dubai Creek Harbour,1664.0,3207665.0,2149,3.95,-2.88,170,5.95
2023,Q4,Arabian Ranches,1387.0,2520289.0,785,2.29,0.15,173,6.3
2023,Q4,Emaar Beachfront,2212.0,4075013.0,2056,0.78,2.69,45,5.3
2023,Q4,Sports City,897.0,1710346.0,1054,3.17,1.62,106,5.6
2024,Q1,Dubai Marina,2013.0,3731751.0,1962,1.77,-0.06,157,4.96
2024,Q1,Downtown Dubai,2702.0,4965546.0,378,5.41,3.07,73,5.03
2024,Q1,Business Bay,1856.0,2888391.0,913,2.56,3.41,97,5.06
2024,Q1,JVC,1170.0,2048582.0,2448,2.14,5.17,118,4.92
2024,Q1,Palm Jumeirah,5114.0,9404067.0,1805,1.51,2.37,53,5.23
2024,Q1,JLT,1249.0,2363584.0,1505,0.94,3.75,115,5.63
2024,Q1,DIFC,3309.0,6628760.0,886,0.61,0.12,161,5.28
2024,Q1,Al Barsha,1453.0,2822049.0,123,1.72,5.63,55,5.31
2024,Q1,Mirdif,1039.0,1778663.0,1329,4.45,3.63,152,4.59
2024,Q1,Dubai Hills Estate,2264.0,4018281.0,2408,0.5,3.81,128,5.26
2024,Q1,Town Square,1166.0,2050901.0,2253,-0.78,0.57,127,5.72
2024,Q1,Dubai Creek Harbour,1839.0,3111429.0,1759,3.18,1.75,65,3.77
2024,Q1,Arabian Ranches,1504.0,2775774.0,792,1.77,5.04,84,5.13
2024,Q1,Emaar Beachfront,2584.0,4539406.0,745,5.47,3.88,67,5.55
2024,Q1,Sports City,962.0,1772215.0,522,0.69,5.24,156,5.45
2024,Q2,Dubai Marina,2047.0,3479709.0,1054,4.06,2.36,112,5.18
2024,Q2,Downtown Dubai,2806.0,4905903.0,1801,1.94,4.27,43,4.93
2024,Q2,Business Bay,1793.0,3270079.0,272,4.7,4.25,85,4.95
2024,Q2,JVC,1171.0,2002248.0,1707,0.46,0.28,51,5.54
2024,Q2,Palm Jumeirah,5076.0,9259550.0,1105,3.05,2.04,69,5.07
2024,Q2,JLT,1347.0,2297327.0,2405,0.11,3.27,53,5.47
2024,Q2,DIFC,3531.0,6463817.0,2248,1.1,1.56,167,4.81
2024,Q2,Al Barsha,1558.0,2537975.0,1250,3.36,3.42,53,4.99
2024,Q2,Mirdif,1008.0,1750590.0,2235,2.6,5.2,106,5.77
2024,Q2,Dubai Hills Estate,2198.0,3864801.0,730,-1.31,-0.83,116,5.75
2024,Q2,Town Square,1181.0,2114081.0,2201,2.33,-0.8,128,4.79
2024,Q2,Dubai Creek Harbour,1800.0,3179560.0,2008,2.17,-0.35,158,5.43
2024,Q2,Arabian Ranches,1527.0,2934845.0,903,1.31,6.34,151,5.24
2024,Q2,Emaar Beachfront,2396.0,4612462.0,1381,-1.01,0.21,116,5.9
2024,Q2,Sports City,952.0,1686305.0,1773,1.77,4.76,162,5.33
2024,Q3,Dubai Marina,2136.0,3968586.0,2245,1.43,2.85,178,5.39
2024,Q3,Downtown Dubai,3010.0,4843110.0,2465,1.77,2.28,172,5.16
2024,Q3,Business Bay,1764.0,3306280.0,967,1.03,4.61,103,4.79
2024,Q3,JVC,1127.0,2094098.0,160,0.17,4.55,174,6.12
2024,Q3,Palm Jumeirah,5152.0,9835505.0,1590,2.09,3.78,133,5.23
2024,Q3,JLT,1283.0,2302294.0,1284,0.69,6.13,132,5.55
2024,Q3,DIFC,3552.0,5914741.0,2388,3.65,3.65,158,4.71
2024,Q3,Al Barsha,1605.0,2543689.0,1938,0.94,3.44,131,5.16
2024,Q3,Mirdif,979.0,1757439.0,915,2.89,6.61,131,5.33
2024,Q3,Dubai Hills Estate,2301.0,4014742.0,980,-1.23,2.06,67,6.14
2024,Q3,Town Square,1133.0,2200076.0,1777,-0.64,5.19,104,5.11
2024,Q3,Dubai Creek Harbour,1749.0,3089616.0,1442,-0.25,1.91,82,5.21
2024,Q3,Arabian Ranches,1507.0,2580363.0,2495,1.59,-1.85,151,5.69
2024,Q3,Emaar Beachfront,2593.0,4746639.0,2172,0.25,4.92,82,5.08
2024,Q3,Sports City,983.0,1883511.0,2484,-0.79,2.7,90,5.45
2024,Q4,Dubai Marina,2023.0,3657247.0,608,3.58,1.21,114,5.14
2024,Q4,Downtown Dubai,2843.0,5237170.0,289,2.88,7.4,119,5.31
2024,Q4,Business Bay,1700.0,3063760.0,200,1.43,6.1,86,4.53
2024,Q4,JVC,1123.0,2085406.0,1476,1.58,1.22,132,5.43
2024,Q4,Palm Jumeirah,5129.0,9166479.0,709,3.38,7.65,37,5.11
2024,Q4,JLT,1266.0,2273476.0,364,0.13,6.8,90,5.16
2024,Q4,DIFC,3812.0,6351938.0,277,1.43,2.37,178,5.41
2024,Q4,Al Barsha,1523.0,2943202.0,1433,0.92,1.6,165,5.83
2024,Q4,Mirdif,960.0,1940480.0,1870,1.23,3.89,101,6.12
2024,Q4,Dubai Hills Estate,2250.0,4383424.0,312,-1.29,-2.28,89,4.71
2024,Q4,Town Square,1170.0,2158715.0,999,2.63,2.33,47,5.53
2024,Q4,Dubai Creek Harbour,1833.0,3205040.0,1464,5.18,4.99,114,5.69
2024,Q4,Arabian Ranches,1453.0,2740378.0,752,3.01,6.44,179,5.05
2024,Q4,Emaar Beachfront,2556.0,5032343.0,645,-1.09,2.16,55,5.41
2024,Q4,Sports City,957.0,1800078.0,2016,2.41,1.0,81,5.02
