listing_id,platform,listing_date,area,listing_type,property_type,bedrooms,bathrooms,area_sqft,price_aed,price_per_sqft,is_furnished,has_parking,view,days_on_market,num_views,num_inquiries,developer,is_verified,agent_id
PF-0006985,PropertyFinder,2024-02-12,JVC,Rent,Villa,2,2,977,129995,1108.8,False,True,No View,205,2932,129,DAMAC,True,AGT-02762
PF-0006986,PropertyFinder,2024-10-17,Downtown Dubai,Rent,Townhouse,1,1,5250,3194707,608.52,False,True,City,203,4240,34,Emaar,True,AGT-04559
PF-0006987,PropertyFinder,2024-01-20,Palm Jumeirah,Rent,Penthouse,2,2,4038,1402755,2894.91,True,True,Pool,188,964,148,DAMAC,True,AGT-00959
PF-0006988,Dubizzle,2024-02-17,Dubai Creek Harbour,Sale,Apartment,4,4,780,2851074,3655.22,False,True,City,293,1362,4,Independent,True,AGT-02136
PF-0006989,Bayut,2024-04-21,Dubai Creek Harbour,Sale,Apartment,2,2,2813,282893,838.05,False,False,No View,234,1870,29,Other,True,AGT-02038
PF-0006990,PropertyFinder,2024-06-13,Sports City,Sale,Townhouse,5,5,2616,84849,270.29,True,True,City,27,154,140,Nakheel,False,AGT-00035
PF-0006991,Bayut,2024-04-16,Emaar Beachfront,Sale,Apartment,1,1,4963,435310,730.93,False,False,No View,163,2135,136,Independent,False,AGT-00458
PF-0006992,Dubizzle,2024-10-14,Town Square,Sale,Villa,3,3,2147,102616,398.29,False,True,Pool,339,4159,50,DAMAC,True,AGT-02660
PF-0006993,PropertyFinder,2024-01-29,JVC,Rent,Apartment,1,1,2706,1029018,380.27,True,True,City,74,3407,55,Other,False,AGT-02281
PF-0006994,Dubizzle,2024-09-08,Arabian Ranches,Sale,Apartment,4,4,4800,472522,820.35,False,True,City,250,680,96,DAMAC,True,AGT-02535
PF-0006995,Bayut,2024-08-19,Dubai Creek Harbour,Sale,Apartment,4,4,1753,1503944,857.93,True,True,Sea,123,1568,117,Nakheel,True,AGT-03853
PF-0006996,Dubizzle,2024-02-06,JVC,Sale,Apartment,2,2,3918,1328955,339.19,True,True,Garden,280,250,62,Independent,False,AGT-01813
PF-0006997,PropertyFinder,2024-02-25,Dubai Hills Estate,Rent,Villa,3,3,3737,659376,1470.38,False,True,Garden,145,4244,89,Other,True,AGT-04490
PF-0006998,Dubizzle,2024-11-14,Business Bay,Rent,Townhouse,3,3,2486,162376,544.3,True,True,Pool,186,1279,94,Emaar,False,AGT-04222
PF-0006999,PropertyFinder,2024-04-30,Dubai Creek Harbour,Sale,Villa,2,2,2368,352357,1240.0,True,True,City,308,1011,40,DAMAC,True,AGT-03054
PF-0007000,Bayut,2024-12-06,Dubai Creek Harbour,Sale,Villa,3,3,1050,218780,1736.35,False,True,City,158,1433,6,Independent,False,AGT-03978
PF-0007001,PropertyFinder,2024-03-30,JVC,Rent,Villa,4,4,2742,786035,286.66,False,True,Garden,16,4583,84,Emaar,True,AGT-02139
PF-0007002,PropertyFinder,2024-05-06,Downtown Dubai,Rent,Apartment,1,1,1750,3277773,1873.01,True,True,No View,87,3076,9,DAMAC,False,AGT-04757
PF-0007003,PropertyFinder,2024-03-02,Sports City,Sale,Studio,1,1,5516,1058592,191.91,True,True,City,270,1430,2,Independent,True,AGT-04251
PF-0007004,PropertyFinder,2024-11-29,Sports City,Rent,Penthouse,2,2,1950,874752,448.59,True,True,City,47,4935,115,Nakheel,False,AGT-01956
PF-0007005,PropertyFinder,2024-07-27,Al Barsha,Rent,Apartment,3,3,2358,484334,1711.67,False,True,No View,17,4268,34,Nakheel,True,AGT-03166
PF-0007006,Bayut,2024-07-28,Mirdif,Rent,Apartment,3,3,3211,2157503,671.91,False,True,Pool,149,4921,77,Independent,False,AGT-03343
PF-0007007,PropertyFinder,2024-05-14,Dubai Creek Harbour,Rent,Villa,4,4,3118,1590446,510.09,True,False,Garden,207,1498,111,Meraas,False,AGT-04849
PF-0007008,Bayut,2024-02-01,Business Bay,Sale,Apartment,1,1,2142,172977,672.96,False,True,City,235,4442,16,Meraas,True,AGT-02482
PF-0007009,Bayut,2024-07-21,Dubai Marina,Rent,Penthouse,2,2,5401,1775585,328.75,False,False,Pool,50,4620,120,Other,False,AGT-01180
PF-0007010,PropertyFinder,2024-02-16,Dubai Marina,Sale,Townhouse,3,3,3280,1535565,468.16,True,True,Pool,220,1391,100,Other,True,AGT-02496
PF-0007011,Dubizzle,2024-02-13,Emaar Beachfront,Sale,Apartment,1,1,1701,2850966,1676.05,True,True,City,129,3325,59,Meraas,False,AGT-01504
PF-0007012,Dubizzle,2024-01-05,Town Square,Sale,Penthouse,4,4,5736,170887,248.27,False,True,Sea,253,3035,94,Meraas,False,AGT-01942
PF-0007013,PropertyFinder,2024-06-01,DIFC,Rent,Studio,2,2,5427,3940828,726.15,True,True,City,304,2111,85,Independent,False,AGT-03745
PF-0007014,Bayut,2024-12-05,Mirdif,Sale,Apartment,5,5,1262,1768639,1401.46,False,False,Garden,344,364,64,Meraas,False,AGT-04319
PF-0007015,Bayut,2024-05-03,Palm Jumeirah,Rent,Apartment,0,1,5766,867505,1253.77,True,True,No View,149,1159,125,Independent,True,AGT-00801
PF-0007016,PropertyFinder,2024-05-08,Dubai Creek Harbour,Sale,Apartment,3,3,3309,236590,595.83,False,False,Pool,121,2513,140,Sobha,True,AGT-02237
PF-0007017,PropertyFinder,2024-10-25,Palm Jumeirah,Rent,Villa,3,3,4629,1297806,2336.37,False,False,No View,130,4067,150,Sobha,True,AGT-03544
PF-0007018,Bayut,2024-10-17,JLT,Sale,Apartment,3,3,5956,134963,188.83,False,False,Pool,65,4147,100,Sobha,True,AGT-02692
PF-0007019,Dubizzle,2024-03-03,Business Bay,Sale,Apartment,2,2,2754,1183288,429.66,False,True,Pool,246,2160,112,Sobha,True,AGT-01523
PF-0007020,PropertyFinder,2024-01-25,Business Bay,Sale,Apartment,3,3,1902,173800,761.48,False,True,No View,179,3080,116,Sobha,True,AGT-02032
PF-0007021,PropertyFinder,2024-09-01,Dubai Hills Estate,Sale,Apartment,3,3,5752,5591325,972.07,True,True,Garden,333,4198,78,Meraas,True,AGT-01856
PF-0007022,PropertyFinder,2024-10-11,Business Bay,Sale,Apartment,3,3,4165,220492,441.16,True,True,City,296,2338,42,Independent,True,AGT-03274
PF-0007023,PropertyFinder,2024-08-24,JVC,Sale,Studio,3,3,5198,76118,122.03,True,True,City,156,1197,111,Emaar,True,AGT-00973
PF-0007024,Bayut,2024-06-15,JVC,Rent,Villa,3,3,3743,112642,250.78,False,True,Sea,270,2656,60,Independent,True,AGT-03730
PF-0007025,Dubizzle,2024-05-13,Al Barsha,Sale,Villa,1,1,4531,2040998,450.45,False,True,No View,260,1979,39,Independent,False,AGT-00700
PF-0007026,Bayut,2024-11-23,Dubai Creek Harbour,Sale,Townhouse,5,5,4106,2042334,497.4,True,True,Sea,191,1370,92,Other,True,AGT-01435
PF-0007027,PropertyFinder,2024-12-15,Dubai Hills Estate,Rent,Apartment,2,2,2464,5551607,2253.09,False,False,Sea,327,2255,74,DAMAC,True,AGT-00768
PF-0007028,PropertyFinder,2024-06-23,Arabian Ranches,Rent,Villa,2,2,5411,4208468,777.76,False,False,City,335,4164,28,Sobha,True,AGT-04507
PF-0007029,Bayut,2024-01-13,Business Bay,Rent,Apartment,2,2,2301,1136957,494.11,False,False,Sea,11,2085,89,Independent,True,AGT-01650
PF-0007030,PropertyFinder,2024-06-02,Palm Jumeirah,Sale,Townhouse,2,2,3785,9049711,2390.94,False,False,No View,261,432,116,DAMAC,True,AGT-01088
PF-0007031,PropertyFinder,2024-05-30,DIFC,Sale,Apartment,1,1,1754,4649909,2651.03,False,False,Pool,128,2988,38,DAMAC,False,AGT-02551
PF-0007032,PropertyFinder,2024-08-17,Mirdif,Rent,Apartment,2,2,2641,1542443,584.04,False,True,No View,248,929,67,Sobha,True,AGT-04846
PF-0007033,PropertyFinder,2024-02-17,Dubai Creek Harbour,Sale,Townhouse,1,1,2488,1919893,771.66,False,True,City,198,1599,139,Nakheel,True,AGT-01766
PF-0007034,Bayut,2024-10-28,Dubai Marina,Sale,Apartment,2,2,2169,268615,1032.03,False,False,City,97,3813,45,Nakheel,True,AGT-01323
PF-0007035,PropertyFinder,2024-04-19,Al Barsha,Sale,Apartment,5,5,5687,473955,694.5,True,False,City,273,4828,113,Other,False,AGT-00053
PF-0007036,Bayut,2024-04-12,Business Bay,Sale,Studio,2,2,653,1277653,1956.59,True,True,City,261,4536,19,Meraas,True,AGT-01978
PF-0007037,PropertyFinder,2024-02-02,Arabian Ranches,Rent,Townhouse,1,1,4349,4215053,969.2,False,False,City,231,1278,26,Emaar,False,AGT-04998
PF-0007038,Bayut,2024-12-03,Emaar Beachfront,Rent,Villa,2,2,4670,5447824,1166.56,False,True,City,281,671,112,Nakheel,True,AGT-00484
PF-0007039,Bayut,2024-10-12,Al Barsha,Sale,Villa,2,2,1289,4031964,3127.98,True,True,City,334,94,27,Other,True,AGT-02657
PF-0007040,PropertyFinder,2024-10-05,Arabian Ranches,Sale,Villa,4,4,2384,376900,1317.47,False,False,Pool,101,2560,37,Sobha,True,AGT-03395
PF-0007041,PropertyFinder,2024-12-12,Emaar Beachfront,Sale,Apartment,2,2,2004,4527090,2259.03,False,True,Pool,342,47,16,Independent,True,AGT-03612
PF-0007042,PropertyFinder,2024-06-27,Business Bay,Sale,Apartment,2,2,1473,265400,1501.47,True,False,City,316,453,21,Other,True,AGT-03853
PF-0007043,Bayut,2024-07-15,Al Barsha,Sale,Apartment,5,5,1125,449460,3329.34,True,False,City,205,4307,100,DAMAC,True,AGT-03176
PF-0007044,Bayut,2024-09-27,Town Square,Rent,Apartment,1,1,5091,1335269,262.28,False,True,Garden,119,1363,118,DAMAC,True,AGT-01176
PF-0007045,PropertyFinder,2024-07-23,Town Square,Sale,Apartment,3,3,432,1314836,3043.6,False,False,City,23,2541,14,Sobha,True,AGT-00617
PF-0007046,PropertyFinder,2024-05-17,Town Square,Rent,Apartment,2,2,1476,1420535,962.42,False,False,City,30,1250,101,Other,True,AGT-02578
PF-0007047,PropertyFinder,2024-04-28,JLT,Sale,Villa,3,3,2468,1414279,573.05,True,True,Garden,328,4085,49,Meraas,True,AGT-02501
PF-0007048,Bayut,2024-11-25,JVC,Sale,Apartment,2,2,3743,149350,332.51,False,True,City,39,4728,126,DAMAC,True,AGT-03529
PF-0007049,Bayut,2024-06-20,Dubai Hills Estate,Rent,Apartment,2,2,4451,478692,896.23,True,True,No View,199,3667,117,Independent,True,AGT-04317
PF-0007050,Dubizzle,2024-08-03,Dubai Creek Harbour,Sale,Apartment,3,3,3665,352740,802.05,False,True,No View,56,2718,22,Nakheel,True,AGT-01879
PF-0007051,Bayut,2024-01-10,Arabian Ranches,Sale,Apartment,3,3,5723,3760397,657.07,False,True,Pool,348,2541,95,Nakheel,True,AGT-03841
PF-0007052,Bayut,2024-04-09,JVC,Sale,Apartment,3,3,2903,109709,314.93,False,True,City,322,2905,81,Independent,True,AGT-04640
PF-0007053,PropertyFinder,2024-10-12,JVC,Rent,Townhouse,2,2,4171,631452,151.39,True,True,No View,242,2535,70,Other,False,AGT-02849
PF-0007054,PropertyFinder,2024-01-30,Al Barsha,Rent,Villa,5,5,5213,3078111,590.47,False,True,City,124,4193,142,Meraas,False,AGT-04822
PF-0007055,PropertyFinder,2024-10-31,Al Barsha,Sale,Villa,2,2,4544,266775,489.25,False,True,Pool,281,3855,44,Sobha,False,AGT-01640
PF-0007056,Dubizzle,2024-04-26,Palm Jumeirah,Rent,Townhouse,1,1,3546,8649495,2439.23,False,True,Garden,38,4206,136,Independent,True,AGT-04753
PF-0007057,Dubizzle,2024-08-18,Mirdif,Rent,Apartment,2,2,1142,341026,2488.51,False,True,City,351,444,12,Independent,True,AGT-02005
PF-0007058,Bayut,2024-05-17,Arabian Ranches,Sale,Apartment,3,3,2953,5925484,2006.6,False,True,No View,95,1745,33,Nakheel,True,AGT-03225
PF-0007059,Dubizzle,2024-05-19,Arabian Ranches,Rent,Villa,4,4,4701,658455,1167.23,True,True,City,63,4758,111,Emaar,False,AGT-00197
PF-0007060,Bayut,2024-02-11,JVC,Rent,Apartment,2,2,1034,1173873,1135.27,False,True,City,320,4345,111,Independent,False,AGT-01607
PF-0007061,PropertyFinder,2024-09-05,Business Bay,Rent,Townhouse,2,2,1865,196722,879.01,False,True,Sea,204,2664,134,Sobha,True,AGT-03236
PF-0007062,Bayut,2024-10-02,Downtown Dubai,Rent,Apartment,3,3,3368,4776923,1418.33,False,False,City,302,3539,17,Meraas,True,AGT-01385
PF-0007063,Bayut,2024-01-28,DIFC,Rent,Villa,0,1,3306,3627227,1097.16,False,True,No View,363,3375,128,Sobha,True,AGT-02469
PF-0007064,Bayut,2024-05-04,JLT,Sale,Apartment,2,2,2147,144671,561.52,True,True,No View,311,4397,28,Other,True,AGT-02022
PF-0007065,PropertyFinder,2024-01-29,Palm Jumeirah,Sale,Townhouse,1,1,4081,776102,1584.79,True,True,No View,358,892,3,Independent,False,AGT-00668
PF-0007066,PropertyFinder,2024-06-04,Dubai Hills Estate,Rent,Apartment,4,4,1579,622589,3285.78,False,True,Pool,4,4015,91,Nakheel,False,AGT-02445
PF-0007067,Dubizzle,2024-05-30,Palm Jumeirah,Sale,Apartment,1,1,4925,980432,1658.94,False,True,Garden,153,2380,102,Nakheel,True,AGT-02208
PF-0007068,PropertyFinder,2024-04-17,Town Square,Sale,Apartment,3,3,755,1187829,1573.28,False,True,Pool,239,173,52,DAMAC,False,AGT-04787
PF-0007069,Bayut,2024-09-27,Sports City,Rent,Apartment,1,1,2960,76311,214.84,False,True,Sea,281,4563,94,Nakheel,True,AGT-00143
PF-0007070,Dubizzle,2024-09-03,Sports City,Rent,Apartment,4,4,3571,771254,215.98,True,True,Garden,254,2183,31,Other,True,AGT-02922
PF-0007071,Bayut,2024-11-08,JVC,Rent,Townhouse,1,1,544,1027812,1889.36,False,True,City,31,1256,128,Sobha,True,AGT-01998
PF-0007072,PropertyFinder,2024-09-17,Town Square,Sale,Penthouse,4,4,2121,117336,461.01,False,False,City,82,4996,65,Meraas,False,AGT-03864
PF-0007073,PropertyFinder,2024-04-21,Al Barsha,Rent,Apartment,0,1,2978,283959,794.6,True,True,City,349,4508,150,Other,True,AGT-00803
PF-0007074,PropertyFinder,2024-06-24,Dubai Creek Harbour,Rent,Apartment,1,1,2111,373070,1472.72,False,True,No View,177,4925,101,Sobha,True,AGT-00746
PF-0007075,PropertyFinder,2024-07-06,Town Square,Rent,Apartment,2,2,2046,170782,695.59,False,False,Sea,360,4047,37,Emaar,True,AGT-00739
PF-0007076,PropertyFinder,2024-06-23,Mirdif,Sale,Apartment,3,3,542,280391,4311.07,True,True,City,346,4257,39,Emaar,False,AGT-01350
PF-0007077,PropertyFinder,2024-06-15,Palm Jumeirah,Sale,Villa,1,1,3809,6204572,1628.92,False,True,No View,273,4200,63,Other,True,AGT-01560
PF-0007078,Bayut,2024-06-24,JVC,Sale,Apartment,5,5,4786,1247724,260.7,True,False,No View,87,1327,102,Independent,True,AGT-01558
PF-0007079,PropertyFinder,2024-05-16,Arabian Ranches,Rent,Apartment,1,1,2872,630526,1829.52,True,False,City,115,2112,135,Independent,True,AGT-01265
PF-0007080,Bayut,2024-06-03,Dubai Marina,Sale,Apartment,0,1,1428,322898,1884.33,False,True,Pool,83,4344,88,Nakheel,True,AGT-03210
PF-0007081,Bayut,2024-10-27,Downtown Dubai,Sale,Apartment,2,2,1582,323740,1705.33,True,True,No View,81,4574,147,Independent,True,AGT-00751
PF-0007082,PropertyFinder,2024-04-17,Dubai Marina,Sale,Studio,3,3,3329,2661052,799.35,False,True,Garden,21,4900,44,Other,True,AGT-02543
PF-0007083,PropertyFinder,2024-03-22,Palm Jumeirah,Rent,Villa,0,1,1892,1462351,6440.94,True,False,No View,318,2842,99,Sobha,False,AGT-03707
PF-0007084,PropertyFinder,2024-11-26,Emaar Beachfront,Rent,Apartment,2,2,5966,4679895,784.43,False,False,No View,81,4900,20,Emaar,True,AGT-00367
PF-0007085,Bayut,2024-03-16,Mirdif,Rent,Apartment,4,4,1800,2066068,1147.82,False,True,Garden,353,4745,20,Independent,False,AGT-01224
PF-0007086,PropertyFinder,2024-10-31,Town Square,Rent,Apartment,3,3,3947,1582313,400.89,False,True,No View,202,3586,64,Sobha,False,AGT-03868
PF-0007087,PropertyFinder,2024-05-14,DIFC,Sale,Studio,3,3,1870,5882666,3145.81,False,True,Sea,214,2724,80,Independent,True,AGT-03462
PF-0007088,Bayut,2024-07-20,Arabian Ranches,Sale,Villa,1,1,4160,3751280,901.75,False,True,Garden,53,2480,98,DAMAC,False,AGT-00873
PF-0007089,PropertyFinder,2024-11-26,JLT,Rent,Villa,2,2,4018,1404110,349.45,True,False,Sea,156,469,45,Independent,True,AGT-04353
PF-0007090,PropertyFinder,2024-08-10,JLT,Rent,Apartment,3,3,2724,1116279,409.79,False,True,City,306,4333,50,Emaar,True,AGT-02507
PF-0007091,PropertyFinder,2024-10-11,Arabian Ranches,Sale,Townhouse,1,1,2964,477414,1342.26,False,True,Garden,121,1324,5,Independent,True,AGT-00602
PF-0007092,Dubizzle,2024-02-20,Sports City,Rent,Apartment,1,1,559,95386,1421.98,False,True,Pool,220,1205,133,Sobha,True,AGT-02314
PF-0007093,Bayut,2024-01-26,Al Barsha,Rent,Apartment,4,4,5385,259778,402.01,True,True,City,300,2455,143,Meraas,True,AGT-02368
PF-0007094,Bayut,2024-08-20,DIFC,Sale,Townhouse,1,1,5469,4761001,870.54,False,False,City,257,513,135,Emaar,True,AGT-02868
PF-0007095,Dubizzle,2024-02-16,Dubai Creek Harbour,Sale,Villa,0,1,789,3067057,3887.27,False,True,City,266,4185,104,Independent,True,AGT-04769
PF-0007096,Bayut,2024-05-26,Sports City,Rent,Villa,2,2,4503,628755,139.63,False,True,Pool,358,3244,46,Emaar,False,AGT-01950
PF-0007097,Bayut,2024-03-09,Dubai Hills Estate,Rent,Apartment,3,3,2055,518755,2103.63,True,True,No View,127,1683,150,DAMAC,True,AGT-03938
PF-0007098,PropertyFinder,2024-05-03,Dubai Hills Estate,Sale,Apartment,0,1,1084,4444869,4100.43,False,True,Sea,79,3119,15,Other,True,AGT-02222
PF-0007099,Bayut,2024-10-04,Dubai Creek Harbour,Sale,Townhouse,5,5,5575,1953189,350.35,False,False,Pool,260,4290,109,Meraas,True,AGT-01988
PF-0007100,Bayut,2024-02-19,JVC,Sale,Apartment,2,2,3538,144079,339.36,False,False,No View,202,156,21,Independent,True,AGT-02955
PF-0007101,Bayut,2024-11-16,JVC,Sale,Villa,1,1,1753,773933,441.49,False,True,Garden,362,1986,127,DAMAC,True,AGT-03243
PF-0007102,PropertyFinder,2024-12-22,Dubai Creek Harbour,Sale,Apartment,1,1,2491,350679,1173.15,True,False,City,257,2768,80,Meraas,True,AGT-00701
PF-0007103,Bayut,2024-04-21,Dubai Creek Harbour,Sale,Villa,1,1,2020,194968,804.33,False,False,No View,165,3244,112,Sobha,True,AGT-02945
PF-0007104,Dubizzle,2024-06-14,Emaar Beachfront,Sale,Apartment,3,3,3909,4863100,1244.08,False,False,Garden,170,923,74,DAMAC,True,AGT-03348
PF-0007105,Bayut,2024-08-13,JVC,Rent,Apartment,3,3,2379,1304272,548.24,True,False,Sea,47,3469,52,Independent,True,AGT-04923
PF-0007106,Bayut,2024-06-10,Palm Jumeirah,Rent,Apartment,5,5,5586,8774886,1570.87,False,True,City,74,4998,95,Nakheel,True,AGT-00497
PF-0007107,PropertyFinder,2024-09-13,Business Bay,Sale,Studio,4,4,5774,235363,339.69,False,True,City,181,3765,140,Nakheel,False,AGT-00018
PF-0007108,PropertyFinder,2024-09-09,Town Square,Sale,Villa,5,5,4284,965976,225.48,True,False,No View,268,4520,130,Sobha,True,AGT-01386
PF-0007109,Dubizzle,2024-09-05,Arabian Ranches,Sale,Apartment,0,1,5820,682159,976.75,True,False,Pool,88,2318,20,DAMAC,True,AGT-01692
PF-0007110,Bayut,2024-03-24,JLT,Sale,Penthouse,2,2,4935,93807,158.41,False,False,No View,245,2009,82,Nakheel,False,AGT-03740
PF-0007111,Dubizzle,2024-03-03,Dubai Creek Harbour,Rent,Apartment,1,1,1893,189410,833.82,False,True,Sea,255,3617,68,Sobha,True,AGT-02603
PF-0007112,PropertyFinder,2024-12-27,Mirdif,Sale,Studio,3,3,3544,3213509,906.75,True,False,Garden,242,808,86,Nakheel,True,AGT-02799
PF-0007113,Bayut,2024-09-30,Al Barsha,Rent,Penthouse,1,1,1362,456600,2793.69,False,False,Pool,241,4848,120,Other,False,AGT-00424
PF-0007114,PropertyFinder,2024-04-02,Dubai Hills Estate,Rent,Apartment,1,1,2745,520986,1581.62,True,False,Garden,279,4050,114,Meraas,True,AGT-01082
PF-0007115,Bayut,2024-06-24,Arabian Ranches,Rent,Apartment,2,2,5499,5763344,1048.07,False,True,Sea,91,326,103,Other,False,AGT-00012
PF-0007116,Bayut,2024-06-21,Palm Jumeirah,Rent,Apartment,2,2,4365,10880610,2492.69,False,False,Sea,122,2847,51,Nakheel,True,AGT-02804
PF-0007117,PropertyFinder,2024-06-18,Town Square,Sale,Villa,2,2,4269,986691,231.13,False,True,No View,9,4882,101,DAMAC,True,AGT-02133
PF-0007118,Bayut,2024-07-29,Palm Jumeirah,Rent,Studio,1,1,1686,1016256,5023.02,True,True,No View,56,3999,128,Nakheel,True,AGT-04157
PF-0007119,Dubizzle,2024-05-06,Emaar Beachfront,Sale,Apartment,2,2,2453,3151448,1284.73,True,False,City,120,3314,83,Sobha,True,AGT-01224
PF-0007120,Dubizzle,2024-12-06,Dubai Marina,Sale,Apartment,3,3,1973,278974,1178.3,False,False,Garden,345,3060,22,Independent,False,AGT-03566
PF-0007121,Bayut,2024-11-16,Business Bay,Rent,Villa,2,2,2477,250145,841.56,False,False,Garden,148,2501,94,Other,False,AGT-02056
PF-0007122,Bayut,2024-07-28,DIFC,Rent,Apartment,3,3,4089,771539,1572.39,True,True,Pool,204,4173,40,DAMAC,True,AGT-01691
PF-0007123,Bayut,2024-01-27,Mirdif,Rent,Apartment,2,2,3176,2160595,680.29,False,True,Pool,286,4952,107,DAMAC,False,AGT-04419
PF-0007124,PropertyFinder,2024-08-02,JVC,Rent,Apartment,3,3,1867,1167396,625.28,True,True,City,163,3456,57,Independent,False,AGT-00962
PF-0007125,Bayut,2024-10-14,Mirdif,Sale,Villa,4,4,890,337114,3156.5,False,True,City,299,3140,37,Other,False,AGT-04919
PF-0007126,PropertyFinder,2024-09-16,DIFC,Rent,Townhouse,3,3,797,394216,4121.88,False,True,Garden,247,3832,91,DAMAC,True,AGT-01034
PF-0007127,Dubizzle,2024-06-02,Palm Jumeirah,Sale,Studio,2,2,2890,1188910,3428.23,False,True,Pool,308,1664,92,Emaar,True,AGT-04796
PF-0007128,PropertyFinder,2024-11-09,Palm Jumeirah,Sale,Penthouse,0,1,5644,785497,1159.78,False,False,Garden,325,1059,13,Meraas,True,AGT-03706
PF-0007129,Dubizzle,2024-07-09,DIFC,Sale,Penthouse,3,3,2464,405525,1371.5,False,True,City,319,4012,56,DAMAC,True,AGT-00893
PF-0007130,Bayut,2024-10-27,Dubai Marina,Rent,Apartment,4,4,5076,192102,315.38,True,True,No View,192,2883,64,Other,True,AGT-01588
PF-0007131,PropertyFinder,2024-01-11,Downtown Dubai,Sale,Villa,3,3,2151,4074163,1894.08,True,False,City,140,3328,17,Meraas,True,AGT-00353
PF-0007132,Bayut,2024-05-02,Mirdif,Sale,Apartment,2,2,1494,291878,1628.06,True,False,City,323,3690,41,Sobha,True,AGT-01967
PF-0007133,Bayut,2024-07-27,DIFC,Rent,Apartment,4,4,988,5917309,5989.18,False,False,No View,278,2263,111,Independent,False,AGT-03289
PF-0007134,PropertyFinder,2024-09-20,JLT,Rent,Apartment,3,3,3336,1061158,318.09,False,True,City,40,3369,58,Sobha,True,AGT-03616
PF-0007135,PropertyFinder,2024-06-05,JLT,Sale,Villa,2,2,5966,1037379,173.88,False,True,City,74,3735,123,Emaar,True,AGT-02362
PF-0007136,PropertyFinder,2024-05-27,JLT,Rent,Apartment,2,2,5080,949903,186.99,False,True,City,250,1668,37,Emaar,True,AGT-02410
PF-0007137,PropertyFinder,2024-12-09,Al Barsha,Sale,Villa,3,3,2605,375643,1201.67,False,True,City,267,944,49,Emaar,False,AGT-02350
PF-0007138,Bayut,2024-05-22,Palm Jumeirah,Rent,Apartment,2,2,1792,7508934,4190.25,True,True,City,337,1223,123,Meraas,False,AGT-02211
PF-0007139,Bayut,2024-03-07,Emaar Beachfront,Sale,Apartment,0,1,5853,2948999,503.84,False,True,Pool,185,3466,92,DAMAC,True,AGT-04631
PF-0007140,Bayut,2024-12-04,Dubai Marina,Sale,Villa,2,2,3459,212152,511.11,True,False,City,222,1746,138,Meraas,True,AGT-01600
PF-0007141,PropertyFinder,2024-07-20,Downtown Dubai,Sale,Apartment,2,2,5534,2462355,444.95,False,True,No View,154,589,143,Other,True,AGT-00016
PF-0007142,Dubizzle,2024-11-18,Mirdif,Sale,Townhouse,1,1,5012,3004747,599.51,True,True,City,314,4355,93,Meraas,True,AGT-04172
PF-0007143,Bayut,2024-08-15,Town Square,Sale,Townhouse,2,2,2282,1278191,560.12,False,True,Sea,15,1471,39,Nakheel,True,AGT-01251
PF-0007144,PropertyFinder,2024-04-12,Dubai Creek Harbour,Sale,Apartment,4,4,4082,186044,379.81,False,False,City,229,4475,13,Emaar,True,AGT-00229
PF-0007145,Bayut,2024-05-05,Dubai Hills Estate,Rent,Apartment,2,2,4344,710218,1362.45,True,False,City,329,4702,20,Independent,True,AGT-01808
PF-0007146,Bayut,2024-07-08,Dubai Marina,Rent,Apartment,2,2,964,220487,1906.01,True,True,Pool,354,3608,91,Sobha,True,AGT-00241
PF-0007147,PropertyFinder,2024-02-03,Sports City,Rent,Apartment,4,4,1164,1149432,987.48,False,True,Garden,365,1296,85,Sobha,True,AGT-04397
PF-0007148,PropertyFinder,2024-07-10,Town Square,Rent,Apartment,3,3,1673,113261,564.16,False,True,City,307,806,2,Other,True,AGT-04476
PF-0007149,Bayut,2024-04-05,Arabian Ranches,Sale,Villa,4,4,2924,669567,1908.25,True,True,No View,6,2160,37,Meraas,False,AGT-02106
PF-0007150,Dubizzle,2024-06-23,Business Bay,Rent,Apartment,1,1,3481,185820,444.84,False,False,Sea,297,4587,146,Sobha,True,AGT-02472
PF-0007151,Dubizzle,2024-12-19,Sports City,Sale,Apartment,2,2,4105,125274,254.31,False,True,Garden,249,3712,76,Other,True,AGT-02481
PF-0007152,PropertyFinder,2024-08-16,Downtown Dubai,Rent,Villa,3,3,1264,489100,3224.55,True,True,Garden,251,4464,83,DAMAC,False,AGT-01533
PF-0007153,Dubizzle,2024-05-19,Mirdif,Sale,Townhouse,4,4,5244,2423864,462.22,False,True,Sea,272,4133,36,Emaar,True,AGT-01945
PF-0007154,Dubizzle,2024-09-02,JLT,Sale,Villa,1,1,4212,1424259,338.14,False,True,No View,47,2860,11,DAMAC,True,AGT-00343
PF-0007155,Bayut,2024-04-20,Dubai Creek Harbour,Sale,Villa,2,2,5757,2376966,412.88,True,True,No View,138,1311,130,Sobha,True,AGT-03329
PF-0007156,PropertyFinder,2024-10-12,Palm Jumeirah,Sale,Apartment,1,1,3196,12468921,3901.41,False,False,No View,50,1524,27,Meraas,True,AGT-01981
PF-0007157,Dubizzle,2024-12-13,Mirdif,Sale,Townhouse,1,1,2096,2180890,1040.5,False,True,Garden,12,958,112,Independent,False,AGT-01181
PF-0007158,PropertyFinder,2024-02-23,Mirdif,Rent,Apartment,1,1,720,3171166,4404.4,False,True,City,325,4472,58,Other,True,AGT-02382
