event_id,datetime,date,year,month,theme,source_domain,source_country,headline_sentiment,tone_score,goldstein_scale,num_mentions,num_sources,avg_tone,quad_class,is_real_estate_specific
GDELT-0009005,2021-06-03 01:13:00,2021-06-03,2021,6,DUBAI_LUXURY_REAL_ESTATE,propertymonitor.ae,AE,Neutral,3.12,-1.2,99,14,-1.1,Material Cooperation,1
GDELT-0009006,2022-01-03 10:34:00,2022-01-03,2022,1,UAE_PROPERTY_INVESTMENT,arabianbusiness.com,AE,Neutral,2.88,5.6,38,13,3.84,Verbal Conflict,1
GDELT-0009007,2022-12-19 10:19:00,2022-12-19,2022,12,UAE_MORTGAGE_MARKET,cbre.ae,AE,Negative,-7.65,5.3,116,4,-2.22,Verbal Conflict,0
GDELT-0009008,2022-05-20 04:08:00,2022-05-20,2022,5,UAE_ECONOMY_GROWTH,thenationalnews.com,GLOBAL,Negative,-3.71,-1.3,14,2,-2.77,Verbal Cooperation,0
GDELT-0009009,2021-10-06 02:12:00,2021-10-06,2021,10,REITS_UAE,propertyfinder.ae,AE,Positive,2.55,7.5,107,11,5.75,Verbal Conflict,0
GDELT-0009010,2024-06-09 17:46:00,2024-06-09,2024,6,DUBAI_RENTAL_MARKET,thenationalnews.com,GLOBAL,Positive,3.79,-7.3,89,2,9.02,Material Conflict,1
GDELT-0009011,2023-11-17 06:59:00,2023-11-17,2023,11,GOLDEN_VISA_UAE,bloomberg.com,GLOBAL,Positive,3.71,0.7,126,1,3.12,Material Cooperation,0
GDELT-0009012,2024-10-30 10:00:00,2024-10-30,2024,10,DLD_TRANSACTIONS,ft.com,GLOBAL,Positive,2.06,9.8,61,8,7.4,Material Cooperation,1
GDELT-0009013,2021-12-15 13:20:00,2021-12-15,2021,12,UAE_ECONOMY_GROWTH,ft.com,GLOBAL,Neutral,3.06,0.8,74,6,0.86,Verbal Cooperation,0
GDELT-0009014,2022-10-07 04:29:00,2022-10-07,2022,10,UAE_FINTECH,dxbinteract.com,GLOBAL,Negative,-4.97,6.4,141,26,-1.0,Verbal Cooperation,0
GDELT-0009015,2020-08-08 14:01:00,2020-08-08,2020,8,DUBAI_LUXURY_REAL_ESTATE,cbre.ae,AE,Positive,3.77,-7.7,82,24,2.53,Verbal Conflict,1
GDELT-0009016,2022-01-05 05:26:00,2022-01-05,2022,1,UAE_ECONOMY_GROWTH,aljazeera.com,GLOBAL,Positive,4.12,-1.8,116,1,4.99,Verbal Conflict,0
GDELT-0009017,2023-09-05 11:12:00,2023-09-05,2023,9,UAE_PROPERTY_INVESTMENT,propertymonitor.ae,AE,Positive,5.2,5.3,43,28,0.43,Verbal Cooperation,1
GDELT-0009018,2021-02-09 05:12:00,2021-02-09,2021,2,EXPO2020_DUBAI,reuters.com,GLOBAL,Negative,-5.38,1.9,72,10,-3.1,Material Cooperation,0
GDELT-0009019,2023-10-13 17:17:00,2023-10-13,2023,10,REITS_UAE,thenationalnews.com,GLOBAL,Positive,0.95,4.1,40,13,3.47,Verbal Cooperation,0
GDELT-0009020,2022-05-15 18:36:00,2022-05-15,2022,5,UAE_MORTGAGE_MARKET,bayut.com,GLOBAL,Neutral,2.89,8.4,130,4,1.77,Material Conflict,0
GDELT-0009021,2024-04-17 01:01:00,2024-04-17,2024,4,GOLDEN_VISA_UAE,khaleejtimes.com,GLOBAL,Negative,-4.51,-8.2,33,4,-5.16,Material Conflict,0
GDELT-0009022,2020-10-28 21:05:00,2020-10-28,2020,10,UAE_MORTGAGE_MARKET,thenationalnews.com,GLOBAL,Neutral,-0.71,4.4,142,25,1.08,Material Cooperation,0
GDELT-0009023,2023-11-18 23:46:00,2023-11-18,2023,11,EXPO2020_DUBAI,aljazeera.com,GLOBAL,Positive,5.69,0.3,48,1,4.86,Verbal Cooperation,0
GDELT-0009024,2023-09-10 22:40:00,2023-09-10,2023,9,PROPTECH_UAE,arabianbusiness.com,AE,Positive,5.46,-5.5,44,13,4.18,Verbal Cooperation,0
GDELT-0009025,2023-03-12 11:44:00,2023-03-12,2023,3,DUBAI_LUXURY_REAL_ESTATE,arabianbusiness.com,AE,Positive,3.96,-3.0,126,11,2.69,Verbal Cooperation,1
GDELT-0009026,2024-01-10 23:00:00,2024-01-10,2024,1,UAE_MORTGAGE_MARKET,gulfnews.com,GLOBAL,Positive,4.86,1.3,146,15,4.96,Verbal Cooperation,0
GDELT-0009027,2020-09-21 01:00:00,2020-09-21,2020,9,PROPTECH_UAE,zawya.com,AE,Neutral,1.61,9.9,66,19,3.28,Verbal Cooperation,0
GDELT-0009028,2024-11-16 22:19:00,2024-11-16,2024,11,DLD_TRANSACTIONS,reuters.com,GLOBAL,Positive,2.1,-2.2,149,12,4.6,Verbal Cooperation,1
GDELT-0009029,2022-11-29 18:16:00,2022-11-29,2022,11,DUBAI_TOURISM,zawya.com,AE,Positive,2.78,7.5,67,26,5.42,Verbal Conflict,0
GDELT-0009030,2024-09-20 22:02:00,2024-09-20,2024,9,GOLDEN_VISA_UAE,thenationalnews.com,GLOBAL,Neutral,-1.34,8.2,119,21,2.65,Material Cooperation,0
GDELT-0009031,2022-09-26 02:40:00,2022-09-26,2022,9,UAE_FINTECH,propertymonitor.ae,AE,Neutral,-2.24,-0.5,8,8,1.74,Verbal Cooperation,0
GDELT-0009032,2020-05-27 09:02:00,2020-05-27,2020,5,UAE_FINTECH,reuters.com,GLOBAL,Neutral,-0.01,-1.5,78,4,-0.98,Material Cooperation,0
GDELT-0009033,2020-03-06 13:51:00,2020-03-06,2020,3,UAE_REAL_ESTATE_MARKET,dxbinteract.com,GLOBAL,Positive,4.19,-4.4,61,22,7.48,Material Cooperation,1
GDELT-0009034,2023-11-20 22:50:00,2023-11-20,2023,11,DUBAI_RENTAL_MARKET,propertyfinder.ae,AE,Positive,4.29,4.0,126,22,3.37,Verbal Conflict,1
GDELT-0009035,2023-09-09 07:29:00,2023-09-09,2023,9,EXPO2020_DUBAI,propertymonitor.ae,AE,Positive,4.7,-6.1,103,21,1.62,Verbal Cooperation,0
GDELT-0009036,2020-11-06 19:37:00,2020-11-06,2020,11,UAE_MORTGAGE_MARKET,aljazeera.com,GLOBAL,Positive,2.81,-1.3,24,14,6.65,Verbal Cooperation,0
GDELT-0009037,2020-03-26 07:02:00,2020-03-26,2020,3,UAE_PROPERTY_INVESTMENT,reuters.com,GLOBAL,Positive,2.07,4.5,76,9,0.67,Material Conflict,1
GDELT-0009038,2021-12-26 15:44:00,2021-12-26,2021,12,DUBAI_RENTAL_MARKET,propertymonitor.ae,AE,Negative,-4.92,-9.4,121,29,-1.16,Material Cooperation,1
GDELT-0009039,2022-10-22 21:27:00,2022-10-22,2022,10,DUBAI_LUXURY_REAL_ESTATE,khaleejtimes.com,GLOBAL,Neutral,-0.2,5.2,116,10,0.03,Verbal Cooperation,1
GDELT-0009040,2024-03-27 01:00:00,2024-03-27,2024,3,REITS_UAE,propertyfinder.ae,AE,Neutral,1.29,7.8,112,15,-0.77,Verbal Cooperation,0
GDELT-0009041,2024-08-03 12:32:00,2024-08-03,2024,8,EXPO2020_DUBAI,zawya.com,AE,Neutral,-0.41,7.5,76,4,-0.09,Verbal Cooperation,0
GDELT-0009042,2023-11-14 18:18:00,2023-11-14,2023,11,AFFORDABLE_HOUSING_UAE,bloomberg.com,GLOBAL,Positive,3.16,-7.7,54,26,2.1,Verbal Cooperation,0
GDELT-0009043,2022-12-20 01:39:00,2022-12-20,2022,12,DLD_TRANSACTIONS,bloomberg.com,GLOBAL,Negative,-3.29,7.8,105,26,-5.65,Verbal Cooperation,1
GDELT-0009044,2020-08-02 18:20:00,2020-08-02,2020,8,DLD_TRANSACTIONS,zawya.com,AE,Neutral,-1.03,0.9,3,2,-1.28,Verbal Cooperation,1
GDELT-0009045,2021-05-24 05:49:00,2021-05-24,2021,5,UAE_REAL_ESTATE_MARKET,ft.com,GLOBAL,Positive,3.16,-6.8,21,6,6.66,Verbal Conflict,1
GDELT-0009046,2022-08-13 02:41:00,2022-08-13,2022,8,DUBAI_TOURISM,ft.com,GLOBAL,Positive,5.16,3.8,112,10,4.35,Verbal Cooperation,0
GDELT-0009047,2023-09-29 08:36:00,2023-09-29,2023,9,PROPTECH_UAE,reuters.com,GLOBAL,Positive,2.71,-7.9,122,14,0.31,Material Cooperation,0
GDELT-0009048,2020-06-14 17:46:00,2020-06-14,2020,6,OFFPLAN_SALES_UAE,zawya.com,AE,Positive,4.24,8.1,49,24,-0.45,Verbal Cooperation,0
GDELT-0009049,2022-03-16 16:04:00,2022-03-16,2022,3,SUSTAINABLE_BUILDINGS_UAE,reuters.com,GLOBAL,Neutral,0.24,-2.6,66,26,-0.75,Material Cooperation,0
GDELT-0009050,2022-01-27 19:05:00,2022-01-27,2022,1,SUSTAINABLE_BUILDINGS_UAE,khaleejtimes.com,GLOBAL,Positive,0.51,8.0,103,23,1.17,Verbal Conflict,0
GDELT-0009051,2023-09-25 01:23:00,2023-09-25,2023,9,SUSTAINABLE_BUILDINGS_UAE,ft.com,GLOBAL,Negative,-2.8,-5.3,23,9,-2.81,Verbal Cooperation,0
GDELT-0009052,2021-04-16 10:45:00,2021-04-16,2021,4,UAE_ECONOMY_GROWTH,thenationalnews.com,GLOBAL,Negative,-4.05,8.6,60,3,-2.08,Material Cooperation,0
GDELT-0009053,2024-05-17 06:59:00,2024-05-17,2024,5,UAE_REAL_ESTATE_MARKET,propertymonitor.ae,AE,Neutral,1.01,-2.8,133,2,-3.62,Material Cooperation,1
GDELT-0009054,2022-01-11 11:24:00,2022-01-11,2022,1,REITS_UAE,dxbinteract.com,GLOBAL,Positive,1.68,-9.9,90,12,6.59,Verbal Conflict,0
GDELT-0009055,2021-01-04 10:22:00,2021-01-04,2021,1,PROPTECH_UAE,bayut.com,GLOBAL,Positive,4.98,-3.6,89,29,1.93,Verbal Conflict,0
GDELT-0009056,2021-10-21 09:28:00,2021-10-21,2021,10,ARAMCO_UAE_OIL,zawya.com,AE,Positive,3.44,-6.3,64,29,3.12,Verbal Cooperation,0
GDELT-0009057,2021-05-15 09:08:00,2021-05-15,2021,5,UAE_REAL_ESTATE_MARKET,khaleejtimes.com,GLOBAL,Positive,3.1,1.7,3,15,5.14,Verbal Cooperation,1
GDELT-0009058,2023-10-07 11:58:00,2023-10-07,2023,10,UAE_PROPERTY_INVESTMENT,arabianbusiness.com,AE,Positive,3.6,9.8,34,22,5.11,Material Cooperation,1
GDELT-0009059,2022-02-05 02:18:00,2022-02-05,2022,2,DUBAI_RENTAL_MARKET,dxbinteract.com,GLOBAL,Neutral,1.25,-5.5,103,24,1.57,Verbal Cooperation,1
GDELT-0009060,2020-09-26 20:57:00,2020-09-26,2020,9,PROPTECH_UAE,cbre.ae,AE,Negative,-5.43,-7.8,51,13,-6.13,Verbal Conflict,0
GDELT-0009061,2020-02-23 23:46:00,2020-02-23,2020,2,UAE_FINTECH,aljazeera.com,GLOBAL,Positive,4.87,-5.3,124,15,4.64,Material Cooperation,0
GDELT-0009062,2022-10-03 10:50:00,2022-10-03,2022,10,DUBAI_TOURISM,arabianbusiness.com,AE,Positive,2.81,3.5,11,23,1.67,Material Cooperation,0
GDELT-0009063,2024-04-13 23:39:00,2024-04-13,2024,4,GOLDEN_VISA_UAE,ft.com,GLOBAL,Negative,-3.99,-6.2,1,27,-4.29,Verbal Cooperation,0
GDELT-0009064,2020-01-16 04:03:00,2020-01-16,2020,1,SUSTAINABLE_BUILDINGS_UAE,reuters.com,GLOBAL,Neutral,1.03,7.6,49,9,-1.48,Verbal Cooperation,0
GDELT-0009065,2021-12-03 03:07:00,2021-12-03,2021,12,UAE_REAL_ESTATE_MARKET,thenationalnews.com,GLOBAL,Positive,2.84,3.6,115,4,4.75,Verbal Conflict,1
GDELT-0009066,2024-11-06 18:16:00,2024-11-06,2024,11,PROPTECH_UAE,cnbc.com,GLOBAL,Neutral,-3.67,5.7,87,24,-1.9,Verbal Cooperation,0
GDELT-0009067,2024-04-03 19:59:00,2024-04-03,2024,4,DUBAI_TOURISM,zawya.com,AE,Neutral,-4.0,3.8,109,17,-1.76,Material Cooperation,0
GDELT-0009068,2021-03-19 19:26:00,2021-03-19,2021,3,PROPTECH_UAE,bayut.com,GLOBAL,Negative,-4.8,-8.0,76,14,-4.93,Verbal Cooperation,0
GDELT-0009069,2021-04-29 13:05:00,2021-04-29,2021,4,DUBAI_RENTAL_MARKET,propertyfinder.ae,AE,Negative,-5.13,1.7,18,28,-6.06,Verbal Cooperation,1
GDELT-0009070,2020-08-17 06:19:00,2020-08-17,2020,8,UAE_MORTGAGE_MARKET,aljazeera.com,GLOBAL,Positive,2.74,0.8,76,26,3.58,Verbal Cooperation,0
GDELT-0009071,2022-03-17 09:11:00,2022-03-17,2022,3,UAE_REAL_ESTATE_MARKET,ft.com,GLOBAL,Positive,3.78,-8.5,21,14,3.27,Material Cooperation,1
GDELT-0009072,2023-10-24 01:06:00,2023-10-24,2023,10,UAE_MORTGAGE_MARKET,propertyfinder.ae,AE,Neutral,0.36,1.9,69,2,0.47,Verbal Cooperation,0
GDELT-0009073,2024-05-26 21:01:00,2024-05-26,2024,5,REITS_UAE,dxbinteract.com,GLOBAL,Neutral,2.33,8.4,117,7,0.34,Material Conflict,0
GDELT-0009074,2021-08-08 13:50:00,2021-08-08,2021,8,DLD_TRANSACTIONS,gulfnews.com,GLOBAL,Neutral,-3.14,-0.2,46,12,1.0,Material Cooperation,1
GDELT-0009075,2023-06-22 15:57:00,2023-06-22,2023,6,UAE_MORTGAGE_MARKET,thenationalnews.com,GLOBAL,Neutral,1.01,-4.2,122,20,2.59,Verbal Conflict,0
GDELT-0009076,2022-05-10 04:36:00,2022-05-10,2022,5,EXPO2020_DUBAI,gulfnews.com,GLOBAL,Positive,7.19,10.0,81,7,6.51,Verbal Cooperation,0
GDELT-0009077,2023-04-09 20:07:00,2023-04-09,2023,4,DUBAI_LUXURY_REAL_ESTATE,propertyfinder.ae,AE,Neutral,2.16,3.9,150,17,-0.45,Verbal Cooperation,1
GDELT-0009078,2022-06-14 03:11:00,2022-06-14,2022,6,UAE_MORTGAGE_MARKET,aljazeera.com,GLOBAL,Positive,1.36,-9.5,109,28,4.67,Material Cooperation,0
GDELT-0009079,2024-02-22 05:31:00,2024-02-22,2024,2,DLD_TRANSACTIONS,arabianbusiness.com,AE,Positive,3.21,-9.4,15,8,3.01,Verbal Conflict,1
GDELT-0009080,2021-07-07 11:03:00,2021-07-07,2021,7,DUBAI_TOURISM,zawya.com,AE,Negative,-3.94,5.9,21,18,-4.13,Verbal Cooperation,0
GDELT-0009081,2020-06-20 20:48:00,2020-06-20,2020,6,DLD_TRANSACTIONS,propertyfinder.ae,AE,Neutral,-0.2,-3.2,81,6,4.4,Verbal Conflict,1
GDELT-0009082,2020-03-04 23:17:00,2020-03-04,2020,3,EXPO2020_DUBAI,propertyfinder.ae,AE,Negative,-1.61,6.9,47,6,-1.94,Material Cooperation,0
GDELT-0009083,2023-01-01 09:16:00,2023-01-01,2023,1,UAE_FINTECH,aljazeera.com,GLOBAL,Positive,1.62,-5.5,1,24,4.84,Verbal Cooperation,0
GDELT-0009084,2021-03-08 13:42:00,2021-03-08,2021,3,SUSTAINABLE_BUILDINGS_UAE,gulfnews.com,GLOBAL,Negative,-6.09,-2.3,90,7,-5.86,Material Cooperation,0
GDELT-0009085,2024-08-20 07:57:00,2024-08-20,2024,8,SUSTAINABLE_BUILDINGS_UAE,propertyfinder.ae,AE,Negative,-1.79,2.9,143,15,-3.32,Material Cooperation,0
GDELT-0009086,2024-12-21 04:41:00,2024-12-21,2024,12,UAE_FINTECH,dxbinteract.com,GLOBAL,Positive,1.86,-7.9,8,23,3.57,Material Conflict,0
GDELT-0009087,2020-12-21 15:54:00,2020-12-21,2020,12,UAE_CRYPTO_REGULATION,zawya.com,AE,Neutral,1.16,5.1,63,5,0.49,Verbal Conflict,0
GDELT-0009088,2021-11-12 10:46:00,2021-11-12,2021,11,OFFPLAN_SALES_UAE,ft.com,GLOBAL,Positive,6.53,-4.5,126,1,2.99,Verbal Conflict,0
GDELT-0009089,2022-09-05 05:14:00,2022-09-05,2022,9,DUBAI_TOURISM,ft.com,GLOBAL,Positive,3.49,1.6,148,28,4.22,Material Conflict,0
GDELT-0009090,2020-06-02 06:14:00,2020-06-02,2020,6,EXPO2020_DUBAI,propertymonitor.ae,AE,Positive,2.41,8.4,123,20,0.13,Material Cooperation,0
GDELT-0009091,2021-09-28 05:49:00,2021-09-28,2021,9,UAE_ECONOMY_GROWTH,dxbinteract.com,GLOBAL,Positive,3.48,-7.0,54,1,2.93,Material Cooperation,0
GDELT-0009092,2021-09-03 07:57:00,2021-09-03,2021,9,DUBAI_LUXURY_REAL_ESTATE,reuters.com,GLOBAL,Positive,3.07,1.0,149,17,3.46,Material Cooperation,1
GDELT-0009093,2022-12-23 00:53:00,2022-12-23,2022,12,GOLDEN_VISA_UAE,bayut.com,GLOBAL,Positive,6.34,-0.5,116,10,4.38,Verbal Cooperation,0
GDELT-0009094,2023-12-15 08:06:00,2023-12-15,2023,12,OFFPLAN_SALES_UAE,dxbinteract.com,GLOBAL,Positive,4.61,-8.9,108,14,1.01,Verbal Conflict,0
GDELT-0009095,2022-07-17 03:20:00,2022-07-17,2022,7,DUBAI_PROPERTY_PRICES,ft.com,GLOBAL,Neutral,-0.61,-2.4,117,24,0.35,Material Conflict,1
GDELT-0009096,2023-04-10 15:46:00,2023-04-10,2023,4,GOLDEN_VISA_UAE,zawya.com,AE,Negative,-5.88,9.3,23,6,-5.0,Verbal Conflict,0
GDELT-0009097,2022-08-27 17:07:00,2022-08-27,2022,8,DUBAI_PROPERTY_PRICES,reuters.com,GLOBAL,Neutral,-0.88,-1.7,15,29,-2.09,Verbal Cooperation,1
GDELT-0009098,2022-09-07 22:35:00,2022-09-07,2022,9,REITS_UAE,gulfnews.com,GLOBAL,Positive,3.62,1.7,69,1,2.79,Verbal Cooperation,0
GDELT-0009099,2023-11-06 02:25:00,2023-11-06,2023,11,UAE_MORTGAGE_MARKET,bloomberg.com,GLOBAL,Positive,3.9,4.2,21,2,1.26,Material Cooperation,0
GDELT-0009100,2023-08-30 21:30:00,2023-08-30,2023,8,PROPTECH_UAE,reuters.com,GLOBAL,Negative,-3.88,2.7,90,30,-3.03,Verbal Cooperation,0
GDELT-0009101,2023-10-02 19:04:00,2023-10-02,2023,10,DUBAI_LUXURY_REAL_ESTATE,gulfnews.com,GLOBAL,Neutral,-2.18,-7.5,21,26,-4.04,Verbal Cooperation,1
GDELT-0009102,2020-01-03 03:59:00,2020-01-03,2020,1,DUBAI_TOURISM,propertymonitor.ae,AE,Positive,1.51,-4.1,8,2,6.32,Material Cooperation,0
GDELT-0009103,2023-06-13 02:04:00,2023-06-13,2023,6,AFFORDABLE_HOUSING_UAE,thenationalnews.com,GLOBAL,Positive,6.68,3.5,14,6,2.75,Verbal Cooperation,0
GDELT-0009104,2021-02-18 03:27:00,2021-02-18,2021,2,DUBAI_PROPERTY_PRICES,dxbinteract.com,GLOBAL,Negative,-3.83,-3.6,136,9,-2.36,Verbal Cooperation,1
GDELT-0009105,2020-11-03 08:35:00,2020-11-03,2020,11,DUBAI_PROPERTY_PRICES,gulfnews.com,GLOBAL,Positive,3.43,-1.1,80,19,3.12,Material Conflict,1
GDELT-0009106,2023-12-15 20:01:00,2023-12-15,2023,12,GOLDEN_VISA_UAE,bloomberg.com,GLOBAL,Positive,3.35,8.9,130,24,4.61,Verbal Cooperation,0
GDELT-0009107,2020-01-22 22:04:00,2020-01-22,2020,1,EXPO2020_DUBAI,dxbinteract.com,GLOBAL,Neutral,0.52,-9.5,69,22,-0.56,Verbal Conflict,0
GDELT-0009108,2022-02-26 07:57:00,2022-02-26,2022,2,DUBAI_PROPERTY_PRICES,thenationalnews.com,GLOBAL,Positive,-0.54,0.1,147,25,5.12,Verbal Conflict,1
GDELT-0009109,2021-12-29 21:56:00,2021-12-29,2021,12,UAE_PROPERTY_INVESTMENT,bloomberg.com,GLOBAL,Positive,3.35,8.4,8,17,3.48,Verbal Cooperation,1
GDELT-0009110,2020-10-01 17:49:00,2020-10-01,2020,10,DUBAI_PROPERTY_PRICES,arabianbusiness.com,AE,Neutral,0.47,-7.4,29,7,-2.35,Material Cooperation,1
GDELT-0009111,2023-10-15 20:01:00,2023-10-15,2023,10,DLD_TRANSACTIONS,ft.com,GLOBAL,Neutral,0.54,1.4,104,25,0.16,Material Cooperation,1
GDELT-0009112,2023-12-08 12:12:00,2023-12-08,2023,12,UAE_ECONOMY_GROWTH,propertymonitor.ae,AE,Positive,5.46,-2.3,75,16,3.94,Verbal Cooperation,0
GDELT-0009113,2023-08-04 15:43:00,2023-08-04,2023,8,UAE_PROPERTY_INVESTMENT,bloomberg.com,GLOBAL,Positive,1.54,-6.7,96,1,3.48,Verbal Cooperation,1
GDELT-0009114,2023-06-03 00:16:00,2023-06-03,2023,6,GOLDEN_VISA_UAE,aljazeera.com,GLOBAL,Positive,2.56,7.5,52,26,4.23,Verbal Conflict,0
GDELT-0009115,2023-05-19 03:34:00,2023-05-19,2023,5,REITS_UAE,cnbc.com,GLOBAL,Negative,-4.57,-2.2,59,10,-5.98,Verbal Conflict,0
GDELT-0009116,2023-07-21 04:42:00,2023-07-21,2023,7,EXPO2020_DUBAI,arabianbusiness.com,AE,Positive,2.44,-7.0,141,15,4.74,Verbal Cooperation,0
GDELT-0009117,2020-08-16 11:04:00,2020-08-16,2020,8,GOLDEN_VISA_UAE,propertymonitor.ae,AE,Neutral,-1.37,1.1,72,29,1.55,Material Cooperation,0
GDELT-0009118,2024-07-19 08:34:00,2024-07-19,2024,7,DUBAI_INFRASTRUCTURE,propertymonitor.ae,AE,Neutral,-0.45,-3.7,65,24,-1.61,Material Conflict,0
GDELT-0009119,2020-01-21 07:56:00,2020-01-21,2020,1,PROPTECH_UAE,cbre.ae,AE,Neutral,-0.46,-5.3,25,11,1.92,Verbal Cooperation,0
GDELT-0009120,2021-07-22 02:03:00,2021-07-22,2021,7,UAE_MORTGAGE_MARKET,thenationalnews.com,GLOBAL,Positive,7.23,-1.7,61,26,6.79,Verbal Cooperation,0
GDELT-0009121,2020-11-14 14:54:00,2020-11-14,2020,11,ARAMCO_UAE_OIL,arabianbusiness.com,AE,Positive,3.68,-5.9,147,5,5.83,Material Cooperation,0
GDELT-0009122,2021-11-28 15:34:00,2021-11-28,2021,11,ARAMCO_UAE_OIL,bayut.com,GLOBAL,Positive,1.43,6.0,43,30,-0.55,Verbal Cooperation,0
GDELT-0009123,2023-02-10 05:16:00,2023-02-10,2023,2,DLD_TRANSACTIONS,thenationalnews.com,GLOBAL,Negative,-4.05,-6.5,147,10,-2.86,Material Cooperation,1
GDELT-0009124,2020-09-27 04:37:00,2020-09-27,2020,9,UAE_REAL_ESTATE_MARKET,arabianbusiness.com,AE,Negative,-2.79,-3.8,138,23,-4.31,Verbal Cooperation,1
GDELT-0009125,2023-01-02 08:55:00,2023-01-02,2023,1,UAE_MORTGAGE_MARKET,thenationalnews.com,GLOBAL,Neutral,-1.05,0.8,127,22,-3.55,Verbal Cooperation,0
GDELT-0009126,2020-08-10 20:13:00,2020-08-10,2020,8,ARAMCO_UAE_OIL,reuters.com,GLOBAL,Negative,-6.71,3.2,94,11,-3.88,Material Conflict,0
GDELT-0009127,2023-01-29 12:32:00,2023-01-29,2023,1,DUBAI_LUXURY_REAL_ESTATE,dxbinteract.com,GLOBAL,Positive,2.36,0.9,121,4,5.7,Verbal Cooperation,1
GDELT-0009128,2021-10-05 10:39:00,2021-10-05,2021,10,ARAMCO_UAE_OIL,propertyfinder.ae,AE,Neutral,-0.54,5.9,43,24,1.75,Verbal Cooperation,0
GDELT-0009129,2024-11-06 11:53:00,2024-11-06,2024,11,UAE_FINTECH,gulfnews.com,GLOBAL,Negative,-4.21,-4.7,22,2,-8.1,Material Conflict,0
GDELT-0009130,2023-01-26 23:54:00,2023-01-26,2023,1,REITS_UAE,propertyfinder.ae,AE,Negative,-2.17,3.3,65,13,-4.68,Verbal Cooperation,0
GDELT-0009131,2022-09-05 18:01:00,2022-09-05,2022,9,UAE_MORTGAGE_MARKET,ft.com,GLOBAL,Neutral,-0.16,-7.4,79,27,-1.78,Verbal Conflict,0
GDELT-0009132,2020-07-29 00:13:00,2020-07-29,2020,7,DUBAI_RENTAL_MARKET,propertyfinder.ae,AE,Negative,-5.65,-3.2,75,10,-7.75,Material Cooperation,1
GDELT-0009133,2020-10-13 00:33:00,2020-10-13,2020,10,UAE_FINTECH,bayut.com,GLOBAL,Positive,2.69,-9.1,66,27,7.65,Material Cooperation,0
GDELT-0009134,2023-01-16 05:41:00,2023-01-16,2023,1,UAE_CRYPTO_REGULATION,khaleejtimes.com,GLOBAL,Negative,-5.52,-9.5,119,21,-1.09,Material Cooperation,0
GDELT-0009135,2020-12-19 23:54:00,2020-12-19,2020,12,DUBAI_LUXURY_REAL_ESTATE,propertyfinder.ae,AE,Negative,-5.58,-1.6,69,2,-4.31,Material Cooperation,1
GDELT-0009136,2023-08-22 11:41:00,2023-08-22,2023,8,DLD_TRANSACTIONS,cbre.ae,AE,Positive,2.69,4.4,149,28,5.44,Verbal Cooperation,1
GDELT-0009137,2024-08-09 05:14:00,2024-08-09,2024,8,OFFPLAN_SALES_UAE,zawya.com,AE,Negative,-3.84,8.3,81,20,-1.37,Verbal Conflict,0
GDELT-0009138,2021-12-22 01:34:00,2021-12-22,2021,12,ARAMCO_UAE_OIL,ft.com,GLOBAL,Positive,3.29,-8.4,142,7,3.08,Verbal Conflict,0
GDELT-0009139,2022-12-11 22:47:00,2022-12-11,2022,12,SUSTAINABLE_BUILDINGS_UAE,gulfnews.com,GLOBAL,Positive,3.07,-1.7,70,11,5.27,Material Cooperation,0
GDELT-0009140,2021-01-12 19:33:00,2021-01-12,2021,1,REITS_UAE,gulfnews.com,GLOBAL,Positive,4.13,-6.6,39,21,2.82,Material Cooperation,0
GDELT-0009141,2020-11-25 15:38:00,2020-11-25,2020,11,UAE_FINTECH,dxbinteract.com,GLOBAL,Positive,4.84,-9.1,138,14,5.4,Verbal Cooperation,0
GDELT-0009142,2020-03-11 19:22:00,2020-03-11,2020,3,DUBAI_PROPERTY_PRICES,arabianbusiness.com,AE,Positive,3.84,-8.8,62,22,4.86,Material Cooperation,1
GDELT-0009143,2021-09-23 04:31:00,2021-09-23,2021,9,EXPO2020_DUBAI,aljazeera.com,GLOBAL,Positive,3.18,6.0,97,29,2.98,Verbal Cooperation,0
GDELT-0009144,2023-12-07 13:58:00,2023-12-07,2023,12,UAE_MORTGAGE_MARKET,bloomberg.com,GLOBAL,Positive,4.88,3.1,20,13,4.09,Material Cooperation,0
GDELT-0009145,2021-10-26 10:52:00,2021-10-26,2021,10,UAE_MORTGAGE_MARKET,propertyfinder.ae,AE,Negative,-3.44,-8.9,129,12,-6.57,Material Conflict,0
GDELT-0009146,2024-05-21 05:12:00,2024-05-21,2024,5,DLD_TRANSACTIONS,cnbc.com,GLOBAL,Positive,2.83,-5.7,10,26,4.4,Verbal Cooperation,1
GDELT-0009147,2022-10-26 18:57:00,2022-10-26,2022,10,PROPTECH_UAE,bloomberg.com,GLOBAL,Positive,5.71,0.7,71,10,5.1,Verbal Conflict,0
GDELT-0009148,2020-01-04 06:32:00,2020-01-04,2020,1,DUBAI_INFRASTRUCTURE,arabianbusiness.com,AE,Positive,2.89,-5.0,32,21,0.35,Verbal Cooperation,0
GDELT-0009149,2020-08-21 10:54:00,2020-08-21,2020,8,DLD_TRANSACTIONS,thenationalnews.com,GLOBAL,Positive,3.26,1.1,60,4,7.92,Verbal Cooperation,1
