record_id,report_date,year,month,quarter,developer_id,developer_name,total_bookings_units,total_booking_value_aed,revenue_recognized_aed,cost_of_goods_sold_aed,gross_profit_aed,gross_margin_pct,operating_expenses_aed,ebitda_aed,ebitda_margin_pct,collections_aed,collection_rate_pct,escrow_balance_aed,receivables_aed,cancellations_units,cancellation_rate_pct,construction_spend_aed,land_cost_aed,marketing_spend_aed,avg_selling_price_aed,units_handed_over,dld_fees_collected_aed
FIN000378,2020-07-01,2020,7,Q3,DEV0018,Majid Al Futtaim,61,134713559,119978252,84393801,35584450,29.66,19127427,16457023,13.72,101428052,84.54,28130993,17728966,4,6.56,61496027,22143748,6807194,2208419,94,4799130
FIN000379,2020-07-01,2020,7,Q3,DEV0019,Dubai Properties,68,152290284,132978527,85733601,47244925,35.53,19096878,28148047,21.17,100549784,75.61,21389691,26608353,4,5.88,74374268,21177717,6766237,2239563,39,5319141
FIN000380,2020-07-01,2020,7,Q3,DEV0020,Meydan Group,62,138616810,131498791,90937284,40561506,30.85,15323359,25238147,19.19,91249426,69.39,34104163,18333164,6,9.68,69391350,17978709,7246679,2235755,1,5259951
FIN000381,2020-08-01,2020,8,Q3,DEV0001,Emaar Properties,48,134704992,125629151,89815111,35814039,28.51,13672753,22141286,17.62,100439706,79.95,34390751,24002213,2,4.17,68830219,16286831,5722238,2806354,17,5025166
FIN000382,2020-08-01,2020,8,Q3,DEV0002,DAMAC Properties,59,139849647,113513601,81714580,31799020,28.01,15694022,16104998,14.19,77902261,68.63,18729218,14214813,5,8.47,66787006,20714376,3919439,2370333,5,4540544
FIN000383,2020-08-01,2020,8,Q3,DEV0003,Aldar Properties,38,64687058,52892296,35016723,17875572,33.8,9022303,8853269,16.74,35615055,67.34,9724468,9981075,1,2.63,26228430,5364306,2868536,1702291,9,2115691
FIN000384,2020-08-01,2020,8,Q3,DEV0004,Nakheel,51,110607321,101052122,67442251,33609870,33.26,14662606,18947264,18.75,79398927,78.57,18142999,21596073,2,3.92,58627598,19389746,4551336,2168771,9,4042084
FIN000385,2020-08-01,2020,8,Q3,DEV0005,Meraas,43,82827331,75729914,46935006,28794907,38.02,12149288,16645619,21.98,58802707,77.65,17270862,9699129,2,4.65,39335971,13592124,4024357,1926217,26,3029196
FIN000386,2020-08-01,2020,8,Q3,DEV0006,Sobha Realty,60,117366780,99650994,66641938,33009055,33.12,13256976,19752079,19.82,79302327,79.58,18607409,24267246,6,10.0,55856642,19890795,3690618,1956113,16,3986039
FIN000387,2020-08-01,2020,8,Q3,DEV0007,Azizi Developments,31,48672635,45102428,26780307,18322120,40.62,6882286,11439834,25.36,35377489,78.44,11446113,8304314,3,9.68,22636325,8760495,1032755,1570085,17,1804097
FIN000388,2020-08-01,2020,8,Q3,DEV0008,Danube Properties,12,22264020,19484165,11122210,8361954,42.92,2744942,5617012,28.83,13811671,70.89,3085894,2988160,1,8.33,9591175,2284480,1081265,1855335,17,779366
FIN000389,2020-08-01,2020,8,Q3,DEV0009,Binghatti,34,51596156,44329025,26897213,17431811,39.32,5211471,12220340,27.57,29313311,66.13,13232191,6292799,1,2.94,23851042,4924019,1523143,1517534,4,1773161
FIN000390,2020-08-01,2020,8,Q3,DEV0010,Ellington Properties,17,31250199,27531999,16043646,11488352,41.73,3406914,8081438,29.35,16675835,60.57,6286365,3435331,0,0.0,14408334,2407458,757748,1838247,12,1101279
FIN000391,2020-08-01,2020,8,Q3,DEV0011,RAK Properties,44,48128212,38915250,23005269,15909980,40.88,6987827,8922153,22.93,32505514,83.53,11270687,6041675,3,6.82,17383340,5804854,862807,1093823,2,1556610
FIN000392,2020-08-01,2020,8,Q3,DEV0012,Tiger Properties,36,63986904,56332397,32019630,24312766,43.16,7751577,16561189,29.4,36180384,64.23,12140110,10504965,1,2.78,28213188,5989294,1223943,1777414,4,2253295
FIN000393,2020-08-01,2020,8,Q3,DEV0013,Imtiaz Developments,37,39594958,32424905,23091266,9333638,28.79,4556754,4776884,14.73,27212633,83.93,9641681,5661137,3,8.11,16952630,6334259,1665612,1070134,2,1296996
FIN000394,2020-08-01,2020,8,Q3,DEV0014,Select Group,35,57684515,48398412,30231590,18166821,37.54,7524711,10642110,21.99,38712432,79.99,7598084,7862902,1,2.86,21897045,3894086,1286443,1648129,16,1935936
FIN000395,2020-08-01,2020,8,Q3,DEV0015,Reportage Properties,22,7270868,6864060,4499406,2364653,34.45,1151630,1213023,17.67,5746022,83.71,1329461,762015,0,0.0,3543697,749142,338345,330494,34,274562
FIN000396,2020-08-01,2020,8,Q3,DEV0016,Samana Developers,18,19602306,15923953,11017019,4906933,30.81,2483682,2423251,15.22,11264919,70.74,4503420,3733677,0,0.0,9006761,2644323,403688,1089017,62,636958
FIN000397,2020-08-01,2020,8,Q3,DEV0017,Object 1,-13,-5396404,-4838991,-3300148,-1538842,31.8,-769818,-769024,-76902400.0,-3340046,-334004600.0,-1134013,-1203812,0,0.0,-2771781,-390500,-196845,415108,1,-193559
FIN000398,2020-08-01,2020,8,Q3,DEV0018,Majid Al Futtaim,33,68136552,61026326,37709663,23316662,38.21,9568297,13748365,22.53,38042727,62.34,10314410,9157501,1,3.03,26954175,5394884,3108646,2064744,23,2441053
FIN000399,2020-08-01,2020,8,Q3,DEV0019,Dubai Properties,55,100544070,84898820,49110797,35788022,42.15,11820002,23968020,28.23,63639788,74.96,24845178,19495837,2,3.64,38843784,15317111,3999134,1828074,44,3395952
FIN000400,2020-08-01,2020,8,Q3,DEV0020,Meydan Group,44,94587372,80580462,51549354,29031107,36.03,13936953,15094154,18.73,55894517,69.36,23531518,17884254,4,9.09,37606594,8355167,4589985,2149713,27,3223218
FIN000401,2020-09-01,2020,9,Q3,DEV0001,Emaar Properties,37,84386566,72834011,49556052,23277958,31.96,10398742,12879216,17.68,48695532,66.86,16484269,18185810,2,5.41,38013536,11818644,3492744,2280718,108,2913360
FIN000402,2020-09-01,2020,9,Q3,DEV0002,DAMAC Properties,60,105738600,89197926,63796964,25400961,28.48,13958923,11442038,12.83,65489026,73.42,19337619,17388545,6,10.0,55314772,8963833,3232558,1762310,9,3567917
FIN000403,2020-09-01,2020,9,Q3,DEV0003,Aldar Properties,33,51850260,48802419,29566898,19235520,39.42,6047845,13187675,27.02,35546736,72.84,13085004,9778448,3,9.09,20805563,4742055,2249531,1571220,20,1952096
FIN000404,2020-09-01,2020,9,Q3,DEV0004,Nakheel,45,129201480,114622735,80134917,34487817,30.09,20549925,13937892,12.16,84383656,73.62,26190259,16080582,1,2.22,70946153,18972089,5081135,2871144,1,4584909
FIN000405,2020-09-01,2020,9,Q3,DEV0005,Meraas,50,119299100,103270416,64183147,39087268,37.85,11236367,27850901,26.97,71900889,69.62,26036263,25717422,4,8.0,54113774,15826154,2649730,2385982,34,4130816
FIN000406,2020-09-01,2020,9,Q3,DEV0006,Sobha Realty,48,119352720,96477147,59807316,36669830,38.01,11507396,25162434,26.08,58913088,61.06,25131252,11442165,3,6.25,47815552,15046800,4337589,2486515,7,3859085
FIN000407,2020-09-01,2020,9,Q3,DEV0007,Azizi Developments,43,70793265,60348364,36858541,23489822,38.92,6866430,16623392,27.55,44516009,73.77,18006601,14116025,3,6.98,32009951,9554249,2110438,1646355,4,2413934
FIN000408,2020-09-01,2020,9,Q3,DEV0008,Danube Properties,25,30909125,27676104,18030117,9645986,34.85,4158520,5487466,19.83,17185696,62.1,6389673,6235765,0,0.0,14511778,5475704,797829,1236365,3,1107044
FIN000409,2020-09-01,2020,9,Q3,DEV0009,Binghatti,24,30074256,26493041,15045101,11447939,43.21,3181236,8266703,31.2,17658855,66.65,7722917,3442634,2,8.33,13468867,3159624,1385045,1253094,0,1059721
FIN000410,2020-09-01,2020,9,Q3,DEV0010,Ellington Properties,41,56559377,45438025,31595098,13842926,30.47,6087343,7755583,17.07,36309555,79.91,7621254,6611035,2,4.88,26916120,4987318,959530,1379497,24,1817521
FIN000411,2020-09-01,2020,9,Q3,DEV0011,RAK Properties,21,32535699,28494918,19286398,9208519,32.32,4559588,4648931,16.31,22908805,80.4,5906228,3747340,1,4.76,15073334,4490467,770398,1549319,116,1139796
FIN000412,2020-09-01,2020,9,Q3,DEV0012,Tiger Properties,64,77034048,63541191,38756494,24784696,39.01,7889853,16894843,26.59,40874364,64.33,16307777,6803374,7,10.94,31745230,12228489,2178572,1203657,5,2541647
FIN000413,2020-09-01,2020,9,Q3,DEV0013,Imtiaz Developments,27,64152486,59604103,36726905,22877197,38.38,8171489,14705708,24.67,43478438,72.95,15335032,7708198,1,3.7,28796076,10973722,2176775,2376018,12,2384164
FIN000414,2020-09-01,2020,9,Q3,DEV0014,Select Group,32,50586784,41929901,24242475,17687425,42.18,6501335,11186090,26.68,35430881,84.5,10356779,10211636,1,3.12,21523165,5042108,1444944,1580837,57,1677196
FIN000415,2020-09-01,2020,9,Q3,DEV0015,Reportage Properties,8,10673248,9862278,5513746,4348531,44.09,1048015,3300516,33.47,6537794,66.29,2325583,1833681,0,0.0,4565582,1914034,368839,1334156,65,394491
FIN000416,2020-09-01,2020,9,Q3,DEV0016,Samana Developers,11,7698735,6340972,4038662,2302309,36.31,671093,1631216,25.73,4219191,66.54,1109845,1582722,0,0.0,2999125,993630,296349,699885,18,253638
FIN000417,2020-09-01,2020,9,Q3,DEV0017,Object 1,0,0,0,0,0,43.56,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,894226,28,0
FIN000418,2020-09-01,2020,9,Q3,DEV0018,Majid Al Futtaim,40,87276880,81670604,46398649,35271954,43.19,13918607,21353347,26.15,58099528,71.14,19128527,15128817,3,7.5,37055735,15016817,3474936,2181922,32,3266824
FIN000419,2020-09-01,2020,9,Q3,DEV0019,Dubai Properties,47,125479942,114223239,77457597,36765641,32.19,13104652,23660989,20.71,80004805,70.04,18912882,27756919,1,2.13,64321988,12208175,6466566,2669786,19,4568929
FIN000420,2020-09-01,2020,9,Q3,DEV0020,Meydan Group,50,117697850,99356543,58070846,41285696,41.55,13169807,28115889,28.3,76598847,77.09,29132851,15174303,2,4.0,43136191,12317994,2479797,2353957,62,3974261
FIN000421,2020-10-01,2020,10,Q4,DEV0001,Emaar Properties,68,172602360,161598952,98309173,63289778,39.16,24021818,39267960,24.3,121714801,75.32,44521293,37331178,2,2.94,71303374,20061825,8218159,2538270,19,6463958
FIN000422,2020-10-01,2020,10,Q4,DEV0002,DAMAC Properties,46,81971356,68409810,47304638,21105171,30.85,9872440,11232731,16.42,53613880,78.37,17060822,15478653,1,2.17,36852853,6290812,3447154,1781986,25,2736392
FIN000423,2020-10-01,2020,10,Q4,DEV0003,Aldar Properties,56,157295488,148915329,82037491,66877837,44.91,19827087,47050750,31.6,123541367,82.96,27047462,17743560,4,7.14,61359259,27699250,8229640,2808848,1,5956613
FIN000424,2020-10-01,2020,10,Q4,DEV0004,Nakheel,67,159265834,137180103,97348296,39831806,29.04,14239986,25591820,18.66,110083343,80.25,31230893,21946773,6,8.96,68780352,14609296,4039154,2377102,57,5487204
FIN000425,2020-10-01,2020,10,Q4,DEV0005,Meraas,49,128080953,114097163,69103975,44993187,39.43,14322272,30670915,26.88,90330205,79.17,29145154,27865716,5,10.2,53179840,10007988,2573672,2613897,23,4563886
FIN000426,2020-10-01,2020,10,Q4,DEV0006,Sobha Realty,50,118543950,108290002,59671634,48618367,44.9,19107900,29510467,27.25,90460436,83.54,24086201,14967382,1,2.0,43293984,10450599,4294566,2370879,16,4331600
FIN000427,2020-10-01,2020,10,Q4,DEV0007,Azizi Developments,32,51480448,43960190,29695667,14264522,32.45,4834738,9429784,21.45,31588795,71.86,8430441,5908292,3,9.38,23028983,3571511,2453951,1608764,27,1758407
FIN000428,2020-10-01,2020,10,Q4,DEV0008,Danube Properties,36,58302612,47333121,28420072,18913048,39.96,5736918,13176130,27.84,29614479,62.57,14167172,5953722,3,8.33,22545390,6270498,2184113,1619517,6,1893324
FIN000429,2020-10-01,2020,10,Q4,DEV0009,Binghatti,24,47110800,40297126,24638942,15658183,38.86,4743993,10914190,27.08,27588523,68.46,9780055,9031712,2,8.33,21934350,5804307,1140874,1962950,5,1611885
FIN000430,2020-10-01,2020,10,Q4,DEV0010,Ellington Properties,37,50964910,45659758,26308923,19350834,42.38,6230432,13120402,28.74,34164240,74.82,8546232,7123216,1,2.7,21168719,6934892,1643648,1377430,9,1826390
FIN000431,2020-10-01,2020,10,Q4,DEV0011,RAK Properties,32,48277184,39758886,22774119,16984766,42.72,6705081,10279685,25.86,31848667,80.1,9614239,9905827,1,3.12,17373348,6615899,2015321,1508662,1,1590355
FIN000432,2020-10-01,2020,10,Q4,DEV0012,Tiger Properties,28,35339612,30752464,18128881,12623582,41.05,3781292,8842290,28.75,21280506,69.2,7581851,5242336,2,7.14,12714056,5082182,1218939,1262129,11,1230098
FIN000433,2020-10-01,2020,10,Q4,DEV0013,Imtiaz Developments,32,53125312,46833602,29006347,17827254,38.07,7059522,10767732,22.99,30769654,65.7,10279916,11364270,1,3.12,20963662,5823724,2561528,1660166,85,1873344
FIN000434,2020-10-01,2020,10,Q4,DEV0014,Select Group,56,51010624,48041970,33372433,14669536,30.53,5227791,9441745,19.65,39680068,82.59,7502779,10091547,4,7.14,26937735,6124909,2110615,910904,18,1921678
FIN000435,2020-10-01,2020,10,Q4,DEV0015,Reportage Properties,6,3884784,3598601,2171767,1426833,39.65,561225,865608,24.05,2708000,75.25,993262,865578,0,0.0,1901491,483712,106822,647464,31,143944
FIN000436,2020-10-01,2020,10,Q4,DEV0016,Samana Developers,15,22967625,19936039,12733278,7202760,36.13,3579441,3623319,18.17,13621814,68.33,4714705,3918838,1,6.67,9023697,2345004,953835,1531175,1,797441
FIN000437,2020-10-01,2020,10,Q4,DEV0017,Object 1,-1,-1412908,-1266211,-908627,-357583,28.24,-166489,-191094,-19109400.0,-1069986,-106998600.0,-375746,-215127,0,0.0,-767733,-109119,-63210,1412908,3,-50648
FIN000438,2020-10-01,2020,10,Q4,DEV0018,Majid Al Futtaim,61,146852132,135675984,77263448,58412535,43.05,15008358,43404177,31.99,86372493,63.66,26311054,23241328,7,11.48,65440034,11115040,5266198,2407412,18,5427039
FIN000439,2020-10-01,2020,10,Q4,DEV0019,Dubai Properties,62,151181854,134293040,78674623,55618416,41.42,14196880,41421536,30.84,85478014,63.65,26673821,14074688,4,6.45,63155530,16102099,6575014,2438417,47,5371721
FIN000440,2020-10-01,2020,10,Q4,DEV0020,Meydan Group,75,189747150,172005044,120941525,51063518,29.69,20630082,30433436,17.69,124344780,72.29,32241415,41212177,6,8.0,86662939,32630214,8205379,2529962,26,6880201
FIN000441,2020-11-01,2020,11,Q4,DEV0001,Emaar Properties,52,100255740,94162900,65822009,28340890,30.1,14895511,13445379,14.28,74886348,79.53,14594858,22465989,2,3.85,52916395,13706306,3237594,1927995,28,3766516
FIN000442,2020-11-01,2020,11,Q4,DEV0002,DAMAC Properties,78,175296108,148719697,91972357,56747339,38.16,14951694,41795645,28.1,112689697,75.77,37027473,29504844,6,7.69,82133422,15000385,4172929,2247386,27,5948787
FIN000443,2020-11-01,2020,11,Q4,DEV0003,Aldar Properties,87,201320001,183108550,124549140,58559409,31.98,26715756,31843653,17.39,132785101,72.52,46214493,43185733,9,10.34,100484771,16665998,4460759,2314023,1,7324342
FIN000444,2020-11-01,2020,11,Q4,DEV0004,Nakheel,72,150724152,124651851,74852719,49799131,39.95,18939196,30859935,24.76,86454867,69.36,34750847,16140472,6,8.33,54393118,17895725,4961840,2093391,6,4986074
FIN000445,2020-11-01,2020,11,Q4,DEV0005,Meraas,77,220560571,202912510,138320832,64591677,31.83,35483580,29108097,14.35,161284536,79.48,39347883,32432348,2,2.6,112860490,32360588,6108918,2864423,28,8116500
FIN000446,2020-11-01,2020,11,Q4,DEV0006,Sobha Realty,68,165084756,141384046,92414359,48969686,34.64,17379049,31590637,22.34,110139450,77.9,35555767,26235354,8,11.76,74817343,20131093,3124419,2427717,1,5655361
FIN000447,2020-11-01,2020,11,Q4,DEV0007,Azizi Developments,32,46886048,40651333,27105442,13545890,33.32,4512320,9033570,22.22,33096127,81.41,9689022,9175499,1,3.12,20886478,4189404,2085919,1465189,8,1626053
FIN000448,2020-11-01,2020,11,Q4,DEV0008,Danube Properties,30,36302460,30765002,17825936,12939065,42.06,5461626,7477439,24.31,19337005,62.85,7992092,3813857,2,6.67,14925384,3929263,1658655,1210082,27,1230600
FIN000449,2020-11-01,2020,11,Q4,DEV0009,Binghatti,37,55813316,45650405,28035677,17614727,38.59,7277125,10337602,22.65,36545840,80.06,13618570,6845841,2,5.41,20548256,4101856,1313060,1508468,3,1826016
FIN000450,2020-11-01,2020,11,Q4,DEV0010,Ellington Properties,36,32324400,30397233,19182334,11214898,36.89,3369192,7845706,25.81,24325667,80.03,9091220,3299044,2,5.56,16066658,3740400,1010058,897900,44,1215889
FIN000451,2020-11-01,2020,11,Q4,DEV0011,RAK Properties,41,72808333,67176093,41264970,25911122,38.57,9150177,16760945,24.95,53931718,80.28,17122680,8860577,1,2.44,29298416,8098890,3995272,1775813,10,2687043
FIN000452,2020-11-01,2020,11,Q4,DEV0012,Tiger Properties,33,64851237,61176361,39874964,21301396,34.82,9586842,11714554,19.15,43909341,71.78,10380397,7201821,3,9.09,34192910,8632086,1810960,1965189,43,2447054
FIN000453,2020-11-01,2020,11,Q4,DEV0013,Imtiaz Developments,19,20925745,19564870,12506752,7058117,36.08,3275229,3782888,19.34,13969098,71.4,3828627,3823415,1,5.26,11050340,1644166,456750,1101355,32,782594
FIN000454,2020-11-01,2020,11,Q4,DEV0014,Select Group,32,57378784,47128275,30231401,16896873,35.85,6784490,10112383,21.46,39002318,82.76,12362108,7135387,1,3.12,21214622,3817899,2220330,1793087,118,1885131
FIN000455,2020-11-01,2020,11,Q4,DEV0015,Reportage Properties,12,8072124,7176760,4848346,2328413,32.44,853221,1475192,20.56,5609751,78.17,1969506,1651184,1,8.33,3739778,1431667,203697,672677,68,287070
FIN000456,2020-11-01,2020,11,Q4,DEV0016,Samana Developers,10,8789950,7450617,4907500,2543116,34.13,837020,1706096,22.9,5923641,79.51,1926849,1658244,0,0.0,4057065,1096838,280502,878995,1,298024
FIN000457,2020-11-01,2020,11,Q4,DEV0017,Object 1,1,576317,522026,331471,190554,36.5,89853,100701,19.29,369342,70.75,95318,98498,0,0.0,248888,67257,15107,576317,5,20881
FIN000458,2020-11-01,2020,11,Q4,DEV0018,Majid Al Futtaim,75,162069600,146754929,97947387,48807541,33.26,24116212,24691329,16.82,114646986,78.12,23826141,30821292,6,8.0,78657650,18288718,5937618,2160928,57,5870197
FIN000459,2020-11-01,2020,11,Q4,DEV0019,Dubai Properties,60,149212440,129402740,81598731,47804008,36.94,21907066,25896942,20.01,103550364,80.02,19927296,14160715,3,5.0,69976707,15968866,6356281,2486874,3,5176109
FIN000460,2020-11-01,2020,11,Q4,DEV0020,Meydan Group,70,138084940,121872320,72453900,49418419,40.55,14268943,35149476,28.84,89984766,73.84,30953641,26965314,3,4.29,56250719,14188590,5108509,1972642,43,4874892
FIN000461,2020-12-01,2020,12,Q4,DEV0001,Emaar Properties,68,168625312,156147324,93359585,62787738,40.21,23572631,39215107,25.11,122531165,78.47,24053392,25293058,2,2.94,75307450,20125242,4590276,2479784,3,6245892
FIN000462,2020-12-01,2020,12,Q4,DEV0002,DAMAC Properties,65,142766000,126595011,76691371,49903639,39.42,16496012,33407627,26.39,104345504,82.42,36955738,27705920,6,9.23,55216099,18251473,5614215,2196400,16,5063800
FIN000463,2020-12-01,2020,12,Q4,DEV0003,Aldar Properties,75,152761200,143098531,80489651,62608879,43.75,20537042,42071837,29.4,117931623,82.41,26978766,25035038,7,9.33,64821831,26632898,4431141,2036816,4,5723941
FIN000464,2020-12-01,2020,12,Q4,DEV0004,Nakheel,63,146563137,126949403,87013183,39936219,31.46,18523475,21412744,16.87,78819392,62.09,26378894,23346333,4,6.35,66757584,17817117,7258490,2326399,25,5077976
FIN000465,2020-12-01,2020,12,Q4,DEV0005,Meraas,64,116179840,105510949,73982708,31528240,29.88,11239952,20288288,19.23,88301560,83.69,24271149,11157777,5,7.81,57349146,16113801,6317636,1815310,3,4220437
FIN000466,2020-12-01,2020,12,Q4,DEV0006,Sobha Realty,56,153157648,126505508,81845363,44660144,35.3,15432538,29227606,23.1,83338349,65.88,23534487,29309470,6,10.71,59484065,17773536,4705067,2734958,21,5060220
FIN000467,2020-12-01,2020,12,Q4,DEV0007,Azizi Developments,41,39984307,34106223,22710425,11395797,33.41,5086009,6309788,18.5,27832473,81.61,9935287,4595047,2,4.88,18302740,5797417,1589996,975227,3,1364248
FIN000468,2020-12-01,2020,12,Q4,DEV0008,Danube Properties,39,60849633,57689852,36507056,21182795,36.72,8217875,12964920,22.47,36127602,62.62,11345293,14312865,2,5.13,26394885,6789178,2327986,1560247,40,2307594
FIN000469,2020-12-01,2020,12,Q4,DEV0009,Binghatti,21,21749406,17802017,10613103,7188913,40.38,2182871,5006042,28.12,13164834,73.95,2797708,3473681,2,9.52,9059990,2555322,604101,1035686,55,712080
FIN000470,2020-12-01,2020,12,Q4,DEV0010,Ellington Properties,38,68121042,62337505,34663448,27674056,44.39,9276319,18397737,29.51,44824548,71.91,10800980,10350399,3,7.89,29138515,10812346,2426382,1792659,19,2493500
FIN000471,2020-12-01,2020,12,Q4,DEV0011,RAK Properties,36,46050516,43577373,26041984,17535388,40.24,5087499,12447889,28.57,28402561,65.18,7315297,10461716,1,2.78,22550275,6980233,2104887,1279181,12,1743094
FIN000472,2020-12-01,2020,12,Q4,DEV0012,Tiger Properties,51,96710127,81283198,47434674,33848523,41.64,13193315,20655208,25.41,61653708,75.85,18553228,13216796,2,3.92,39476525,15665856,1905147,1896277,9,3251327
FIN000473,2020-12-01,2020,12,Q4,DEV0013,Imtiaz Developments,44,85273716,76998284,55033538,21964745,28.53,13582224,8382521,10.89,62266146,80.87,18296641,13023437,5,11.36,47043115,12438994,4470192,1938039,8,3079931
FIN000474,2020-12-01,2020,12,Q4,DEV0014,Select Group,15,18659055,16924201,9836874,7087326,41.88,2697864,4389462,25.94,10177995,60.14,2716266,3380349,0,0.0,8689915,2101467,565405,1243937,29,676968
FIN000475,2020-12-01,2020,12,Q4,DEV0015,Reportage Properties,21,38915184,33916388,23430001,10486386,30.92,4366444,6119942,18.04,23008146,67.84,5118107,5526615,1,4.76,18066363,6080361,1180902,1853104,25,1356655
FIN000476,2020-12-01,2020,12,Q4,DEV0016,Samana Developers,26,25062596,20436615,12754266,7682348,37.59,3091601,4590747,22.46,12968442,63.46,3496299,3023508,2,7.69,10094517,3221746,965624,963946,1,817464
FIN000477,2020-12-01,2020,12,Q4,DEV0017,Object 1,44,9893972,7977160,5036340,2940819,36.87,945251,1995568,25.02,4798058,60.15,2234136,1354904,3,6.82,4116634,1565768,216041,224863,30,319086
FIN000478,2020-12-01,2020,12,Q4,DEV0018,Majid Al Futtaim,48,87109152,70036867,48219928,21816938,31.15,11589728,10227210,14.6,56549262,80.74,11806868,8495896,5,10.42,37790004,8672924,3778258,1814774,2,2801474
FIN000479,2020-12-01,2020,12,Q4,DEV0019,Dubai Properties,74,124140476,111171184,61926447,49244736,44.3,19621095,29623641,26.65,78225991,70.37,20969814,11418383,5,6.76,48265227,20843157,5261223,1677574,23,4446847
FIN000480,2020-12-01,2020,12,Q4,DEV0020,Meydan Group,62,121511134,99761844,67361059,32400784,32.48,10610601,21790183,21.84,71058946,71.23,15449975,18050851,1,1.61,49544556,12779442,4509233,1959857,3,3990473
FIN000481,2021-01-01,2021,1,Q1,DEV0001,Emaar Properties,75,210736950,198528377,137968700,60559676,30.5,32961769,27597907,13.9,141573882,71.31,44028612,27454522,4,5.33,98489157,35352124,5732791,2809826,2,7941135
FIN000482,2021-01-01,2021,1,Q1,DEV0002,DAMAC Properties,80,170623280,160786947,97137715,63649231,39.59,23231253,40417978,25.14,135289304,84.14,36812667,21758453,9,11.25,80938681,17712051,3375701,2132791,29,6431477
FIN000483,2021-01-01,2021,1,Q1,DEV0003,Aldar Properties,84,194211612,160152988,110088802,50064185,31.26,26868579,23195606,14.48,104548604,65.28,40490138,26580366,9,10.71,87592830,26094356,7637680,2312043,9,6406119
FIN000484,2021-01-01,2021,1,Q1,DEV0004,Nakheel,80,171334160,139415693,90234865,49180827,35.28,20280132,28900695,20.73,112582525,80.75,35889198,17130437,9,11.25,69669798,16657928,4162485,2141677,15,5576627
FIN000485,2021-01-01,2021,1,Q1,DEV0005,Meraas,69,129733800,114577365,70169942,44407422,38.76,12281759,32125663,28.04,92930133,81.11,24574941,23740711,3,4.35,58438702,18345685,4390529,1880200,13,4583094
FIN000486,2021-01-01,2021,1,Q1,DEV0006,Sobha Realty,46,103841918,95244118,58494694,36749423,38.58,11798457,24950966,26.2,60748926,63.78,15866550,22581736,5,10.87,41878006,12138389,3764166,2257433,1,3809764
FIN000487,2021-01-01,2021,1,Q1,DEV0007,Azizi Developments,17,31109847,27872081,19616957,8255123,29.62,4799221,3455902,12.4,17075395,61.26,6958974,5969799,1,5.88,17539101,4764896,1595349,1829991,17,1114883
FIN000488,2021-01-01,2021,1,Q1,DEV0008,Danube Properties,46,79843442,68129456,39767257,28362198,41.63,11512755,16849443,24.73,50782229,74.54,11109392,9183509,1,2.17,34594253,7297359,2038612,1735727,73,2725178
FIN000489,2021-01-01,2021,1,Q1,DEV0009,Binghatti,67,95305356,84193422,55004789,29188632,34.67,10936486,18252146,21.68,59094278,70.19,23846184,18239548,5,7.46,43933359,12741504,4948624,1422468,13,3367736
FIN000490,2021-01-01,2021,1,Q1,DEV0010,Ellington Properties,77,77142296,62471376,37594961,24876414,39.82,9070829,15805585,25.3,50979038,81.6,16376612,12591793,8,10.39,29254507,10155994,2188052,1001848,34,2498855
FIN000491,2021-01-01,2021,1,Q1,DEV0011,RAK Properties,44,63827632,59511389,35457328,24054060,40.42,6622161,17431899,29.29,37015267,62.2,13128007,14652516,4,9.09,24931733,10136683,3560862,1450628,8,2380455
FIN000492,2021-01-01,2021,1,Q1,DEV0012,Tiger Properties,47,77370131,65161909,36502778,28659130,43.98,7922253,20736877,31.82,44562392,68.39,11789048,8043535,1,2.13,30883114,10091038,1603819,1646173,21,2606476
FIN000493,2021-01-01,2021,1,Q1,DEV0013,Imtiaz Developments,45,69214320,56706164,35182369,21523794,37.96,6190909,15332885,27.04,44337257,78.19,15073725,9660694,2,4.44,26718071,7401074,2564705,1538096,24,2268246
FIN000494,2021-01-01,2021,1,Q1,DEV0014,Select Group,41,69386350,59965057,36544489,23420567,39.06,9736628,13683939,22.82,42341081,70.61,10559097,8021577,2,4.88,26661125,7559070,2929268,1692350,28,2398602
FIN000495,2021-01-01,2021,1,Q1,DEV0015,Reportage Properties,11,15302012,13223623,7660331,5563291,42.07,2320658,3242633,24.52,9003717,68.09,3425791,1605514,1,9.09,6464906,1230350,695755,1391092,71,528944
FIN000496,2021-01-01,2021,1,Q1,DEV0016,Samana Developers,-35,-24562510,-22390469,-12375356,-10015112,44.73,-2979106,-7036006,-703600600.0,-15032040,-1503204000.0,-6021599,-4441549,-3,-300.0,-9574965,-2782377,-987917,701786,0,-895618
FIN000497,2021-01-01,2021,1,Q1,DEV0017,Object 1,39,55472391,51449885,30127780,21322104,41.44,7170781,14151323,27.51,34249292,66.57,14598654,9645314,2,5.13,25157911,7907478,2657557,1422369,0,2057995
FIN000498,2021-01-01,2021,1,Q1,DEV0018,Majid Al Futtaim,48,81215760,66279318,44951160,21328157,32.18,10177294,11150863,16.82,45030494,67.94,14153365,6838114,1,2.08,39543671,10580362,2822741,1691995,4,2651172
