record_id,record_date,year,month,emirate,city,locality,property_type,property_category,bedrooms,avg_annual_rent_aed,avg_monthly_rent_aed,avg_rent_per_sqft_aed,gross_rental_yield_pct,property_value_estimate_aed,vacancy_rate_pct,str_occupancy_rate_pct,str_adr_aed,str_revpar_aed,ejari_registrations,rera_standard_rent_aed,rent_increase_pct_yoy,demand_supply_ratio,new_rental_listings
RNT000895,2020-04-01,2020,4,Dubai,Dubai,Motor City,Apartment,Premium,Studio,125926,10493,123.49,5.766,2184114,14.64,61.3,754,462,71,123917,9.95,1.368,19
RNT000896,2020-04-01,2020,4,Ras Al Khaimah,Ras Al Khaimah,Al Dhait,Apartment,Luxury,1BR,458060,38171,251.97,3.977,11518255,7.87,76.7,2942,2256,43,466556,11.97,0.968,49
RNT000897,2020-04-01,2020,4,Dubai,Dubai,Dubai Hills Estate,Apartment,Affordable,1BR,23477,1956,39.61,6.64,353588,21.6,61.4,120,73,115,21512,0.76,1.059,0
RNT000898,2020-04-01,2020,4,Dubai,Dubai,Meydan,Villa,Premium,2BR,214871,17905,130.73,6.0,3581358,16.24,74.1,1605,1189,95,217611,-0.81,0.888,36
RNT000899,2020-04-01,2020,4,Dubai,Dubai,MBR City,Apartment,Mid-Market,2BR,106164,8847,96.08,6.837,1552697,13.52,57.8,543,313,121,110856,1.33,1.352,28
RNT000900,2020-04-01,2020,4,Dubai,Dubai,Palm Jumeirah,Apartment,Ultra-Luxury,2BR,1060638,88386,475.2,4.71,22517939,14.46,80.4,8073,6490,185,1041577,6.36,1.399,11
RNT000901,2020-04-01,2020,4,Abu Dhabi,Abu Dhabi,Al Ghadeer,Apartment,Mid-Market,3BR,25778,2148,50.3,5.631,457798,17.33,63.1,208,131,17,25215,1.96,0.778,28
RNT000902,2020-04-01,2020,4,Dubai,Dubai,Business Bay,Apartment,Affordable,2BR,20118,1676,31.4,8.008,251234,9.6,61.2,178,108,66,19216,7.72,0.785,116
RNT000903,2020-04-01,2020,4,Dubai,Dubai,Dubai Marina,Apartment,Mid-Market,2BR,201580,16798,85.16,6.514,3094489,16.15,79.5,1268,1008,25,210076,2.23,0.988,20
RNT000904,2020-04-01,2020,4,Dubai,Dubai,Dubai Hills Estate,Townhouse,Mid-Market,3BR,45688,3807,66.8,6.834,668511,16.92,64.6,338,218,98,42546,3.85,1.256,19
RNT000905,2020-04-01,2020,4,Dubai,Dubai,Dubai Marina,Villa,Affordable,3BR,86926,7243,51.75,7.888,1102034,16.62,57.5,557,320,153,79321,3.95,1.233,70
RNT000906,2020-04-01,2020,4,Dubai,Dubai,Dubai Hills Estate,Apartment,Mid-Market,1BR,173293,14441,89.03,7.285,2378667,16.28,61.3,1394,854,341,173139,4.41,1.594,14
RNT000907,2020-04-01,2020,4,Dubai,Dubai,Business Bay,Villa,Mid-Market,5BR+,200076,16673,81.53,6.673,2998303,7.65,57.6,1476,850,83,185468,6.09,1.494,19
RNT000908,2020-05-01,2020,5,Dubai,Dubai,Sports City,Apartment,Affordable,1BR,14340,1195,27.75,7.712,185959,21.63,80.5,83,66,30,13454,2.89,1.569,21
RNT000909,2020-05-01,2020,5,Dubai,Dubai,Discovery Gardens,Townhouse,Mid-Market,2BR,164202,13683,84.84,7.456,2202154,15.39,68.4,1083,740,253,168954,4.35,0.851,53
RNT000910,2020-05-01,2020,5,Dubai,Dubai,Dubai Hills Estate,Apartment,Affordable,1BR,34048,2837,48.07,7.65,445071,5.7,80.8,255,206,59,32772,3.48,1.573,19
RNT000911,2020-05-01,2020,5,Dubai,Dubai,Downtown Dubai,Apartment,Mid-Market,2BR,187726,15643,88.93,7.222,2599220,17.26,77.3,1481,1144,5,179968,2.57,0.826,50
RNT000912,2020-05-01,2020,5,Abu Dhabi,Abu Dhabi,Saadiyat Island,Apartment,Luxury,1BR,645354,53779,362.65,5.216,12373217,10.91,67.1,4532,3040,130,651262,2.27,0.729,31
RNT000913,2020-05-01,2020,5,Ras Al Khaimah,Ras Al Khaimah,Hayat Island,Apartment,Mid-Market,1BR,27296,2274,51.35,5.36,509221,21.42,57.2,183,104,60,25071,0.89,0.786,52
RNT000914,2020-05-01,2020,5,Abu Dhabi,Abu Dhabi,Yas Acres,Townhouse,Affordable,5BR+,151158,12596,59.91,7.471,2023142,17.69,79.4,983,780,47,137835,3.12,1.144,41
RNT000915,2020-05-01,2020,5,Ras Al Khaimah,Ras Al Khaimah,Al Hamra Village,Studio,Premium,2BR,240280,20023,138.15,5.619,4276129,5.4,74.9,1901,1423,120,229920,5.38,1.086,59
RNT000916,2020-05-01,2020,5,Dubai,Dubai,Discovery Gardens,Townhouse,Mid-Market,4BR,203369,16947,80.6,7.398,2749047,17.59,70.5,1649,1162,156,188773,1.45,1.164,78
RNT000917,2020-05-01,2020,5,Dubai,Dubai,Meydan,Apartment,Ultra-Luxury,3BR,2382746,198562,846.83,5.318,44806585,20.32,78.6,17078,13423,43,2199010,3.64,0.723,149
RNT000918,2020-05-01,2020,5,Sharjah,Sharjah,Al Nahda,Apartment,Luxury,3BR,397117,33093,364.56,5.375,7387627,8.96,63.2,3120,1971,79,379486,-0.29,0.869,70
RNT000919,2020-05-01,2020,5,Abu Dhabi,Abu Dhabi,Saadiyat Island,Villa,Premium,3BR,453839,37819,151.34,5.513,8231684,11.69,64.6,3694,2386,246,409366,5.45,1.396,57
RNT000920,2020-05-01,2020,5,Dubai,Dubai,Dubai South,Apartment,Mid-Market,1BR,157018,13084,68.46,6.314,2486824,6.64,63.7,905,576,213,164076,4.68,1.1,1
RNT000921,2020-05-01,2020,5,Ras Al Khaimah,Ras Al Khaimah,Mina Al Arab,Apartment,Mid-Market,3BR,163150,13595,61.18,6.556,2488563,19.15,55.6,837,465,65,155696,4.52,1.389,52
RNT000922,2020-05-01,2020,5,Abu Dhabi,Abu Dhabi,Al Reef,Apartment,Premium,Studio,178687,14890,103.04,6.261,2853792,7.48,76.4,1493,1140,68,180003,4.56,0.838,12
RNT000923,2020-05-01,2020,5,Dubai,Dubai,JVC,Apartment,Affordable,1BR,23618,1968,27.75,7.026,336141,9.32,78.1,135,105,13,24092,5.55,1.573,102
RNT000924,2020-05-01,2020,5,Abu Dhabi,Abu Dhabi,Yas Island,Townhouse,Affordable,4BR,55695,4641,50.77,6.679,833893,12.8,77.1,332,255,571,53336,8.27,1.139,45
RNT000925,2020-05-01,2020,5,Dubai,Dubai,DAMAC Hills,Apartment,Mid-Market,2BR,199129,16594,71.33,7.416,2685240,15.49,58.6,1432,839,352,188383,2.44,0.865,31
RNT000926,2020-05-01,2020,5,Dubai,Dubai,Motor City,Townhouse,Premium,Studio,158564,13213,178.08,5.944,2667590,21.01,68.3,856,584,186,163666,4.38,1.063,9
RNT000927,2020-05-01,2020,5,Dubai,Dubai,JVC,Townhouse,Mid-Market,1BR,111273,9272,88.11,6.543,1700639,6.1,70.2,862,605,1018,107665,6.38,0.766,3
RNT000928,2020-05-01,2020,5,Abu Dhabi,Abu Dhabi,Al Shamkha,Studio,Luxury,3BR,685523,57126,253.02,4.438,15446593,18.83,66.7,5704,3804,18,684474,3.45,1.121,51
RNT000929,2020-05-01,2020,5,Abu Dhabi,Abu Dhabi,Corniche,Apartment,Premium,2BR,284597,23716,127.16,6.015,4731786,7.89,71.6,1961,1404,229,276479,2.48,1.06,143
RNT000930,2020-05-01,2020,5,Dubai,Dubai,Sports City,Apartment,Premium,3BR,262297,21858,156.27,7.151,3668224,11.83,63.5,2316,1470,77,257384,3.23,0.887,7
RNT000931,2020-05-01,2020,5,Dubai,Dubai,JVC,Studio,Mid-Market,4BR,114583,9548,61.25,6.223,1841221,10.4,55.2,754,416,266,103449,3.15,1.541,24
RNT000932,2020-05-01,2020,5,Abu Dhabi,Abu Dhabi,Al Reef,Apartment,Mid-Market,3BR,118474,9872,82.74,5.877,2015815,20.77,79.3,1030,816,142,118021,12.47,1.186,2
RNT000933,2020-05-01,2020,5,Abu Dhabi,Abu Dhabi,Yas Island,Apartment,Affordable,4BR,24951,2079,20.76,6.847,364432,6.7,61.8,157,97,19,24245,4.76,0.906,29
RNT000934,2020-05-01,2020,5,Abu Dhabi,Abu Dhabi,Yas Island,Villa,Premium,4BR,151750,12645,116.45,5.94,2554653,10.66,79.3,1135,900,133,147521,8.09,1.179,75
RNT000935,2020-05-01,2020,5,Abu Dhabi,Abu Dhabi,Khalifa City,Apartment,Premium,4BR,140254,11687,137.4,5.446,2575221,17.83,81.6,1076,878,86,134325,1.95,1.106,27
RNT000936,2020-05-01,2020,5,Dubai,Dubai,Al Furjan,Apartment,Premium,4BR,92895,7741,113.11,6.618,1403640,5.32,66.8,490,327,206,89045,-1.16,0.84,1
RNT000937,2020-05-01,2020,5,Sharjah,Sharjah,Al Taawun,Townhouse,Ultra-Luxury,3BR,1601314,133442,572.03,4.082,39224028,8.44,57.1,9355,5341,118,1491309,4.06,1.173,1
RNT000938,2020-05-01,2020,5,Ras Al Khaimah,Ras Al Khaimah,Al Hamra Village,Apartment,Mid-Market,2BR,141430,11785,81.8,6.486,2180706,7.24,64.7,1248,807,74,148393,5.33,1.139,33
RNT000939,2020-05-01,2020,5,Ras Al Khaimah,Ras Al Khaimah,Mina Al Arab,Villa,Mid-Market,2BR,98730,8227,96.23,6.591,1498002,20.03,55.4,769,426,119,99236,0.12,1.567,69
RNT000940,2020-05-01,2020,5,Abu Dhabi,Abu Dhabi,Al Raha Beach,Apartment,Premium,1BR,82246,6853,109.99,5.578,1474402,12.7,71.5,456,326,83,83469,2.73,1.099,71
RNT000941,2020-05-01,2020,5,Dubai,Dubai,Arabian Ranches,Studio,Luxury,2BR,461316,38443,197.07,5.113,9022217,10.84,61.0,2599,1585,51,463256,3.7,0.864,25
RNT000942,2020-05-01,2020,5,Abu Dhabi,Abu Dhabi,Yas Island,Villa,Mid-Market,1BR,162952,13579,88.57,6.281,2594203,9.49,59.3,819,485,3,148029,1.0,0.946,43
RNT000943,2020-05-01,2020,5,Dubai,Dubai,JBR,Apartment,Mid-Market,2BR,157190,13099,109.38,7.691,2043730,17.19,69.3,833,577,564,162071,2.45,1.595,25
RNT000944,2020-05-01,2020,5,Abu Dhabi,Abu Dhabi,Khalifa City,Apartment,Luxury,2BR,308713,25726,288.9,5.039,6126938,16.66,66.0,2661,1756,10,298489,9.88,1.101,17
RNT000945,2020-05-01,2020,5,Abu Dhabi,Abu Dhabi,Al Ghadeer,Apartment,Affordable,Studio,92299,7691,38.97,6.241,1479020,16.55,72.9,560,408,60,91458,-0.95,1.322,26
RNT000946,2020-05-01,2020,5,Dubai,Dubai,DAMAC Hills,Townhouse,Mid-Market,2BR,160793,13399,66.18,7.353,2186649,14.37,72.0,1061,763,179,148483,7.14,1.252,60
RNT000947,2020-05-01,2020,5,Dubai,Dubai,Arabian Ranches,Apartment,Premium,1BR,227969,18997,172.02,5.949,3831769,17.71,77.1,1670,1287,70,213223,2.19,1.134,12
RNT000948,2020-05-01,2020,5,Dubai,Dubai,Business Bay,Villa,Mid-Market,2BR,64492,5374,77.46,6.715,960368,10.49,78.4,431,337,185,67701,3.41,1.257,8
RNT000949,2020-05-01,2020,5,Abu Dhabi,Abu Dhabi,Corniche,Apartment,Premium,5BR+,257684,21473,107.16,5.246,4912108,13.79,60.9,1303,793,107,256779,7.49,0.876,8
RNT000950,2020-05-01,2020,5,Ras Al Khaimah,Ras Al Khaimah,Al Marjan Island,Apartment,Mid-Market,2BR,56689,4724,81.85,6.355,892088,19.58,59.1,437,258,103,52132,2.74,1.319,73
RNT000951,2020-05-01,2020,5,Dubai,Dubai,Meydan,Villa,Mid-Market,3BR,57047,4753,72.42,7.138,799240,16.75,62.7,393,246,205,57803,10.25,1.251,98
RNT000952,2020-05-01,2020,5,Abu Dhabi,Abu Dhabi,Yas Island,Apartment,Premium,2BR,137765,11480,148.93,5.044,2731452,20.71,73.6,1138,837,1,138330,6.73,1.221,13
RNT000953,2020-05-01,2020,5,Sharjah,Sharjah,Al Qasimia,Apartment,Ultra-Luxury,2BR,971877,80989,371.75,3.978,24430565,7.4,57.6,6852,3946,24,913949,3.97,0.866,64
RNT000954,2020-05-01,2020,5,Abu Dhabi,Abu Dhabi,Masdar City,Apartment,Affordable,2BR,21317,1776,25.95,6.037,353121,13.32,63.7,188,119,30,21139,0.31,1.306,4
RNT000955,2020-05-01,2020,5,Dubai,Dubai,MBR City,Apartment,Affordable,1BR,38969,3247,64.74,7.777,501091,20.88,73.7,294,216,11,37078,2.98,1.267,24
RNT000956,2020-05-01,2020,5,Sharjah,Sharjah,Al Qasimia,Apartment,Mid-Market,2BR,206035,17169,78.08,6.762,3046951,8.18,78.0,1537,1198,89,198548,0.44,1.518,2
RNT000957,2020-05-01,2020,5,Abu Dhabi,Abu Dhabi,Masdar City,Apartment,Premium,1BR,206195,17182,124.01,5.715,3608113,7.17,61.8,1767,1092,74,188976,3.06,1.176,18
RNT000958,2020-05-01,2020,5,Dubai,Dubai,Dubai South,Apartment,Affordable,2BR,135794,11316,45.84,7.465,1819094,7.65,63.5,1003,636,252,131728,4.09,1.588,63
RNT000959,2020-05-01,2020,5,Abu Dhabi,Abu Dhabi,Al Shamkha,Villa,Mid-Market,3BR,137061,11421,55.32,6.048,2266404,8.26,65.3,894,583,148,128041,7.13,1.375,24
RNT000960,2020-05-01,2020,5,Abu Dhabi,Abu Dhabi,Al Shamkha,Apartment,Premium,2BR,315684,26307,114.94,5.507,5732389,5.71,65.2,2732,1781,145,286393,1.36,1.152,37
RNT000961,2020-05-01,2020,5,Dubai,Dubai,DAMAC Hills,Apartment,Affordable,1BR,77444,6453,38.25,8.052,961760,12.65,79.4,558,443,163,70512,4.32,0.934,6
RNT000962,2020-05-01,2020,5,Abu Dhabi,Abu Dhabi,Masdar City,Apartment,Mid-Market,1BR,199416,16618,83.55,6.272,3179453,9.13,63.9,1407,899,111,198256,5.11,1.542,77
RNT000963,2020-06-01,2020,6,Dubai,Dubai,Palm Jumeirah,Townhouse,Premium,4BR,57552,4796,109.5,6.122,940168,20.61,60.4,353,213,93,57793,5.22,1.273,97
RNT000964,2020-06-01,2020,6,Ras Al Khaimah,Ras Al Khaimah,Mina Al Arab,Apartment,Mid-Market,3BR,177522,14793,74.7,5.497,3229578,18.74,77.3,984,760,127,168201,6.64,1.192,5
RNT000965,2020-06-01,2020,6,Dubai,Dubai,Dubai South,Apartment,Affordable,2BR,16406,1367,27.83,7.447,220324,21.05,80.9,137,110,74,15799,10.13,0.746,13
RNT000966,2020-06-01,2020,6,Dubai,Dubai,Sports City,Apartment,Premium,Studio,362666,30222,133.13,6.548,5538795,9.03,71.6,2323,1663,115,353630,1.73,0.962,17
RNT000967,2020-06-01,2020,6,Dubai,Dubai,Al Barsha,Apartment,Affordable,3BR,94043,7836,56.18,7.14,1317087,7.29,63.5,644,408,121,97741,7.45,1.1,10
RNT000968,2020-06-01,2020,6,Abu Dhabi,Abu Dhabi,Al Shamkha,Apartment,Affordable,2BR,92784,7732,42.93,6.522,1422544,11.9,63.5,632,401,235,84009,2.41,0.834,14
RNT000969,2020-06-01,2020,6,Abu Dhabi,Abu Dhabi,Al Raha Beach,Apartment,Premium,1BR,424681,35390,146.7,5.626,7548516,14.1,63.1,2434,1535,69,408604,8.27,1.265,21
RNT000970,2020-06-01,2020,6,Dubai,Dubai,Business Bay,Villa,Affordable,2BR,46046,3837,64.94,8.209,560934,5.29,79.5,356,283,114,45372,4.47,0.871,41
RNT000971,2020-06-01,2020,6,Dubai,Dubai,Business Bay,Villa,Affordable,2BR,57913,4826,50.3,7.189,805531,20.28,67.1,369,247,138,58700,3.63,0.721,63
RNT000972,2020-06-01,2020,6,Abu Dhabi,Abu Dhabi,Masdar City,Apartment,Mid-Market,Studio,200295,16691,78.51,5.688,3521278,16.09,69.6,1302,906,141,182389,-1.93,1.505,117
RNT000973,2020-06-01,2020,6,Dubai,Dubai,JVC,Apartment,Luxury,1BR,442351,36862,292.64,6.434,6875728,10.88,58.5,3235,1892,366,446202,8.67,1.375,38
RNT000974,2020-06-01,2020,6,Dubai,Dubai,Dubai Marina,Apartment,Affordable,2BR,62676,5223,61.06,8.21,763452,18.2,58.8,318,186,18,60539,5.54,1.186,72
RNT000975,2020-06-01,2020,6,Abu Dhabi,Abu Dhabi,Al Ghadeer,Studio,Luxury,2BR,599116,49926,255.7,5.104,11737975,16.84,55.5,3332,1849,105,553825,6.73,1.05,52
RNT000976,2020-06-01,2020,6,Sharjah,Sharjah,Al Yarmook,Villa,Luxury,2BR,429425,35785,201.45,5.256,8170003,18.48,60.8,3502,2129,119,388488,0.17,1.378,28
RNT000977,2020-06-01,2020,6,Abu Dhabi,Abu Dhabi,Al Reef,Apartment,Mid-Market,5BR+,199452,16621,84.45,5.938,3358931,21.15,64.3,1771,1138,54,208048,10.04,1.07,147
RNT000978,2020-06-01,2020,6,Dubai,Dubai,Arabian Ranches,Apartment,Mid-Market,2BR,139251,11604,60.2,6.531,2132199,7.29,77.3,1134,876,167,137341,-2.95,1.311,5
RNT000979,2020-06-01,2020,6,Ras Al Khaimah,Ras Al Khaimah,Al Marjan Island,Villa,Affordable,3BR,26730,2227,19.26,5.995,445859,18.25,59.1,180,106,164,27232,2.71,1.131,1
RNT000980,2020-06-01,2020,6,Dubai,Dubai,JBR,Villa,Premium,2BR,380289,31690,129.48,7.177,5298980,9.59,75.6,3324,2512,34,342957,5.36,1.555,33
RNT000981,2020-06-01,2020,6,Dubai,Dubai,Business Bay,Villa,Premium,1BR,201786,16815,137.42,6.927,2913136,20.99,55.5,1182,656,160,202258,4.64,1.065,40
RNT000982,2020-06-01,2020,6,Abu Dhabi,Abu Dhabi,Masdar City,Apartment,Premium,4BR,164405,13700,101.39,5.533,2971246,7.81,79.1,1257,994,29,154117,5.55,1.467,49
RNT000983,2020-06-01,2020,6,Ras Al Khaimah,Ras Al Khaimah,Al Hamra Village,Studio,Luxury,2BR,399587,33298,217.18,4.57,8743027,5.58,81.2,2366,1921,128,413815,2.67,1.303,6
RNT000984,2020-06-01,2020,6,Dubai,Dubai,Al Barsha,Apartment,Mid-Market,1BR,288647,24053,96.4,7.239,3987195,8.45,58.9,1929,1136,330,262496,4.68,1.249,125
RNT000985,2020-06-01,2020,6,Abu Dhabi,Abu Dhabi,Yas Island,Apartment,Luxury,2BR,334205,27850,270.57,4.799,6963637,13.74,61.1,2359,1441,190,346241,3.56,1.312,15
RNT000986,2020-06-01,2020,6,Ras Al Khaimah,Ras Al Khaimah,Hayat Island,Apartment,Mid-Market,3BR,96569,8047,64.86,5.392,1791070,20.15,73.9,667,492,292,100278,2.96,0.84,21
RNT000987,2020-06-01,2020,6,Abu Dhabi,Abu Dhabi,Yas Acres,Apartment,Affordable,Studio,98898,8241,40.21,6.372,1552130,19.88,77.5,569,440,32,101546,8.37,1.424,17
RNT000988,2020-06-01,2020,6,Abu Dhabi,Abu Dhabi,Al Reef,Villa,Mid-Market,2BR,115759,9646,66.3,6.186,1871171,17.74,80.0,674,539,18,118513,3.39,1.252,5
RNT000989,2020-06-01,2020,6,Sharjah,Sharjah,Muwaileh,Apartment,Luxury,2BR,148797,12399,276.17,4.748,3133627,19.42,63.8,816,520,54,134276,9.96,0.735,27
RNT000990,2020-06-01,2020,6,Abu Dhabi,Abu Dhabi,Saadiyat Island,Townhouse,Mid-Market,4BR,216067,18005,77.67,5.782,3736873,9.07,77.6,1296,1005,96,223211,1.89,1.12,29
RNT000991,2020-06-01,2020,6,Dubai,Dubai,Sports City,Apartment,Affordable,1BR,100459,8371,65.2,8.029,1251246,20.24,64.0,738,472,48,105304,7.77,0.899,1
RNT000992,2020-06-01,2020,6,Dubai,Dubai,Al Furjan,Villa,Mid-Market,3BR,193669,16139,65.39,6.805,2845850,12.13,69.6,1078,750,93,195367,7.3,1.328,29
RNT000993,2020-06-01,2020,6,Sharjah,Sharjah,Al Nahda,Apartment,Affordable,3BR,128566,10713,53.82,8.035,1600027,9.88,74.4,930,691,171,124480,4.5,1.23,44
RNT000994,2020-06-01,2020,6,Dubai,Dubai,Dubai Marina,Townhouse,Affordable,1BR,144697,12058,48.91,7.178,2015718,15.99,57.3,800,458,100,138768,3.45,1.566,15
RNT000995,2020-06-01,2020,6,Dubai,Dubai,MBR City,Apartment,Luxury,3BR,172189,14349,224.26,5.661,3041672,13.73,55.7,1273,709,188,157908,5.49,0.865,9
RNT000996,2020-06-01,2020,6,Dubai,Dubai,Dubai Creek Harbour,Apartment,Luxury,1BR,337725,28143,240.32,6.333,5332798,16.79,56.3,2297,1293,140,317656,8.38,0.797,133
RNT000997,2020-06-01,2020,6,Abu Dhabi,Abu Dhabi,Saadiyat Island,Apartment,Affordable,4BR,39641,3303,49.58,6.092,650709,11.73,66.0,305,201,1,38991,0.46,1.127,16
RNT000998,2020-06-01,2020,6,Dubai,Dubai,JVC,Apartment,Mid-Market,3BR,174309,14525,81.82,6.928,2515970,6.23,75.0,889,666,214,174863,0.59,1.099,23
RNT000999,2020-06-01,2020,6,Dubai,Dubai,Dubai South,Villa,Luxury,2BR,540336,45028,302.21,6.348,8511908,7.79,63.4,4669,2960,63,496452,-2.71,1.379,28
RNT001000,2020-06-01,2020,6,Dubai,Dubai,DAMAC Hills,Townhouse,Affordable,2BR,54243,4520,49.0,7.93,683996,20.2,61.7,444,273,28,54214,4.38,0.926,2
RNT001001,2020-06-01,2020,6,Abu Dhabi,Abu Dhabi,Yas Island,Apartment,Mid-Market,2BR,30717,2559,53.89,5.887,521751,8.9,74.2,226,167,253,28642,6.76,1.026,22
RNT001002,2020-06-01,2020,6,Ras Al Khaimah,Ras Al Khaimah,Hayat Island,Apartment,Premium,1BR,243159,20263,98.57,5.609,4334989,6.94,67.5,1286,868,482,242789,4.4,0.747,215
RNT001003,2020-06-01,2020,6,Dubai,Dubai,JVC,Studio,Luxury,1BR,853484,71123,285.08,6.273,13606651,6.28,72.9,5161,3762,34,840516,8.08,0.988,69
RNT001004,2020-06-01,2020,6,Dubai,Dubai,Dubai Marina,Apartment,Ultra-Luxury,1BR,1440601,120050,490.37,4.282,33640623,8.81,62.3,8732,5440,66,1367325,2.72,1.184,4
RNT001005,2020-06-01,2020,6,Ras Al Khaimah,Ras Al Khaimah,Al Hamra Village,Villa,Mid-Market,1BR,102049,8504,73.09,5.725,1782528,10.15,66.9,549,367,29,91884,5.68,1.468,2
RNT001006,2020-06-01,2020,6,Dubai,Dubai,Dubai Marina,Villa,Premium,3BR,413677,34473,173.17,6.261,6607623,21.03,62.6,2517,1575,73,412474,5.44,1.188,55
RNT001007,2020-06-01,2020,6,Dubai,Dubai,DAMAC Hills,Apartment,Mid-Market,2BR,277176,23098,106.72,7.185,3857477,7.69,68.4,1586,1084,192,277231,7.44,0.992,19
RNT001008,2020-06-01,2020,6,Sharjah,Sharjah,Al Taawun,Townhouse,Luxury,1BR,618839,51569,253.69,5.476,11301911,12.72,58.8,4742,2788,90,631608,0.89,0.983,120
RNT001009,2020-06-01,2020,6,Abu Dhabi,Abu Dhabi,Khalifa City,Townhouse,Affordable,3BR,86681,7223,44.62,6.668,1299870,21.68,61.7,476,293,43,84101,4.45,1.216,4
RNT001010,2020-06-01,2020,6,Sharjah,Sharjah,Al Khan,Studio,Luxury,3BR,102001,8500,179.77,5.094,2002240,18.47,56.0,799,447,56,96543,2.37,1.507,31
RNT001011,2020-06-01,2020,6,Abu Dhabi,Abu Dhabi,Yas Island,Apartment,Premium,3BR,260536,21711,185.91,6.281,4148224,14.76,70.5,2288,1613,134,254645,2.0,0.77,66
RNT001012,2020-07-01,2020,7,Dubai,Dubai,MBR City,Apartment,Mid-Market,2BR,67974,5664,116.07,7.774,874424,8.65,63.5,453,287,16,61959,-0.78,0.82,130
RNT001013,2020-07-01,2020,7,Sharjah,Sharjah,Al Nahda,Apartment,Luxury,4BR,143573,11964,230.85,4.992,2876213,8.68,55.1,1203,662,339,132979,5.46,1.471,4
RNT001014,2020-07-01,2020,7,Dubai,Dubai,JVC,Studio,Luxury,2BR,440315,36692,309.74,5.301,8306220,16.76,68.4,2241,1532,184,445948,6.86,1.383,34
RNT001015,2020-07-01,2020,7,Dubai,Dubai,Dubai South,Townhouse,Affordable,Studio,33539,2794,49.93,7.811,429408,7.39,76.0,236,179,14,31061,6.46,0.789,69
RNT001016,2020-07-01,2020,7,Abu Dhabi,Abu Dhabi,Corniche,Apartment,Mid-Market,1BR,89436,7453,56.64,6.335,1411792,15.29,56.8,548,311,33,90785,3.12,0.962,17
RNT001017,2020-07-01,2020,7,Abu Dhabi,Abu Dhabi,Al Reef,Studio,Mid-Market,5BR+,174755,14562,72.29,6.34,2756230,21.12,73.4,1157,849,29,159028,3.54,0.823,19
RNT001018,2020-07-01,2020,7,Dubai,Dubai,Discovery Gardens,Villa,Mid-Market,4BR,114185,9515,61.5,7.023,1625888,5.65,79.1,749,592,55,117843,9.19,1.045,0
RNT001019,2020-07-01,2020,7,Sharjah,Sharjah,Muwaileh,Villa,Affordable,Studio,35989,2999,23.93,6.769,531664,15.17,75.4,311,234,19,36491,4.03,1.367,24
RNT001020,2020-07-01,2020,7,Abu Dhabi,Abu Dhabi,Yas Acres,Villa,Affordable,2BR,21834,1819,34.84,7.073,308719,21.68,78.9,165,130,270,21717,5.27,1.232,131
RNT001021,2020-07-01,2020,7,Ras Al Khaimah,Ras Al Khaimah,Hayat Island,Apartment,Affordable,1BR,96731,8060,59.94,7.109,1360682,12.9,77.9,753,586,43,87398,2.98,0.777,11
RNT001022,2020-07-01,2020,7,Dubai,Dubai,Palm Jumeirah,Apartment,Premium,4BR,366184,30515,143.79,6.045,6057447,12.54,65.4,2564,1676,95,361106,7.23,0.893,91
RNT001023,2020-07-01,2020,7,Dubai,Dubai,Sports City,Apartment,Mid-Market,5BR+,155577,12964,83.03,6.454,2410484,16.23,62.6,902,564,47,159783,5.96,0.988,52
RNT001024,2020-07-01,2020,7,Abu Dhabi,Abu Dhabi,Al Ghadeer,Apartment,Premium,3BR,288126,24010,113.08,6.085,4734867,6.94,67.7,2460,1665,55,260045,6.81,0.73,2
RNT001025,2020-07-01,2020,7,Dubai,Dubai,Dubai South,Apartment,Luxury,3BR,242823,20235,243.44,6.014,4037630,13.98,63.3,1686,1067,50,227285,5.47,1.245,19
RNT001026,2020-07-01,2020,7,Abu Dhabi,Abu Dhabi,Al Raha Beach,Apartment,Premium,4BR,157349,13112,89.97,5.272,2984559,8.43,75.8,1166,883,18,146674,4.66,1.426,62
RNT001027,2020-07-01,2020,7,Dubai,Dubai,JVC,Apartment,Premium,2BR,52755,4396,97.95,6.254,843532,14.21,63.6,436,277,15,51535,-0.65,0.739,32
RNT001028,2020-07-01,2020,7,Abu Dhabi,Abu Dhabi,Khalifa City,Apartment,Mid-Market,3BR,180207,15017,92.88,6.343,2840927,5.28,78.8,1328,1046,145,170324,-1.77,0.846,11
RNT001029,2020-07-01,2020,7,Dubai,Dubai,Dubai South,Villa,Affordable,4BR,35031,2919,46.84,7.583,461963,9.64,71.0,195,138,232,32031,9.64,1.545,44
RNT001030,2020-07-01,2020,7,Dubai,Dubai,Discovery Gardens,Apartment,Mid-Market,2BR,74212,6184,95.44,7.388,1004491,20.43,77.3,473,365,101,68797,3.4,1.584,54
RNT001031,2020-07-01,2020,7,Abu Dhabi,Abu Dhabi,Yas Acres,Apartment,Premium,5BR+,55833,4652,90.84,5.971,935125,5.74,79.7,446,355,47,56452,3.38,1.505,10
RNT001032,2020-07-01,2020,7,Ras Al Khaimah,Ras Al Khaimah,Al Dhait,Villa,Luxury,1BR,418772,34897,195.99,4.072,10283334,7.01,77.7,2639,2050,120,383629,1.8,0.845,10
