contract_id,contract_date,year,month,area,bedrooms,property_type,annual_rent_aed,monthly_rent_aed,contract_duration_months,payment_frequency,is_renewal,tenant_nationality
RERA-2019-0014733,2019-02-11,2019,2,Discovery Gardens,2,Apartment,46731,3894,24,Annual,True,Egypt
RERA-2019-0014734,2019-01-06,2019,1,Dubai Marina,1,Apartment,87310,7276,12,Bi-annual,False,Other
RERA-2019-0014735,2019-01-08,2019,1,Town Square,1,Apartment,47459,3955,12,Bi-annual,False,Philippines
RERA-2019-0014736,2019-05-21,2019,5,Downtown Dubai,1,Apartment,104507,8709,12,Bi-annual,False,India
RERA-2019-0014737,2019-02-02,2019,2,International City,4,Villa,82346,6862,12,Bi-annual,False,Philippines
RERA-2019-0014738,2019-11-27,2019,11,International City,3,Apartment,63030,5252,24,Bi-annual,False,Egypt
RERA-2019-0014739,2019-06-02,2019,6,International City,1,Apartment,29318,2443,12,Bi-annual,False,Philippines
RERA-2019-0014740,2019-07-06,2019,7,Town Square,2,Apartment,58988,4916,12,Monthly,False,UAE
RERA-2019-0014741,2019-04-17,2019,4,DIFC,1,Apartment,94524,7877,12,Monthly,True,India
RERA-2019-0014742,2019-12-18,2019,12,Dubai Hills Estate,3,Apartment,186490,15541,12,Annual,False,India
RERA-2019-0014743,2019-08-05,2019,8,Town Square,1,Apartment,43294,3608,12,Annual,False,UAE
RERA-2019-0014744,2019-11-05,2019,11,Palm Jumeirah,2,Apartment,229130,19094,12,Bi-annual,False,Other
RERA-2019-0014745,2019-10-20,2019,10,Palm Jumeirah,1,Apartment,138911,11576,12,Monthly,False,Pakistan
RERA-2019-0014746,2019-01-20,2019,1,Town Square,1,Apartment,56264,4689,12,Monthly,True,UK
RERA-2019-0014747,2019-04-18,2019,4,Town Square,1,Apartment,43571,3631,12,Annual,False,Other
RERA-2019-0014748,2019-02-22,2019,2,Business Bay,2,Apartment,93879,7823,24,Bi-annual,False,Pakistan
RERA-2019-0014749,2019-06-11,2019,6,Dubai Hills Estate,3,Apartment,214728,17894,12,Bi-annual,False,Other
RERA-2019-0014750,2019-12-09,2019,12,Dubai Hills Estate,1,Apartment,80521,6710,12,Monthly,True,India
RERA-2019-0014751,2019-12-03,2019,12,Al Barsha,1,Apartment,61536,5128,12,Annual,False,Other
RERA-2019-0014752,2019-08-30,2019,8,JVC,2,Apartment,69617,5801,12,Annual,False,Egypt
RERA-2019-0014753,2019-08-15,2019,8,DIFC,2,Apartment,152278,12690,12,Annual,False,Other
RERA-2019-0014754,2019-05-22,2019,5,Bur Dubai,1,Apartment,45167,3764,24,Annual,False,Philippines
RERA-2019-0014755,2019-12-30,2019,12,JVC,2,Apartment,57641,4803,12,Bi-annual,False,UK
RERA-2019-0014756,2019-12-03,2019,12,Business Bay,2,Apartment,111657,9305,12,Bi-annual,True,Philippines
RERA-2019-0014757,2019-10-12,2019,10,Deira,2,Apartment,53788,4482,12,Monthly,True,Egypt
RERA-2019-0014758,2019-12-27,2019,12,Al Barsha,2,Apartment,78358,6530,12,Monthly,False,UAE
RERA-2019-0014759,2019-10-09,2019,10,Deira,1,Apartment,37855,3155,12,Monthly,True,India
RERA-2019-0014760,2019-10-07,2019,10,Palm Jumeirah,2,Apartment,193535,16128,12,Annual,False,India
RERA-2019-0014761,2019-06-18,2019,6,Bur Dubai,3,Apartment,95661,7972,6,Bi-annual,True,India
RERA-2019-0014762,2019-03-31,2019,3,Dubai Marina,3,Apartment,217831,18153,24,Quarterly,True,UAE
RERA-2019-0014763,2019-05-06,2019,5,Palm Jumeirah,3,Apartment,325676,27140,12,Bi-annual,False,Egypt
RERA-2019-0014764,2019-06-27,2019,6,Palm Jumeirah,4,Villa,478502,39875,6,Annual,False,Pakistan
RERA-2019-0014765,2019-07-18,2019,7,Dubai Hills Estate,3,Apartment,208789,17399,6,Bi-annual,False,Pakistan
RERA-2019-0014766,2019-05-11,2019,5,JLT,1,Apartment,53361,4447,12,Bi-annual,False,Other
RERA-2019-0014767,2019-04-10,2019,4,International City,3,Apartment,69558,5796,12,Quarterly,True,India
RERA-2019-0014768,2019-11-28,2019,11,JVC,3,Apartment,109649,9137,24,Monthly,False,Philippines
RERA-2019-0014769,2019-07-02,2019,7,Downtown Dubai,2,Apartment,127122,10594,12,Bi-annual,True,Pakistan
RERA-2019-0014770,2019-09-25,2019,9,Deira,1,Apartment,43083,3590,12,Annual,True,UAE
RERA-2019-0014771,2019-06-07,2019,6,Deira,1,Apartment,42949,3579,12,Bi-annual,False,Other
RERA-2019-0014772,2019-04-12,2019,4,Dubai Hills Estate,3,Apartment,204398,17033,12,Bi-annual,True,Egypt
RERA-2019-0014773,2019-10-22,2019,10,Town Square,1,Apartment,42824,3569,12,Quarterly,False,Other
RERA-2019-0014774,2019-01-17,2019,1,Deira,2,Apartment,61905,5159,12,Quarterly,False,Other
RERA-2019-0014775,2019-09-01,2019,9,Downtown Dubai,1,Apartment,108530,9044,12,Monthly,False,Other
RERA-2019-0014776,2019-03-03,2019,3,Business Bay,2,Apartment,121126,10094,12,Annual,False,India
RERA-2019-0014777,2019-07-04,2019,7,Mirdif,4,Villa,162548,13546,12,Bi-annual,False,Philippines
RERA-2019-0014778,2019-01-16,2019,1,International City,2,Apartment,50682,4224,12,Bi-annual,True,UAE
RERA-2019-0014779,2019-09-07,2019,9,Mirdif,3,Apartment,119864,9989,12,Annual,False,Other
RERA-2019-0014780,2019-06-18,2019,6,Palm Jumeirah,2,Apartment,243463,20289,6,Annual,True,UK
RERA-2019-0014781,2019-10-14,2019,10,Bur Dubai,3,Apartment,65565,5464,12,Annual,True,Other
RERA-2019-0014782,2019-06-16,2019,6,Dubai Hills Estate,1,Apartment,95104,7925,12,Bi-annual,True,Other
RERA-2019-0014783,2019-10-27,2019,10,Al Barsha,0,Apartment,36629,3052,12,Quarterly,False,India
RERA-2019-0014784,2019-11-12,2019,11,Downtown Dubai,3,Apartment,230951,19246,24,Bi-annual,True,Other
RERA-2019-0014785,2019-07-20,2019,7,Bur Dubai,2,Apartment,69907,5826,12,Quarterly,True,Other
RERA-2019-0014786,2019-03-05,2019,3,Palm Jumeirah,0,Apartment,96666,8056,12,Bi-annual,True,Other
RERA-2019-0014787,2019-12-09,2019,12,Al Barsha,2,Apartment,87829,7319,6,Bi-annual,False,India
RERA-2019-0014788,2019-09-01,2019,9,Palm Jumeirah,2,Apartment,205343,17112,12,Annual,False,Egypt
RERA-2019-0014789,2019-02-14,2019,2,Bur Dubai,2,Apartment,71573,5964,12,Quarterly,True,UK
RERA-2019-0014790,2019-11-03,2019,11,JVC,2,Apartment,64706,5392,12,Bi-annual,False,UK
RERA-2019-0014791,2019-05-18,2019,5,Palm Jumeirah,1,Apartment,157589,13132,12,Annual,True,Other
RERA-2019-0014792,2019-09-26,2019,9,Palm Jumeirah,2,Apartment,230520,19210,12,Bi-annual,False,India
RERA-2019-0014793,2019-06-30,2019,6,Bur Dubai,0,Apartment,30299,2525,12,Annual,True,Other
RERA-2019-0014794,2019-04-30,2019,4,International City,1,Apartment,26904,2242,12,Annual,False,India
RERA-2019-0014795,2019-12-22,2019,12,DIFC,2,Apartment,152522,12710,6,Annual,False,Other
RERA-2019-0014796,2019-01-27,2019,1,Downtown Dubai,3,Apartment,278451,23204,12,Annual,True,Philippines
RERA-2019-0014797,2019-12-03,2019,12,JVC,2,Apartment,67473,5623,12,Annual,False,Other
RERA-2019-0014798,2019-07-08,2019,7,Town Square,3,Apartment,108146,9012,12,Quarterly,True,India
RERA-2019-0014799,2019-05-12,2019,5,JVC,2,Apartment,86071,7173,12,Bi-annual,False,Philippines
RERA-2019-0014800,2019-04-10,2019,4,Al Barsha,3,Apartment,125643,10470,6,Monthly,True,Philippines
RERA-2019-0014801,2019-07-16,2019,7,Bur Dubai,1,Apartment,44422,3702,12,Annual,True,Pakistan
RERA-2019-0014802,2019-04-30,2019,4,JVC,1,Apartment,41652,3471,12,Annual,True,Other
RERA-2019-0014803,2019-01-05,2019,1,DIFC,1,Apartment,116254,9688,6,Annual,True,India
RERA-2019-0014804,2019-01-31,2019,1,JVC,1,Apartment,47273,3939,12,Quarterly,False,Other
RERA-2019-0014805,2019-10-17,2019,10,Deira,2,Apartment,56209,4684,12,Annual,False,UK
RERA-2019-0014806,2019-02-27,2019,2,International City,1,Apartment,27037,2253,12,Quarterly,False,India
RERA-2019-0014807,2019-04-07,2019,4,Bur Dubai,0,Apartment,28203,2350,24,Quarterly,False,India
RERA-2019-0014808,2019-12-14,2019,12,Bur Dubai,3,Apartment,109520,9127,12,Annual,True,Other
RERA-2019-0014809,2019-12-11,2019,12,Downtown Dubai,1,Apartment,111541,9295,24,Quarterly,False,Pakistan
RERA-2019-0014810,2019-12-11,2019,12,International City,1,Apartment,27115,2260,12,Bi-annual,True,UAE
RERA-2019-0014811,2019-09-01,2019,9,Downtown Dubai,2,Apartment,192677,16056,12,Quarterly,False,Other
RERA-2019-0014812,2019-02-16,2019,2,Discovery Gardens,1,Apartment,36064,3005,12,Annual,False,UAE
RERA-2019-0014813,2019-06-03,2019,6,International City,4,Villa,88829,7402,12,Quarterly,True,UAE
RERA-2019-0014814,2019-01-03,2019,1,Deira,4,Villa,85387,7116,12,Annual,True,India
RERA-2019-0014815,2019-07-19,2019,7,JVC,4,Villa,148158,12346,24,Bi-annual,False,India
RERA-2019-0014816,2019-09-06,2019,9,JVC,1,Apartment,51956,4330,12,Monthly,True,Pakistan
RERA-2019-0014817,2019-09-30,2019,9,Discovery Gardens,3,Apartment,56494,4708,6,Annual,True,India
RERA-2019-0014818,2019-11-09,2019,11,JLT,2,Apartment,100880,8407,12,Quarterly,True,Other
RERA-2019-0014819,2019-03-16,2019,3,Discovery Gardens,1,Apartment,35412,2951,12,Quarterly,False,India
RERA-2019-0014820,2019-09-03,2019,9,Business Bay,3,Apartment,189373,15781,12,Quarterly,False,India
RERA-2019-0014821,2019-11-01,2019,11,JLT,2,Apartment,93961,7830,6,Quarterly,False,Other
RERA-2019-0014822,2019-09-26,2019,9,Bur Dubai,2,Apartment,66561,5547,12,Annual,False,Egypt
RERA-2019-0014823,2019-06-14,2019,6,International City,3,Apartment,58524,4877,12,Monthly,True,Philippines
RERA-2019-0014824,2019-07-27,2019,7,International City,2,Apartment,43187,3599,12,Annual,True,India
RERA-2019-0014825,2019-09-11,2019,9,Dubai Marina,3,Apartment,235780,19648,12,Annual,False,UK
RERA-2019-0014826,2019-10-05,2019,10,Deira,4,Villa,100918,8410,12,Bi-annual,False,India
RERA-2019-0014827,2019-08-18,2019,8,Downtown Dubai,0,Apartment,64997,5416,12,Annual,False,Pakistan
RERA-2019-0014828,2019-11-09,2019,11,JLT,0,Apartment,41787,3482,12,Quarterly,True,Pakistan
RERA-2019-0014829,2019-01-22,2019,1,Business Bay,3,Apartment,182260,15188,12,Bi-annual,True,India
RERA-2019-0014830,2019-05-13,2019,5,Downtown Dubai,4,Villa,363569,30297,12,Annual,False,Pakistan
RERA-2019-0014831,2019-02-21,2019,2,JLT,3,Apartment,114777,9565,24,Annual,False,India
RERA-2019-0014832,2019-03-27,2019,3,JLT,3,Apartment,125884,10490,12,Monthly,True,Pakistan
RERA-2019-0014833,2019-04-16,2019,4,JVC,2,Apartment,73581,6132,12,Bi-annual,True,India
RERA-2019-0014834,2019-01-10,2019,1,Downtown Dubai,3,Apartment,228932,19078,24,Quarterly,False,UAE
RERA-2019-0014835,2019-12-12,2019,12,Downtown Dubai,2,Apartment,162612,13551,12,Monthly,False,Philippines
RERA-2019-0014836,2019-05-25,2019,5,Bur Dubai,1,Apartment,37112,3093,12,Annual,True,Egypt
RERA-2019-0014837,2019-01-03,2019,1,Business Bay,2,Apartment,100885,8407,6,Quarterly,False,Other
RERA-2019-0014838,2019-12-23,2019,12,JVC,3,Apartment,106827,8902,12,Quarterly,True,Pakistan
RERA-2019-0014839,2019-09-07,2019,9,Al Barsha,3,Apartment,119104,9925,12,Annual,False,Philippines
RERA-2019-0014840,2019-01-08,2019,1,Downtown Dubai,3,Apartment,243488,20291,12,Quarterly,False,India
RERA-2019-0014841,2019-11-17,2019,11,Dubai Hills Estate,2,Apartment,123292,10274,12,Bi-annual,True,UK
RERA-2019-0014842,2019-09-27,2019,9,Bur Dubai,1,Apartment,41884,3490,12,Bi-annual,True,Other
RERA-2019-0014843,2019-08-18,2019,8,International City,2,Apartment,37858,3155,12,Annual,False,UAE
RERA-2019-0014844,2019-02-28,2019,2,Bur Dubai,0,Apartment,30818,2568,12,Annual,True,Other
RERA-2019-0014845,2019-02-07,2019,2,Dubai Marina,2,Apartment,119774,9981,12,Annual,False,Pakistan
RERA-2019-0014846,2019-04-12,2019,4,JVC,2,Apartment,82618,6885,12,Bi-annual,True,India
RERA-2019-0014847,2019-09-12,2019,9,Downtown Dubai,1,Apartment,88985,7415,12,Quarterly,False,Other
RERA-2019-0014848,2019-11-20,2019,11,Downtown Dubai,3,Apartment,202660,16888,12,Annual,False,Philippines
RERA-2019-0014849,2019-01-04,2019,1,Mirdif,0,Apartment,41502,3458,12,Bi-annual,False,UAE
RERA-2019-0014850,2019-10-21,2019,10,Bur Dubai,3,Apartment,84707,7059,12,Monthly,False,India
RERA-2019-0014851,2019-10-23,2019,10,Discovery Gardens,2,Apartment,57786,4816,12,Bi-annual,True,Other
RERA-2019-0014852,2019-04-03,2019,4,Deira,2,Apartment,67387,5616,12,Quarterly,True,Pakistan
RERA-2019-0014853,2019-08-23,2019,8,DIFC,3,Apartment,255899,21325,12,Bi-annual,True,India
RERA-2019-0014854,2019-01-26,2019,1,Palm Jumeirah,3,Apartment,330728,27561,6,Annual,True,UAE
RERA-2019-0014855,2019-02-18,2019,2,Downtown Dubai,1,Apartment,98489,8207,12,Bi-annual,False,Other
RERA-2019-0014856,2019-04-03,2019,4,Discovery Gardens,3,Apartment,74961,6247,12,Annual,True,UAE
RERA-2019-0014857,2019-04-25,2019,4,Discovery Gardens,1,Apartment,30061,2505,12,Bi-annual,True,Other
RERA-2019-0014858,2019-09-24,2019,9,Town Square,3,Apartment,98786,8232,12,Annual,True,UK
RERA-2019-0014859,2019-04-09,2019,4,Dubai Marina,2,Apartment,135146,11262,12,Bi-annual,False,UAE
RERA-2019-0014860,2019-03-12,2019,3,Deira,3,Apartment,83816,6985,12,Bi-annual,True,Pakistan
RERA-2019-0014861,2019-12-28,2019,12,Dubai Hills Estate,0,Apartment,64249,5354,12,Annual,False,Egypt
RERA-2019-0014862,2019-07-07,2019,7,JLT,2,Apartment,82851,6904,6,Bi-annual,False,Other
RERA-2019-0014863,2019-06-10,2019,6,JLT,2,Apartment,80712,6726,12,Annual,False,Other
RERA-2019-0014864,2019-01-16,2019,1,Dubai Hills Estate,3,Apartment,215834,17986,12,Bi-annual,False,Egypt
RERA-2019-0014865,2019-10-11,2019,10,Discovery Gardens,1,Apartment,32168,2681,12,Annual,True,UAE
RERA-2019-0014866,2019-10-31,2019,10,Downtown Dubai,4,Villa,302775,25231,12,Bi-annual,True,UAE
RERA-2019-0014867,2019-11-06,2019,11,Deira,0,Apartment,28924,2410,12,Annual,False,Other
RERA-2019-0014868,2019-09-21,2019,9,Dubai Hills Estate,1,Apartment,106484,8874,12,Annual,True,India
RERA-2019-0014869,2019-10-06,2019,10,Mirdif,1,Apartment,42945,3579,12,Annual,True,Other
RERA-2019-0014870,2019-08-06,2019,8,Deira,2,Apartment,42514,3543,12,Annual,True,India
RERA-2019-0014871,2019-10-09,2019,10,DIFC,2,Apartment,162324,13527,12,Bi-annual,True,India
RERA-2019-0014872,2019-02-04,2019,2,Dubai Hills Estate,2,Apartment,144792,12066,12,Quarterly,False,UAE
RERA-2019-0014873,2019-08-07,2019,8,Business Bay,3,Apartment,215352,17946,6,Bi-annual,True,UAE
RERA-2019-0014874,2019-12-06,2019,12,Town Square,2,Apartment,52943,4412,24,Quarterly,False,Other
RERA-2019-0014875,2019-09-18,2019,9,Dubai Marina,2,Apartment,134797,11233,12,Quarterly,False,Egypt
RERA-2019-0014876,2019-03-02,2019,3,Al Barsha,1,Apartment,69103,5759,12,Annual,False,Egypt
RERA-2019-0014877,2019-05-04,2019,5,Deira,2,Apartment,77245,6437,12,Annual,True,India
RERA-2019-0014878,2019-04-29,2019,4,Al Barsha,2,Apartment,98344,8195,12,Quarterly,True,UAE
RERA-2019-0014879,2019-02-14,2019,2,Downtown Dubai,2,Apartment,159964,13330,12,Annual,True,Pakistan
RERA-2019-0014880,2019-03-30,2019,3,International City,1,Apartment,32773,2731,12,Annual,False,Philippines
RERA-2019-0014881,2019-06-19,2019,6,JLT,2,Apartment,102444,8537,12,Annual,False,UAE
RERA-2019-0014882,2019-11-03,2019,11,Downtown Dubai,2,Apartment,155588,12966,24,Bi-annual,False,India
RERA-2019-0014883,2019-05-29,2019,5,Dubai Hills Estate,1,Apartment,88737,7395,24,Monthly,False,UAE
RERA-2019-0014884,2019-04-14,2019,4,Downtown Dubai,2,Apartment,161316,13443,6,Monthly,False,Other
RERA-2019-0014885,2019-01-19,2019,1,Bur Dubai,1,Apartment,53105,4425,12,Bi-annual,True,UK
RERA-2019-0014886,2019-06-04,2019,6,Business Bay,2,Apartment,128614,10718,6,Annual,False,Other
RERA-2019-0014887,2019-08-28,2019,8,Downtown Dubai,0,Apartment,75309,6276,24,Annual,True,UAE
RERA-2019-0014888,2019-07-20,2019,7,Bur Dubai,1,Apartment,43658,3638,12,Quarterly,False,Philippines
RERA-2019-0014889,2019-11-19,2019,11,Business Bay,1,Apartment,76751,6396,12,Bi-annual,False,UAE
RERA-2019-0014890,2019-02-20,2019,2,Dubai Marina,2,Apartment,143305,11942,12,Annual,True,Other
RERA-2019-0014891,2019-12-06,2019,12,Discovery Gardens,3,Apartment,69234,5770,24,Bi-annual,True,Pakistan
RERA-2019-0014892,2019-10-19,2019,10,Bur Dubai,1,Apartment,45196,3766,12,Annual,False,India
RERA-2019-0014893,2019-06-18,2019,6,Mirdif,2,Apartment,62157,5180,6,Quarterly,True,UAE
RERA-2019-0014894,2019-03-07,2019,3,DIFC,2,Apartment,176016,14668,12,Annual,False,India
RERA-2019-0014895,2019-12-25,2019,12,Al Barsha,1,Apartment,65660,5472,12,Bi-annual,True,Pakistan
RERA-2019-0014896,2019-02-05,2019,2,International City,1,Apartment,31083,2590,6,Annual,True,Pakistan
RERA-2019-0014897,2019-05-12,2019,5,Dubai Hills Estate,1,Apartment,102974,8581,12,Annual,True,India
RERA-2019-0014898,2019-05-20,2019,5,Mirdif,1,Apartment,41736,3478,12,Monthly,True,Other
RERA-2019-0014899,2019-07-11,2019,7,Palm Jumeirah,1,Apartment,133212,11101,12,Bi-annual,False,UAE
RERA-2019-0014900,2019-05-24,2019,5,Al Barsha,3,Apartment,158476,13206,12,Bi-annual,True,India
RERA-2019-0014901,2019-03-15,2019,3,Dubai Hills Estate,3,Apartment,223855,18655,12,Annual,True,Other
RERA-2019-0014902,2019-09-19,2019,9,Dubai Marina,1,Apartment,87430,7286,12,Bi-annual,False,Philippines
RERA-2019-0014903,2019-08-21,2019,8,Bur Dubai,3,Apartment,88064,7339,12,Quarterly,False,India
RERA-2019-0014904,2019-08-12,2019,8,Dubai Hills Estate,2,Apartment,137615,11468,24,Annual,False,Egypt
RERA-2019-0014905,2019-01-22,2019,1,International City,0,Apartment,21760,1813,12,Bi-annual,False,India
RERA-2019-0014906,2019-06-06,2019,6,Mirdif,2,Apartment,80374,6698,24,Quarterly,False,UK
RERA-2019-0014907,2019-09-18,2019,9,Mirdif,4,Villa,155147,12929,12,Quarterly,True,UK
RERA-2019-0014908,2019-03-25,2019,3,Dubai Marina,2,Apartment,147502,12292,24,Annual,False,UK
RERA-2019-0014909,2019-09-02,2019,9,Dubai Marina,2,Apartment,146051,12171,12,Annual,False,Philippines
RERA-2019-0014910,2019-11-26,2019,11,Al Barsha,1,Apartment,62851,5238,12,Bi-annual,True,Pakistan
RERA-2019-0014911,2019-12-28,2019,12,Discovery Gardens,2,Apartment,49198,4100,12,Annual,False,Other
RERA-2019-0014912,2019-04-17,2019,4,International City,2,Apartment,32357,2696,12,Bi-annual,True,Other
RERA-2019-0014913,2019-11-20,2019,11,Town Square,2,Apartment,71343,5945,12,Bi-annual,True,Other
RERA-2019-0014914,2019-02-06,2019,2,Discovery Gardens,0,Apartment,22745,1895,12,Bi-annual,False,Pakistan
RERA-2019-0014915,2019-09-27,2019,9,Downtown Dubai,2,Apartment,159218,13268,12,Quarterly,False,UK
RERA-2019-0014916,2019-09-28,2019,9,Business Bay,2,Apartment,114360,9530,12,Bi-annual,False,UAE
RERA-2019-0014917,2019-05-07,2019,5,DIFC,2,Apartment,178344,14862,12,Monthly,False,Other
RERA-2019-0014918,2019-12-15,2019,12,JVC,1,Apartment,48863,4072,12,Monthly,True,Other
RERA-2019-0014919,2019-08-04,2019,8,Town Square,3,Apartment,97764,8147,12,Bi-annual,False,UAE
RERA-2019-0014920,2019-03-23,2019,3,Business Bay,3,Apartment,182404,15200,12,Annual,True,UAE
RERA-2019-0014921,2019-11-04,2019,11,JVC,1,Apartment,45471,3789,6,Bi-annual,False,India
RERA-2019-0014922,2019-04-05,2019,4,Town Square,2,Apartment,67899,5658,12,Bi-annual,False,India
RERA-2019-0014923,2019-09-25,2019,9,Town Square,2,Apartment,68421,5702,12,Bi-annual,False,UAE
RERA-2019-0014924,2019-11-03,2019,11,Al Barsha,3,Apartment,114834,9570,24,Bi-annual,False,Other
RERA-2019-0014925,2019-04-12,2019,4,Bur Dubai,2,Apartment,69479,5790,12,Bi-annual,True,Other
RERA-2019-0014926,2019-12-19,2019,12,Al Barsha,2,Apartment,85092,7091,12,Bi-annual,True,Philippines
RERA-2019-0014927,2019-11-09,2019,11,Mirdif,2,Apartment,81949,6829,6,Bi-annual,True,India
RERA-2019-0014928,2019-04-17,2019,4,Deira,2,Apartment,65662,5472,12,Quarterly,False,Other
RERA-2019-0014929,2019-12-24,2019,12,Deira,2,Apartment,54897,4575,24,Bi-annual,True,Egypt
RERA-2019-0014930,2019-03-13,2019,3,JVC,2,Apartment,63179,5265,12,Bi-annual,False,UK
RERA-2019-0014931,2019-07-03,2019,7,Deira,2,Apartment,71278,5940,12,Annual,True,Philippines
RERA-2019-0014932,2019-01-30,2019,1,Dubai Hills Estate,2,Apartment,143804,11984,12,Bi-annual,True,India
RERA-2019-0014933,2019-10-22,2019,10,Palm Jumeirah,3,Apartment,322771,26898,12,Annual,True,Pakistan
RERA-2019-0014934,2019-10-14,2019,10,Business Bay,2,Apartment,128197,10683,12,Quarterly,False,Egypt
RERA-2019-0014935,2019-11-30,2019,11,JVC,1,Apartment,42629,3552,12,Annual,False,India
RERA-2019-0014936,2019-01-20,2019,1,Discovery Gardens,2,Apartment,48030,4002,12,Bi-annual,True,Other
RERA-2019-0014937,2019-06-28,2019,6,JVC,1,Apartment,45308,3776,12,Annual,False,Pakistan
RERA-2019-0014938,2019-01-24,2019,1,Town Square,2,Apartment,67293,5608,12,Annual,True,Philippines
RERA-2019-0014939,2019-04-06,2019,4,JVC,1,Apartment,51195,4266,12,Monthly,True,Other
RERA-2019-0014940,2019-11-05,2019,11,JLT,3,Apartment,120030,10002,12,Annual,False,UAE
RERA-2019-0014941,2019-12-23,2019,12,Palm Jumeirah,2,Apartment,193993,16166,12,Annual,False,Other
RERA-2019-0014942,2019-12-24,2019,12,DIFC,1,Apartment,111483,9290,6,Monthly,False,UAE
RERA-2019-0014943,2019-01-13,2019,1,Al Barsha,2,Apartment,104504,8709,24,Bi-annual,True,Pakistan
RERA-2019-0014944,2019-06-22,2019,6,Dubai Hills Estate,0,Apartment,69931,5828,12,Annual,True,India
RERA-2019-0014945,2019-01-13,2019,1,Business Bay,2,Apartment,127177,10598,12,Quarterly,True,Egypt
RERA-2019-0014946,2019-10-19,2019,10,Al Barsha,4,Villa,205180,17098,12,Bi-annual,True,UK
RERA-2019-0014947,2019-04-22,2019,4,Dubai Marina,2,Apartment,137125,11427,12,Monthly,True,India
RERA-2019-0014948,2019-08-17,2019,8,Dubai Hills Estate,1,Apartment,70839,5903,12,Annual,True,Other
RERA-2019-0014949,2019-07-20,2019,7,Deira,2,Apartment,62001,5167,12,Annual,False,UAE
RERA-2019-0014950,2019-12-10,2019,12,Town Square,1,Apartment,50425,4202,12,Annual,True,India
RERA-2019-0014951,2019-09-19,2019,9,Downtown Dubai,2,Apartment,165787,13816,12,Annual,False,UAE
RERA-2019-0014952,2019-12-10,2019,12,DIFC,2,Apartment,159655,13305,24,Quarterly,True,India
RERA-2019-0014953,2019-05-03,2019,5,JLT,2,Apartment,95053,7921,12,Quarterly,False,India
RERA-2019-0014954,2019-03-19,2019,3,Downtown Dubai,4,Villa,285721,23810,24,Bi-annual,False,Pakistan
RERA-2019-0014955,2019-03-06,2019,3,Dubai Marina,1,Apartment,88869,7406,12,Annual,False,UK
RERA-2019-0014956,2019-01-31,2019,1,DIFC,2,Apartment,191519,15960,24,Annual,True,Other
RERA-2019-0014957,2019-05-15,2019,5,Mirdif,1,Apartment,51382,4282,12,Monthly,True,Other
RERA-2019-0014958,2019-03-10,2019,3,Downtown Dubai,1,Apartment,94041,7837,12,Bi-annual,False,UAE
RERA-2019-0014959,2019-11-08,2019,11,JLT,3,Apartment,113761,9480,12,Annual,False,Egypt
RERA-2019-0014960,2019-09-12,2019,9,Mirdif,1,Apartment,52456,4371,12,Bi-annual,True,Other
RERA-2019-0014961,2019-04-11,2019,4,Deira,2,Apartment,69602,5800,12,Annual,False,India
RERA-2019-0014962,2019-11-24,2019,11,Discovery Gardens,0,Apartment,20408,1701,12,Monthly,False,Other
RERA-2019-0014963,2019-05-15,2019,5,JLT,2,Apartment,95713,7976,12,Annual,True,Other
RERA-2019-0014964,2019-08-02,2019,8,Bur Dubai,1,Apartment,37723,3144,12,Bi-annual,False,UAE
RERA-2019-0014965,2019-05-28,2019,5,Bur Dubai,1,Apartment,55063,4589,12,Bi-annual,True,India
RERA-2019-0014966,2019-04-17,2019,4,Palm Jumeirah,1,Apartment,149003,12417,12,Annual,False,India
RERA-2019-0014967,2019-02-22,2019,2,Town Square,2,Apartment,68276,5690,12,Bi-annual,True,Other
RERA-2019-0014968,2019-09-27,2019,9,International City,1,Apartment,26163,2180,12,Monthly,True,Egypt
RERA-2019-0014969,2019-08-23,2019,8,Dubai Marina,3,Apartment,217476,18123,12,Quarterly,True,Pakistan
RERA-2019-0014970,2019-06-27,2019,6,Bur Dubai,2,Apartment,60203,5017,12,Monthly,True,UAE
RERA-2019-0014971,2019-06-02,2019,6,DIFC,1,Apartment,82377,6865,12,Bi-annual,True,Other
RERA-2019-0014972,2019-06-06,2019,6,Deira,2,Apartment,56554,4713,12,Bi-annual,True,Philippines
RERA-2019-0014973,2019-10-27,2019,10,Al Barsha,3,Apartment,114406,9534,12,Bi-annual,True,Other
RERA-2019-0014974,2019-02-25,2019,2,Dubai Marina,2,Apartment,103841,8653,12,Bi-annual,False,Egypt
RERA-2019-0014975,2019-12-06,2019,12,International City,3,Apartment,48026,4002,12,Annual,True,Other
RERA-2019-0014976,2019-03-30,2019,3,Business Bay,3,Apartment,180413,15034,6,Bi-annual,False,Other
RERA-2019-0014977,2019-09-14,2019,9,Al Barsha,2,Apartment,96120,8010,24,Annual,False,Egypt
RERA-2019-0014978,2019-07-28,2019,7,Al Barsha,1,Apartment,50204,4184,12,Monthly,False,Other
RERA-2019-0014979,2019-07-01,2019,7,JVC,4,Villa,134004,11167,12,Monthly,False,UAE
RERA-2019-0014980,2019-08-28,2019,8,Business Bay,3,Apartment,196650,16388,12,Annual,False,Other
RERA-2019-0014981,2019-10-28,2019,10,Deira,2,Apartment,62762,5230,12,Bi-annual,False,Other
RERA-2019-0014982,2019-11-10,2019,11,Mirdif,4,Villa,145156,12096,12,Bi-annual,False,Other
