plot_id,plot_number,area_name,plot_area_sqft,zoning,ownership_type,registration_date,last_transfer_date,market_value_aed,is_mortgaged,developer_id
PLOT-002476,6026-B,Motor City,469180,Mixed,Freehold,2000-04-10,2023-08-03,289170287,False,DEV-0141
PLOT-002477,4666-B,Al Barsha,417247,Mixed,Freehold,2018-12-09,2018-09-08,350826305,False,DEV-0047
PLOT-002478,4429-E,Palm Jumeirah,143502,Mixed,Government,2014-01-17,2016-03-16,53867826,True,DEV-0055
PLOT-002479,3526-C,Dubai Hills Estate,274516,Commercial,Leasehold,2020-05-02,2020-08-29,86994576,False,DEV-0196
PLOT-002480,1153-C,Dubai Investment Park,313654,Residential,Freehold,2014-06-14,2021-02-08,120274671,False,DEV-0053
PLOT-002481,6339-C,Dubailand,300020,Commercial,Leasehold,2017-06-25,2024-11-20,475147879,True,DEV-0198
PLOT-002482,7269-A,Dubai Marina,238227,Industrial,Leasehold,2004-01-08,2020-09-14,361697703,True,DEV-0056
PLOT-002483,7760-B,Al Quoz,146336,Mixed,Leasehold,2011-11-17,2018-06-26,125414768,True,DEV-0165
PLOT-002484,9051-A,Bur Dubai,366745,Commercial,Freehold,2020-01-29,2019-04-30,409136680,True,DEV-0045
PLOT-002485,4213-E,Al Quoz,189230,Residential,Government,2018-07-20,2022-12-20,100420485,False,DEV-0001
PLOT-002486,2372-C,Al Satwa,481750,Mixed,Leasehold,2010-04-18,2016-08-16,107312889,False,DEV-0172
PLOT-002487,1986-D,Jebel Ali,283152,Mixed,Freehold,2018-03-27,2019-09-12,265631071,False,DEV-0129
PLOT-002488,9131-C,Dubai Creek Harbour,125624,Mixed,Freehold,2007-12-31,2023-01-05,84875803,False,DEV-0005
PLOT-002489,5923-E,Dubai Investment Park,245764,Mixed,Freehold,2016-11-28,2022-01-23,446511485,False,DEV-0173
PLOT-002490,1469-D,Jebel Ali,281967,Commercial,Leasehold,2014-06-05,2024-09-21,224423619,False,DEV-0109
PLOT-002491,3134-B,Dubai South,345066,Residential,Freehold,2011-08-30,2022-08-08,279191703,True,DEV-0122
PLOT-002492,653-C,Al Karama,243025,Commercial,Freehold,2021-11-15,2021-07-21,41880915,False,DEV-0125
PLOT-002493,7183-B,Bur Dubai,218779,Mixed,Freehold,2001-05-08,2018-11-16,353957193,False,DEV-0176
PLOT-002494,3547-A,Al Mizhar,147867,Residential,Freehold,2010-05-05,2024-08-12,258895691,True,DEV-0143
PLOT-002495,9752-D,Dubai Investment Park,407646,Industrial,Freehold,2001-07-28,2018-06-10,261458975,True,DEV-0054
PLOT-002496,6917-C,Al Quoz,498001,Commercial,Leasehold,2014-04-25,2020-03-31,426072337,True,DEV-0144
PLOT-002497,1729-B,DIFC,222263,Commercial,Freehold,2014-06-03,2022-03-09,484075500,False,DEV-0008
PLOT-002498,9632-E,Mirdif,495146,Residential,Freehold,2011-01-02,2022-01-07,78575023,False,DEV-0020
PLOT-002499,5508-C,Town Square,384559,Industrial,Freehold,2004-08-08,2023-10-06,292421754,False,DEV-0032
PLOT-002500,6589-D,Al Satwa,340131,Commercial,Freehold,2002-04-01,2019-11-03,216309537,True,DEV-0020
PLOT-002501,9101-E,Al Quoz,82766,Green,Government,2015-06-21,2017-09-25,96608367,True,DEV-0189
PLOT-002502,5613-A,Muhaisnah,18702,Commercial,Freehold,2004-12-26,2017-05-20,439484242,False,DEV-0029
PLOT-002503,6622-A,Al Karama,231868,Residential,Freehold,2004-08-07,2016-09-18,213841386,True,DEV-0064
PLOT-002504,2743-E,Bur Dubai,158610,Green,Freehold,2006-01-29,2023-03-15,404755390,True,DEV-0092
PLOT-002505,7217-D,Al Wasl,439420,Residential,Freehold,2017-09-05,2019-10-07,35177867,False,DEV-0066
PLOT-002506,2981-D,Town Square,95311,Commercial,Leasehold,2021-04-07,2018-03-29,113796926,False,DEV-0188
PLOT-002507,2772-C,Al Twar,94538,Residential,Leasehold,2020-12-10,2021-09-01,170929923,False,DEV-0149
PLOT-002508,6449-D,Al Safa,489159,Residential,Freehold,2006-09-05,2017-11-10,490976431,False,DEV-0030
PLOT-002509,5457-C,Emaar Beachfront,169531,Commercial,Freehold,2010-10-24,2019-05-25,138714083,False,DEV-0012
PLOT-002510,4424-D,Umm Suqeim,449833,Residential,Freehold,2014-01-03,2018-12-19,458157490,False,DEV-0015
PLOT-002511,3365-C,Jebel Ali,157970,Mixed,Leasehold,2011-02-14,2015-08-20,3454859,False,DEV-0085
PLOT-002512,6846-D,Dubai Hills Estate,158078,Mixed,Leasehold,2022-03-07,2018-09-15,309287678,True,DEV-0137
PLOT-002513,7453-B,JLT,265346,Commercial,Leasehold,2011-09-14,2015-06-11,232191839,True,DEV-0182
PLOT-002514,325-E,Al Karama,104695,Commercial,Freehold,2013-08-28,2018-01-19,249521184,False,DEV-0079
PLOT-002515,6759-D,Umm Suqeim,204792,Residential,Leasehold,2008-06-03,2016-04-29,174844728,True,DEV-0101
PLOT-002516,698-A,Nad Al Sheba,243777,Residential,Freehold,2020-06-16,2024-01-25,67238368,True,DEV-0085
PLOT-002517,6371-A,DIFC,472789,Commercial,Leasehold,2000-04-18,2024-08-04,377444102,False,DEV-0164
PLOT-002518,822-B,Palm Jumeirah,367393,Green,Freehold,2013-05-06,2016-03-08,378863902,True,DEV-0131
PLOT-002519,8154-D,Al Quoz,7650,Green,Freehold,2021-02-23,2023-01-18,29049953,False,DEV-0036
PLOT-002520,1964-E,Arabian Ranches,180252,Commercial,Freehold,2004-12-21,2021-11-22,2699228,True,DEV-0046
PLOT-002521,3135-A,Dubailand,5731,Mixed,Leasehold,2005-02-09,2021-03-17,88746743,True,DEV-0198
PLOT-002522,5726-E,Al Furjan,261430,Commercial,Government,2009-02-06,2015-01-10,8162598,True,DEV-0023
PLOT-002523,9170-B,Al Safa,58063,Commercial,Government,2000-03-02,2017-12-22,246029680,False,DEV-0112
PLOT-002524,99-D,DIFC,382937,Mixed,Leasehold,2014-08-26,2020-03-17,282905844,False,DEV-0103
PLOT-002525,6710-A,Dubailand,157015,Industrial,Freehold,2004-09-17,2023-03-01,54967178,False,DEV-0174
PLOT-002526,8992-E,Al Safa,9122,Mixed,Freehold,2012-02-12,2021-11-09,151831303,False,DEV-0048
PLOT-002527,1006-E,Al Furjan,141504,Commercial,Leasehold,2005-11-03,2020-07-01,32042856,True,DEV-0124
PLOT-002528,2360-E,Al Wasl,295928,Industrial,Freehold,2006-12-23,2024-04-01,169533561,False,DEV-0093
PLOT-002529,2741-B,Jebel Ali,312227,Residential,Leasehold,2014-05-31,2015-10-12,371075738,True,DEV-0151
PLOT-002530,8383-E,Bur Dubai,99637,Green,Freehold,2005-04-21,2023-12-08,133185026,True,DEV-0146
PLOT-002531,866-C,Deira,333158,Commercial,Freehold,2012-12-21,2021-06-27,37058402,False,DEV-0118
PLOT-002532,6188-C,Nad Al Sheba,467597,Residential,Freehold,2005-10-09,2022-06-22,328156283,False,DEV-0052
PLOT-002533,7214-B,Dubai Marina,402850,Commercial,Freehold,2012-09-13,2022-09-17,457557451,True,DEV-0138
PLOT-002534,6198-D,Dubai Investment Park,220814,Residential,Government,2021-07-26,2016-09-13,119334377,True,DEV-0082
PLOT-002535,9060-E,Dubai Hills Estate,124067,Residential,Leasehold,2021-11-22,2022-05-28,93266001,False,DEV-0063
PLOT-002536,3907-A,Al Twar,198864,Residential,Freehold,2010-07-05,2015-04-12,139884074,False,DEV-0129
PLOT-002537,3561-E,Al Satwa,480215,Residential,Leasehold,2017-02-13,2024-11-02,194317306,False,DEV-0193
PLOT-002538,5278-E,Umm Suqeim,369750,Residential,Leasehold,2012-04-17,2024-03-21,371253580,False,DEV-0130
PLOT-002539,179-C,Al Twar,402650,Residential,Government,2016-05-17,2022-10-27,104677955,True,DEV-0176
PLOT-002540,3880-D,Al Mizhar,410373,Mixed,Freehold,2006-02-03,2015-04-14,298921301,False,DEV-0073
PLOT-002541,135-E,Al Qusais,121416,Residential,Government,2020-10-04,2022-01-28,263242125,False,DEV-0102
PLOT-002542,5895-B,Al Twar,41969,Industrial,Freehold,2006-09-01,2020-03-06,471536343,True,DEV-0050
PLOT-002543,2334-C,Umm Suqeim,166840,Mixed,Government,2003-08-08,2015-10-22,470994325,False,DEV-0185
PLOT-002544,2436-B,Dubai Creek Harbour,160975,Residential,Freehold,2003-12-01,2017-11-14,4641153,True,DEV-0165
PLOT-002545,1743-B,Discovery Gardens,373836,Mixed,Freehold,2003-02-15,2023-11-15,85233237,True,DEV-0197
PLOT-002546,8600-E,Warqa,290060,Residential,Leasehold,2008-08-04,2022-11-15,472659373,False,DEV-0057
PLOT-002547,1388-A,JLT,168454,Residential,Leasehold,2016-11-14,2024-12-05,56702180,True,DEV-0171
PLOT-002548,358-C,International City,79174,Commercial,Freehold,2015-07-11,2023-06-16,498425999,False,DEV-0025
PLOT-002549,6732-C,Dubai Investment Park,431707,Residential,Freehold,2003-01-06,2018-01-23,154009326,False,DEV-0161
PLOT-002550,2334-B,Dubailand,254407,Residential,Freehold,2008-01-29,2019-12-17,333670918,False,DEV-0162
PLOT-002551,9467-E,Dubai Hills Estate,100596,Residential,Freehold,2002-12-15,2016-09-14,73789552,False,DEV-0023
PLOT-002552,4131-D,Arabian Ranches,391066,Residential,Freehold,2019-06-07,2019-03-21,432862358,True,DEV-0182
PLOT-002553,2989-B,Al Wasl,349410,Commercial,Freehold,2002-04-11,2016-11-21,354743847,True,DEV-0125
PLOT-002554,6671-E,Town Square,81436,Residential,Freehold,2020-10-01,2015-12-20,94905811,True,DEV-0109
PLOT-002555,2688-E,International City,463865,Residential,Government,2007-01-12,2019-09-03,363174421,False,DEV-0131
PLOT-002556,4703-D,JLT,39196,Mixed,Leasehold,2008-03-15,2019-11-08,288475178,True,DEV-0181
PLOT-002557,8860-D,Warqa,345906,Commercial,Government,2006-02-12,2021-03-09,247124530,False,DEV-0162
PLOT-002558,8317-E,Dubailand,9902,Mixed,Freehold,2014-03-18,2015-06-05,219725557,False,DEV-0023
PLOT-002559,1924-B,Nad Al Sheba,363522,Commercial,Government,2011-05-07,2017-07-10,57547293,False,DEV-0179
PLOT-002560,6063-E,Al Twar,280882,Mixed,Freehold,2010-03-11,2024-06-19,149308448,False,DEV-0129
PLOT-002561,9658-E,Jebel Ali,139224,Commercial,Leasehold,2009-11-09,2019-09-26,246932023,True,DEV-0025
PLOT-002562,1121-A,Al Safa,368595,Mixed,Government,2003-04-25,2024-10-15,381505803,False,DEV-0064
PLOT-002563,7225-B,Dubai Creek Harbour,30431,Commercial,Freehold,2011-09-25,2023-06-29,484717868,False,DEV-0003
PLOT-002564,965-C,Al Qusais,251612,Mixed,Government,2017-04-26,2020-12-22,313102846,True,DEV-0158
PLOT-002565,7015-A,Al Satwa,399347,Industrial,Leasehold,2016-05-16,2022-12-10,4331015,True,DEV-0161
PLOT-002566,8148-C,Palm Jumeirah,108590,Residential,Leasehold,2002-12-19,2015-10-27,102382890,False,DEV-0146
PLOT-002567,99-B,Umm Suqeim,484630,Mixed,Freehold,2011-06-19,2022-06-14,418776774,False,DEV-0132
PLOT-002568,4096-E,Palm Jumeirah,339959,Residential,Freehold,2004-08-26,2018-11-18,29033984,False,DEV-0111
PLOT-002569,6856-D,JVC,441952,Commercial,Freehold,2006-11-30,2016-01-10,44632947,False,DEV-0003
PLOT-002570,5411-E,Umm Suqeim,133923,Industrial,Leasehold,2020-07-22,2016-02-11,69366029,True,DEV-0150
PLOT-002571,7783-C,Deira,259910,Mixed,Leasehold,2006-06-27,2019-09-15,346516432,False,DEV-0048
PLOT-002572,60-A,Deira,36057,Commercial,Freehold,2004-06-18,2016-12-11,409100869,False,DEV-0167
PLOT-002573,7695-D,Dubai South,77191,Residential,Freehold,2018-06-19,2019-08-08,269684566,False,DEV-0056
PLOT-002574,8113-B,Nad Al Sheba,359791,Industrial,Leasehold,2014-01-01,2021-07-21,170250853,False,DEV-0052
PLOT-002575,6785-A,Downtown Dubai,475537,Commercial,Government,2009-07-30,2024-09-16,280008470,True,DEV-0126
PLOT-002576,8458-C,Al Furjan,487145,Mixed,Freehold,2002-04-24,2021-08-27,198470714,True,DEV-0007
PLOT-002577,6191-C,Town Square,161468,Commercial,Leasehold,2023-12-13,2018-02-20,454546506,False,DEV-0134
PLOT-002578,2465-C,Warqa,489093,Residential,Government,2002-04-11,2019-12-31,232615271,False,DEV-0015
PLOT-002579,9974-A,Dubai Marina,283048,Residential,Freehold,2015-03-16,2023-09-14,10409151,False,DEV-0153
PLOT-002580,4906-C,Al Barsha,478522,Residential,Freehold,2008-12-12,2018-08-09,381404277,True,DEV-0062
PLOT-002581,8238-A,Dubailand,271545,Residential,Freehold,2016-04-24,2016-01-20,62575509,False,DEV-0088
PLOT-002582,682-E,Al Wasl,20602,Residential,Freehold,2017-11-07,2020-01-24,412188359,False,DEV-0195
PLOT-002583,3246-D,International City,61470,Commercial,Freehold,2006-02-13,2018-03-02,480912640,False,DEV-0031
PLOT-002584,2375-A,Al Karama,198726,Mixed,Leasehold,2003-03-19,2022-08-16,180664852,False,DEV-0155
PLOT-002585,4235-E,International City,303187,Residential,Freehold,2012-02-01,2024-01-19,42669848,False,DEV-0169
PLOT-002586,7373-C,Discovery Gardens,300771,Residential,Freehold,2012-07-30,2016-07-07,451649849,False,DEV-0177
PLOT-002587,547-E,Muhaisnah,195257,Commercial,Freehold,2010-11-17,2022-07-28,232350797,False,DEV-0034
PLOT-002588,1838-C,JLT,334060,Residential,Government,2008-05-02,2022-07-14,420209876,False,DEV-0070
PLOT-002589,3772-A,Al Quoz,177269,Residential,Freehold,2011-02-14,2019-11-20,120515490,False,DEV-0094
PLOT-002590,6661-B,Bur Dubai,317628,Residential,Freehold,2003-09-12,2022-08-22,446513359,False,DEV-0051
PLOT-002591,5604-C,International City,208569,Residential,Leasehold,2015-05-25,2015-07-29,183181932,False,DEV-0137
PLOT-002592,7118-D,Sports City,207934,Green,Freehold,2010-05-01,2022-04-02,330546104,False,DEV-0171
PLOT-002593,3150-B,Arabian Ranches,366568,Residential,Freehold,2020-02-21,2023-04-15,165555658,True,DEV-0083
PLOT-002594,329-C,Dubai Investment Park,311042,Commercial,Freehold,2021-04-16,2023-11-29,493697663,True,DEV-0154
PLOT-002595,4493-D,Al Mizhar,274513,Residential,Leasehold,2010-02-21,2019-06-20,81348218,False,DEV-0034
PLOT-002596,63-D,Downtown Dubai,385457,Commercial,Leasehold,2000-01-05,2019-04-27,410568342,True,DEV-0132
PLOT-002597,3401-A,Dubai South,176518,Commercial,Freehold,2022-04-25,2017-02-02,209825525,False,DEV-0127
PLOT-002598,3741-B,Downtown Dubai,457918,Residential,Freehold,2018-04-12,2020-08-18,294923738,True,DEV-0113
PLOT-002599,9788-D,Al Satwa,164743,Industrial,Leasehold,2018-07-08,2023-12-23,227540143,True,DEV-0165
PLOT-002600,1245-A,Jebel Ali,207584,Industrial,Freehold,2018-09-09,2015-07-26,78734702,True,DEV-0139
PLOT-002601,6849-D,Business Bay,207474,Residential,Leasehold,2002-12-09,2016-08-05,176120586,False,DEV-0040
PLOT-002602,3287-E,Dubai Marina,446490,Residential,Government,2004-04-04,2021-04-26,310494510,True,DEV-0125
PLOT-002603,4644-E,Al Twar,461023,Residential,Government,2023-09-15,2019-02-06,202513636,False,DEV-0087
PLOT-002604,7760-D,Al Satwa,299966,Mixed,Freehold,2010-10-30,2020-09-13,182992611,False,DEV-0036
PLOT-002605,3659-C,Arabian Ranches,137887,Industrial,Freehold,2019-08-11,2019-07-22,250726947,False,DEV-0081
PLOT-002606,940-C,Deira,166562,Commercial,Freehold,2002-06-11,2020-11-14,239986451,False,DEV-0151
PLOT-002607,3714-A,Umm Suqeim,460980,Residential,Freehold,2022-10-04,2021-11-26,296337185,False,DEV-0134
PLOT-002608,3431-E,Business Bay,67516,Green,Freehold,2000-05-02,2015-05-31,436190658,False,DEV-0095
PLOT-002609,2491-B,Dubai Marina,191256,Mixed,Freehold,2020-11-29,2020-03-27,256744981,False,DEV-0183
PLOT-002610,4655-C,Jumeirah,327846,Industrial,Leasehold,2009-08-11,2017-12-15,165956113,False,DEV-0056
PLOT-002611,6843-C,Downtown Dubai,358399,Residential,Government,2008-09-14,2019-05-13,62795292,True,DEV-0060
PLOT-002612,4174-C,Jebel Ali,252113,Commercial,Freehold,2011-05-22,2022-07-06,375897516,False,DEV-0136
PLOT-002613,7859-B,Jebel Ali,415017,Residential,Leasehold,2009-11-21,2021-04-16,252449514,True,DEV-0031
PLOT-002614,8727-B,Nad Al Sheba,237264,Mixed,Freehold,2012-08-21,2021-10-01,395512898,False,DEV-0115
PLOT-002615,226-C,JVC,385375,Commercial,Freehold,2013-12-24,2017-04-13,294846446,False,DEV-0012
PLOT-002616,2937-B,Downtown Dubai,227269,Residential,Freehold,2017-10-12,2022-04-15,379255308,False,DEV-0128
PLOT-002617,294-C,Al Twar,398592,Mixed,Freehold,2004-04-29,2015-08-05,205045487,False,DEV-0126
PLOT-002618,7684-C,DIFC,46806,Residential,Leasehold,2002-01-30,2019-10-01,249556110,True,DEV-0068
PLOT-002619,4836-B,Al Wasl,123957,Commercial,Freehold,2014-02-27,2015-10-19,3600505,False,DEV-0173
PLOT-002620,4923-D,Al Twar,303294,Residential,Leasehold,2001-10-04,2020-05-30,486256689,False,DEV-0039
PLOT-002621,8523-B,Dubailand,451180,Commercial,Freehold,2007-05-29,2019-08-25,60128708,True,DEV-0049
PLOT-002622,2183-D,Dubai Marina,432481,Green,Leasehold,2017-11-20,2019-02-10,109293919,True,DEV-0071
PLOT-002623,7470-D,Dubai South,40119,Mixed,Freehold,2002-05-30,2024-12-28,141178932,True,DEV-0111
PLOT-002624,8068-A,Downtown Dubai,195157,Residential,Freehold,2021-01-09,2020-04-18,58660589,True,DEV-0007
PLOT-002625,4841-D,Dubailand,195081,Mixed,Freehold,2015-07-31,2015-03-02,322210034,False,DEV-0028
PLOT-002626,2905-C,Al Satwa,440120,Commercial,Leasehold,2007-01-02,2023-07-08,353697161,False,DEV-0093
PLOT-002627,9368-C,Mirdif,13938,Commercial,Leasehold,2023-06-24,2015-10-21,106918734,False,DEV-0125
PLOT-002628,8182-D,JLT,168508,Industrial,Leasehold,2017-05-31,2019-08-08,162874642,True,DEV-0094
PLOT-002629,8859-A,Dubai Marina,117285,Residential,Leasehold,2005-03-07,2022-08-27,94552359,True,DEV-0071
PLOT-002630,8655-C,Dubai Investment Park,50990,Commercial,Government,2019-07-22,2023-04-16,446846095,False,DEV-0152
PLOT-002631,8433-A,Dubai Marina,179916,Residential,Freehold,2014-09-09,2024-10-04,198805177,False,DEV-0069
PLOT-002632,824-B,Al Safa,97458,Commercial,Freehold,2021-03-04,2023-04-16,466563330,False,DEV-0122
PLOT-002633,67-B,JLT,78392,Residential,Leasehold,2014-12-21,2021-06-11,274284586,True,DEV-0138
PLOT-002634,8942-D,JVC,301934,Industrial,Leasehold,2020-10-12,2018-02-08,17124264,False,DEV-0036
PLOT-002635,7320-D,Al Safa,153323,Commercial,Freehold,2013-04-19,2024-05-15,122447613,False,DEV-0005
PLOT-002636,6810-D,Dubai Investment Park,364099,Industrial,Government,2004-05-11,2017-10-11,66549391,True,DEV-0128
PLOT-002637,8399-C,Al Safa,128058,Commercial,Leasehold,2000-10-31,2022-07-29,468933640,True,DEV-0036
PLOT-002638,5332-A,Palm Jumeirah,385146,Residential,Leasehold,2022-02-12,2018-08-09,264183705,False,DEV-0132
PLOT-002639,6046-A,Al Mizhar,14080,Commercial,Government,2017-10-25,2021-07-08,387206718,True,DEV-0180
PLOT-002640,2744-B,Al Karama,69060,Residential,Freehold,2007-09-01,2024-09-28,484639846,True,DEV-0131
PLOT-002641,9828-D,Nad Al Sheba,210721,Green,Government,2014-08-06,2023-09-10,362386219,False,DEV-0151
PLOT-002642,435-A,Dubai South,389549,Commercial,Leasehold,2014-12-16,2016-10-23,283682537,False,DEV-0013
PLOT-002643,133-A,JLT,163442,Residential,Freehold,2006-04-25,2019-11-12,322926068,False,DEV-0057
PLOT-002644,5210-B,JLT,320233,Residential,Freehold,2014-02-06,2021-12-19,280362494,False,DEV-0139
PLOT-002645,2944-E,Mirdif,448943,Residential,Leasehold,2001-08-07,2018-08-26,480267178,True,DEV-0042
PLOT-002646,4083-A,DIFC,229663,Mixed,Freehold,2001-05-30,2017-02-28,317492279,False,DEV-0033
PLOT-002647,9787-C,Al Barsha,346292,Industrial,Government,2017-02-28,2023-09-18,138436520,False,DEV-0076
PLOT-002648,9298-C,Dubai Hills Estate,376770,Residential,Leasehold,2001-11-13,2021-07-23,204512501,False,DEV-0116
PLOT-002649,8206-C,Dubai Creek Harbour,380879,Residential,Freehold,2000-12-04,2018-01-27,148641903,False,DEV-0159
PLOT-002650,8463-D,Motor City,111501,Industrial,Leasehold,2022-05-21,2019-03-16,176689250,False,DEV-0052
PLOT-002651,9096-E,Al Karama,298955,Residential,Leasehold,2005-08-25,2021-06-19,400918663,False,DEV-0060
PLOT-002652,8248-D,Umm Suqeim,136557,Green,Government,2004-11-10,2021-10-24,161860804,False,DEV-0161
PLOT-002653,9194-C,Arabian Ranches,85465,Residential,Leasehold,2012-03-06,2019-12-16,359574156,False,DEV-0123
PLOT-002654,4732-E,Al Satwa,260132,Mixed,Leasehold,2009-04-10,2017-12-13,442074988,True,DEV-0108
PLOT-002655,8054-D,Dubailand,147492,Residential,Freehold,2007-09-17,2017-05-30,1023876,False,DEV-0141
PLOT-002656,9194-E,Ras Al Khor,183476,Commercial,Leasehold,2010-11-23,2017-07-05,234527581,False,DEV-0182
PLOT-002657,9072-E,Dubai Marina,82420,Mixed,Leasehold,2012-03-24,2017-12-05,425974403,False,DEV-0045
PLOT-002658,2481-E,Jebel Ali,118322,Residential,Freehold,2002-03-31,2020-04-04,416026626,False,DEV-0084
PLOT-002659,4658-A,Dubai Marina,329395,Residential,Freehold,2017-11-24,2023-08-11,318632097,False,DEV-0138
PLOT-002660,9609-E,Palm Jumeirah,199296,Industrial,Freehold,2000-08-07,2021-09-25,6001405,False,DEV-0044
PLOT-002661,7072-D,Jebel Ali,35012,Residential,Freehold,2012-07-17,2023-06-26,261788660,False,DEV-0093
PLOT-002662,2806-D,Nad Al Sheba,38050,Mixed,Government,2008-05-25,2017-04-14,134636061,True,DEV-0159
PLOT-002663,3213-E,Dubai Creek Harbour,314567,Commercial,Government,2017-05-12,2019-03-01,204924245,False,DEV-0071
PLOT-002664,5877-A,Al Mizhar,260747,Commercial,Freehold,2006-09-07,2015-01-29,486022747,True,DEV-0110
PLOT-002665,752-A,Al Mizhar,489235,Residential,Freehold,2003-01-08,2023-10-06,399868808,False,DEV-0071
PLOT-002666,5448-B,Ras Al Khor,57313,Residential,Freehold,2021-05-01,2022-07-04,433877287,False,DEV-0055
PLOT-002667,9768-C,Arabian Ranches,138444,Residential,Freehold,2006-02-20,2024-12-29,346337041,True,DEV-0160
PLOT-002668,9720-E,Emaar Beachfront,283192,Residential,Leasehold,2022-01-18,2018-06-01,166735818,False,DEV-0131
PLOT-002669,9052-E,Al Twar,340599,Residential,Leasehold,2021-01-08,2017-03-05,376039177,False,DEV-0003
PLOT-002670,6156-B,Al Wasl,215968,Commercial,Government,2002-12-02,2022-02-28,101604623,False,DEV-0082
PLOT-002671,174-E,Al Twar,352426,Residential,Leasehold,2016-05-30,2021-10-08,104692208,True,DEV-0034
PLOT-002672,2619-A,JVC,456074,Mixed,Freehold,2023-06-26,2019-09-24,301016636,True,DEV-0109
PLOT-002673,159-E,Dubailand,232248,Residential,Freehold,2006-07-29,2024-04-19,14350595,True,DEV-0089
PLOT-002674,3357-E,Umm Suqeim,283965,Residential,Freehold,2000-10-10,2024-05-06,130028623,True,DEV-0160
PLOT-002675,6310-B,Al Barsha,241438,Residential,Freehold,2021-12-10,2022-12-13,454403387,False,DEV-0085
PLOT-002676,4315-D,Discovery Gardens,365990,Green,Freehold,2011-07-31,2021-02-12,380283240,False,DEV-0071
PLOT-002677,6651-B,Palm Jumeirah,497631,Residential,Freehold,2010-10-23,2016-11-13,421972578,False,DEV-0199
PLOT-002678,4821-D,Al Safa,208710,Residential,Government,2002-08-10,2023-07-11,303945820,True,DEV-0182
PLOT-002679,6904-C,Dubai Creek Harbour,384540,Mixed,Freehold,2016-06-20,2021-06-20,315542086,False,DEV-0183
PLOT-002680,6402-B,Al Twar,247327,Residential,Freehold,2005-08-01,2017-08-14,137430069,True,DEV-0026
PLOT-002681,5462-C,Dubai South,217479,Residential,Freehold,2004-07-18,2016-09-21,215968459,False,DEV-0146
PLOT-002682,8981-A,Ras Al Khor,143372,Industrial,Leasehold,2019-10-05,2020-12-05,255464897,True,DEV-0075
PLOT-002683,3360-C,Al Mizhar,12188,Mixed,Government,2003-06-12,2016-08-28,462720286,False,DEV-0011
PLOT-002684,5100-A,Dubai Creek Harbour,389950,Mixed,Leasehold,2003-08-20,2022-09-02,284331673,False,DEV-0011
PLOT-002685,8369-B,Sports City,398584,Residential,Leasehold,2018-04-17,2017-08-10,213089694,True,DEV-0098
PLOT-002686,9725-C,Al Satwa,236567,Residential,Freehold,2023-09-28,2024-05-03,373966561,False,DEV-0191
PLOT-002687,9446-D,Dubai South,373414,Mixed,Leasehold,2012-07-01,2016-05-25,50028641,False,DEV-0194
PLOT-002688,4692-B,Umm Suqeim,159033,Commercial,Government,2017-05-10,2020-01-09,119300944,False,DEV-0018
PLOT-002689,7078-A,Sports City,321150,Residential,Government,2013-07-26,2017-12-16,299082244,False,DEV-0117
PLOT-002690,8216-B,Dubai Hills Estate,398593,Residential,Government,2005-07-26,2019-09-27,50570637,False,DEV-0055
PLOT-002691,7820-D,Al Wasl,452691,Commercial,Freehold,2015-04-04,2023-03-08,300387560,False,DEV-0154
PLOT-002692,3210-B,Dubai South,161133,Industrial,Leasehold,2005-12-13,2019-12-26,436609559,True,DEV-0001
PLOT-002693,4371-A,Dubai Marina,310551,Commercial,Freehold,2004-06-14,2021-12-23,359615094,False,DEV-0097
PLOT-002694,4606-B,Al Wasl,413329,Residential,Freehold,2012-01-09,2015-04-27,497878735,True,DEV-0089
PLOT-002695,475-C,Al Satwa,450307,Commercial,Freehold,2004-07-20,2021-02-26,298135849,False,DEV-0089
PLOT-002696,3301-D,Emaar Beachfront,200774,Mixed,Leasehold,2017-09-22,2022-12-18,26369543,True,DEV-0174
PLOT-002697,1744-D,Jumeirah,489989,Commercial,Leasehold,2020-04-22,2018-07-05,165964182,True,DEV-0031
PLOT-002698,8736-A,Dubai Investment Park,120711,Industrial,Freehold,2020-05-15,2023-02-14,378706109,True,DEV-0043
PLOT-002699,9553-B,Sports City,218252,Green,Freehold,2011-05-26,2022-03-01,133866797,True,DEV-0146
PLOT-002700,2287-D,Dubailand,78191,Residential,Freehold,2004-12-14,2024-06-14,414490509,False,DEV-0186
PLOT-002701,2877-E,JVC,77259,Commercial,Leasehold,2002-01-06,2019-05-20,79666173,False,DEV-0103
PLOT-002702,9670-D,Dubai South,277316,Residential,Government,2018-10-04,2022-09-23,268556772,True,DEV-0188
PLOT-002703,6287-B,Al Twar,70323,Mixed,Freehold,2017-01-16,2019-09-16,144491708,True,DEV-0060
PLOT-002704,2943-D,Motor City,164233,Mixed,Leasehold,2005-10-04,2018-11-13,429577947,False,DEV-0048
PLOT-002705,3315-A,Ras Al Khor,29784,Industrial,Freehold,2016-11-03,2019-07-14,494220156,True,DEV-0061
PLOT-002706,4304-E,Al Quoz,104590,Mixed,Leasehold,2014-10-07,2015-09-07,226426982,True,DEV-0200
PLOT-002707,8614-D,Al Safa,156688,Industrial,Government,2011-08-05,2023-02-17,320426039,True,DEV-0124
PLOT-002708,8071-A,Al Barsha,469919,Mixed,Freehold,2014-08-02,2016-07-09,14179785,False,DEV-0083
