building_id,building_name,area,building_type,floors,units_count,built_year,parking_spaces,has_gym,has_pool,has_concierge,service_charge_per_sqft,grade
BLDG-002045,Building 2045,Palm Jumeirah,Commercial,8,217,1990,597,True,True,True,30.04,C
BLDG-002046,Al Tower 48,Al Furjan,Commercial,21,350,2022,32,False,True,False,13.56,B
BLDG-002047,Sports Tower 21,Sports City,Residential,63,310,2011,405,False,True,False,21.79,A
BLDG-002048,Bur Tower 37,Bur Dubai,Residential,79,231,2023,264,True,False,True,18.7,A
BLDG-002049,Al Tower 36,Al Barsha,Residential,16,125,2012,203,True,False,False,14.91,A
BLDG-002050,Arabian Tower 25,Arabian Ranches,Residential,35,378,2006,417,True,False,False,20.83,B
BLDG-002051,Building 2051,Dubai Creek Harbour,Residential,70,396,2011,268,False,True,False,8.64,B
BLDG-002052,Building 2052,Al Furjan,Commercial,92,274,2002,80,False,True,False,25.62,B
BLDG-002053,Al Tower 44,Al Safa,Mixed,88,337,1998,36,True,False,False,22.26,A
BLDG-002054,Building 2054,Jumeirah,Commercial,55,244,2022,283,True,False,False,29.11,C
BLDG-002055,Business Tower 46,Business Bay,Residential,88,410,2022,378,True,True,False,34.85,A
BLDG-002056,Building 2056,Al Quoz,Residential,23,121,2017,402,False,False,False,33.9,C
BLDG-002057,Al Tower 45,Al Twar,Commercial,67,80,2009,502,False,False,True,33.72,C
BLDG-002058,Al Tower 48,Al Safa,Residential,21,42,2001,380,True,True,False,10.77,B
BLDG-002059,Building 2059,Ras Al Khor,Residential,70,366,1999,469,True,True,False,19.33,A
BLDG-002060,Al Tower 15,Al Qusais,Mixed,13,262,1992,100,True,False,False,18.25,A
BLDG-002061,Building 2061,Dubai Creek Harbour,Residential,100,344,2007,599,True,False,True,13.92,C
BLDG-002062,Dubai Tower 16,Dubai Creek Harbour,Residential,13,413,1999,593,False,True,True,16.65,B
BLDG-002063,Mirdif Tower 49,Mirdif,Mixed,69,376,2010,56,True,True,False,20.31,B
BLDG-002064,Building 2064,International City,Residential,23,188,2012,390,False,False,False,28.05,C
BLDG-002065,JLT Tower 28,JLT,Mixed,62,287,1990,55,True,False,False,28.16,C
BLDG-002066,Ras Tower 39,Ras Al Khor,Residential,32,271,1993,45,False,False,True,13.14,A
BLDG-002067,Building 2067,Arabian Ranches,Residential,83,260,2014,535,True,True,False,29.85,A
BLDG-002068,JLT Tower 26,JLT,Residential,16,329,1994,155,True,True,False,22.79,C
BLDG-002069,Town Tower 15,Town Square,Residential,59,418,1999,110,False,True,False,13.91,B
BLDG-002070,JLT Tower 37,JLT,Residential,53,210,1996,600,True,False,True,33.92,A
BLDG-002071,Palm Tower 44,Palm Jumeirah,Commercial,62,445,2006,19,True,True,False,8.66,B
BLDG-002072,Downtown Tower 31,Downtown Dubai,Commercial,54,52,2020,402,False,True,False,31.18,A
BLDG-002073,Building 2073,Ras Al Khor,Mixed,42,289,2017,73,False,False,False,15.96,A
BLDG-002074,Arabian Tower 13,Arabian Ranches,Commercial,43,79,1994,58,False,True,True,33.91,A
BLDG-002075,Al Tower 21,Al Wasl,Mixed,42,81,1998,138,False,False,True,33.93,C
BLDG-002076,Al Tower 29,Al Twar,Residential,96,141,1990,178,False,True,False,31.51,B
BLDG-002077,Building 2077,Mirdif,Commercial,81,284,2014,455,True,True,True,17.26,B
BLDG-002078,Building 2078,Business Bay,Residential,96,413,2004,597,True,True,False,32.23,A
BLDG-002079,Discovery Tower 5,Discovery Gardens,Residential,8,44,2024,212,False,True,False,10.64,B
BLDG-002080,Al Tower 34,Al Twar,Mixed,52,449,2023,87,True,False,True,29.59,C
BLDG-002081,Building 2081,Al Satwa,Hotel,39,58,1996,176,True,True,False,33.54,A
BLDG-002082,Town Tower 43,Town Square,Mixed,4,238,1999,370,True,True,True,25.68,C
BLDG-002083,Building 2083,Al Mizhar,Residential,58,133,2019,559,True,True,True,23.83,B
BLDG-002084,Building 2084,Al Safa,Commercial,52,129,2004,396,False,True,False,9.84,B
BLDG-002085,Building 2085,Discovery Gardens,Residential,56,369,2013,89,True,False,False,12.11,C
BLDG-002086,Building 2086,Arabian Ranches,Residential,20,45,2022,356,False,False,True,28.52,C
BLDG-002087,Al Tower 39,Al Safa,Residential,10,493,1999,561,False,True,True,30.71,B
BLDG-002088,Building 2088,Al Safa,Residential,50,92,2007,45,False,True,False,19.63,A
BLDG-002089,Building 2089,Dubai Investment Park,Residential,20,300,2005,216,True,False,False,15.13,B
BLDG-002090,Building 2090,Mirdif,Commercial,25,307,2019,451,True,True,False,16.41,B
BLDG-002091,Dubai Tower 1,Dubai Land,Mixed,54,82,2024,106,True,False,False,9.46,B
BLDG-002092,Dubai Tower 3,Dubai Investment Park,Commercial,80,41,1995,56,False,True,False,32.26,C
BLDG-002093,JLT Tower 3,JLT,Mixed,82,342,2021,428,True,False,False,10.84,B
BLDG-002094,Mirdif Tower 42,Mirdif,Commercial,32,77,1991,304,False,False,False,11.74,C
BLDG-002095,Al Tower 4,Al Twar,Commercial,36,447,2009,456,True,True,True,31.45,B
BLDG-002096,Al Tower 23,Al Barsha,Residential,62,366,1991,453,False,False,True,26.12,A
BLDG-002097,Sports Tower 39,Sports City,Commercial,23,229,2005,264,False,True,False,13.25,C
BLDG-002098,Discovery Tower 9,Discovery Gardens,Mixed,67,248,2016,27,True,False,False,32.65,B
BLDG-002099,Al Tower 50,Al Furjan,Commercial,79,165,1995,542,False,False,True,24.7,C
BLDG-002100,Arabian Tower 7,Arabian Ranches,Residential,74,48,2013,580,True,True,False,9.07,B
BLDG-002101,Dubai Tower 46,Dubai Marina,Residential,66,166,2009,371,False,True,True,8.66,B
BLDG-002102,Mirdif Tower 26,Mirdif,Mixed,62,497,2005,86,False,False,False,9.6,C
BLDG-002103,Building 2103,Al Qusais,Mixed,93,432,1994,65,False,False,False,24.69,A
BLDG-002104,Al Tower 45,Al Karama,Residential,6,209,1992,135,True,True,True,19.45,B
BLDG-002105,Town Tower 32,Town Square,Residential,99,234,1993,80,False,False,True,16.09,A
BLDG-002106,Building 2106,Dubai Hills Estate,Mixed,92,290,2001,84,False,False,False,24.93,A
BLDG-002107,International Tower 39,International City,Residential,92,484,2018,512,True,False,True,32.04,C
BLDG-002108,Al Tower 6,Al Qusais,Residential,64,303,2011,503,False,False,True,21.9,C
BLDG-002109,Building 2109,Al Mizhar,Residential,57,90,2011,476,False,True,False,24.02,A
BLDG-002110,Town Tower 4,Town Square,Residential,30,403,2007,488,False,False,False,22.91,A
BLDG-002111,JLT Tower 3,JLT,Mixed,29,414,2001,116,False,True,False,18.26,C
BLDG-002112,International Tower 22,International City,Mixed,45,288,1992,551,False,False,False,18.04,A
BLDG-002113,Building 2113,Business Bay,Residential,83,83,2021,397,True,True,False,18.92,C
BLDG-002114,Warqa Tower 33,Warqa,Commercial,17,208,2021,271,False,True,False,11.09,B
BLDG-002115,Discovery Tower 42,Discovery Gardens,Residential,2,390,2012,482,False,True,False,19.67,C
BLDG-002116,Deira Tower 48,Deira,Mixed,62,128,2000,34,False,True,True,18.45,A
BLDG-002117,Jumeirah Tower 34,Jumeirah,Mixed,45,84,2009,73,True,False,False,10.05,A
BLDG-002118,JVC Tower 16,JVC,Commercial,28,192,2017,329,False,False,False,27.51,B
BLDG-002119,Building 2119,Bur Dubai,Residential,95,359,2003,467,True,False,True,15.84,B
BLDG-002120,Mirdif Tower 50,Mirdif,Residential,93,38,1997,190,True,True,True,29.36,B
BLDG-002121,Building 2121,Umm Suqeim,Mixed,75,315,2011,452,True,True,False,31.88,C
BLDG-002122,Discovery Tower 45,Discovery Gardens,Residential,61,125,1991,369,True,False,True,23.95,C
BLDG-002123,Al Tower 10,Al Twar,Residential,70,239,2023,201,False,False,True,10.38,A
BLDG-002124,Bur Tower 40,Bur Dubai,Mixed,58,67,2019,108,False,False,True,13.34,C
BLDG-002125,Al Tower 7,Al Furjan,Residential,85,351,2016,563,True,True,False,18.38,B
BLDG-002126,Building 2126,Al Barsha,Commercial,46,103,2007,224,True,False,True,22.39,A
BLDG-002127,Building 2127,Motor City,Commercial,42,468,2019,47,True,False,True,13.99,B
BLDG-002128,Town Tower 43,Town Square,Mixed,81,108,1995,45,True,False,False,24.96,A
BLDG-002129,Al Tower 8,Al Wasl,Hotel,77,104,1994,134,True,True,False,22.44,B
BLDG-002130,Bur Tower 25,Bur Dubai,Mixed,59,173,2009,325,False,True,False,14.32,C
BLDG-002131,DIFC Tower 40,DIFC,Commercial,68,339,2011,227,False,True,False,18.28,A
BLDG-002132,Building 2132,Downtown Dubai,Mixed,18,48,2013,256,False,True,False,10.71,A
BLDG-002133,Building 2133,Sports City,Residential,98,137,2022,119,False,True,False,24.43,B
BLDG-002134,Building 2134,Mirdif,Residential,92,178,1993,361,True,False,True,12.27,C
BLDG-002135,Al Tower 40,Al Mizhar,Mixed,9,359,2004,151,False,True,False,23.27,B
BLDG-002136,Motor Tower 50,Motor City,Commercial,53,408,2021,98,True,True,True,17.49,B
BLDG-002137,Building 2137,Al Satwa,Hotel,57,381,2007,278,False,False,True,11.65,B
BLDG-002138,Building 2138,Dubailand,Mixed,83,101,2020,382,False,False,True,25.5,B
BLDG-002139,Al Tower 4,Al Satwa,Residential,76,218,1999,381,False,False,True,22.05,B
BLDG-002140,Al Tower 32,Al Twar,Residential,15,406,2017,366,False,True,False,21.87,B
BLDG-002141,Dubai Tower 50,Dubai Hills Estate,Commercial,67,33,2010,148,False,True,True,25.78,A
BLDG-002142,Building 2142,Dubai Land,Mixed,87,312,1996,192,False,False,False,23.13,C
BLDG-002143,Building 2143,Jebel Ali,Residential,41,52,2021,71,True,False,True,30.91,C
BLDG-002144,Muhaisnah Tower 35,Muhaisnah,Hotel,77,220,2003,460,False,False,False,18.66,B
BLDG-002145,Town Tower 39,Town Square,Mixed,59,163,2010,116,False,True,False,25.03,A
BLDG-002146,Building 2146,Muhaisnah,Residential,11,316,2015,13,False,True,True,17.09,A
BLDG-002147,Building 2147,Downtown Dubai,Mixed,75,200,2016,182,False,True,True,15.91,C
BLDG-002148,Building 2148,Bur Dubai,Residential,100,438,2018,284,True,True,False,29.89,A
BLDG-002149,Palm Tower 32,Palm Jumeirah,Residential,39,220,2018,184,True,False,True,32.41,B
BLDG-002150,Building 2150,Deira,Residential,80,455,1997,158,True,False,False,27.97,C
BLDG-002151,DIFC Tower 21,DIFC,Mixed,48,139,2009,456,False,False,False,14.79,B
BLDG-002152,Dubai Tower 10,Dubai Hills Estate,Mixed,65,443,2008,403,True,False,False,29.4,B
BLDG-002153,Ras Tower 17,Ras Al Khor,Residential,15,474,2005,21,True,True,False,18.47,B
BLDG-002154,Dubai Tower 25,Dubai Hills Estate,Commercial,82,448,2010,261,True,True,True,12.49,B
BLDG-002155,Discovery Tower 33,Discovery Gardens,Residential,46,242,2000,235,False,True,True,13.99,B
BLDG-002156,Building 2156,JVC,Commercial,83,114,2018,228,True,False,True,12.76,B
BLDG-002157,Warqa Tower 30,Warqa,Residential,80,259,2024,112,True,True,False,9.29,C
BLDG-002158,Al Tower 30,Al Mizhar,Commercial,19,92,2024,78,True,False,False,21.96,C
BLDG-002159,Building 2159,Al Wasl,Commercial,2,89,2019,514,True,False,False,18.73,A
BLDG-002160,Warqa Tower 19,Warqa,Residential,91,193,1997,126,False,True,False,31.75,B
BLDG-002161,Bur Tower 33,Bur Dubai,Residential,14,212,1998,422,True,True,True,12.07,B
BLDG-002162,Jebel Tower 39,Jebel Ali,Residential,73,105,2011,262,True,True,False,26.59,B
BLDG-002163,Al Tower 10,Al Twar,Commercial,42,296,2015,349,False,False,False,13.42,B
BLDG-002164,Dubai Tower 9,Dubai South,Mixed,74,341,2023,141,False,True,False,32.52,B
BLDG-002165,Al Tower 41,Al Karama,Mixed,32,341,2013,44,False,False,True,10.21,B
BLDG-002166,Building 2166,Al Safa,Residential,86,259,2021,190,False,False,False,9.79,A
BLDG-002167,Dubai Tower 11,Dubai Hills Estate,Residential,97,486,1994,588,False,False,False,32.62,C
BLDG-002168,Building 2168,Jebel Ali,Residential,70,70,2010,269,False,False,False,32.92,B
BLDG-002169,Palm Tower 11,Palm Jumeirah,Commercial,44,253,1996,568,True,True,False,12.45,B
BLDG-002170,Dubailand Tower 3,Dubailand,Commercial,95,274,2016,147,True,False,True,18.26,A
BLDG-002171,Jebel Tower 39,Jebel Ali,Residential,10,464,1991,375,True,True,True,20.1,B
BLDG-002172,Building 2172,JLT,Residential,99,474,2007,582,True,True,False,18.87,B
BLDG-002173,Building 2173,Nad Al Sheba,Residential,67,237,2000,574,False,True,True,10.42,B
BLDG-002174,Building 2174,Al Qusais,Mixed,86,376,1999,283,False,False,False,26.11,B
BLDG-002175,Nad Tower 6,Nad Al Sheba,Mixed,74,412,2023,243,False,False,False,11.87,B
BLDG-002176,Building 2176,Sports City,Commercial,59,183,2023,238,False,True,True,10.88,C
BLDG-002177,Building 2177,Mirdif,Mixed,99,178,1992,479,False,True,False,18.85,C
BLDG-002178,Building 2178,Palm Jumeirah,Residential,58,398,2010,154,False,True,False,10.88,B
BLDG-002179,Dubailand Tower 19,Dubailand,Residential,17,32,2011,270,True,True,True,20.7,A
BLDG-002180,Al Tower 42,Al Satwa,Commercial,3,361,2024,211,False,False,False,9.77,A
BLDG-002181,DIFC Tower 20,DIFC,Mixed,99,277,2002,79,False,False,False,9.41,B
BLDG-002182,Dubai Tower 13,Dubai Marina,Mixed,32,462,2014,530,True,False,True,28.32,C
BLDG-002183,Building 2183,Al Twar,Mixed,39,313,2023,64,True,False,True,8.81,C
BLDG-002184,Building 2184,Al Barsha,Commercial,61,477,2007,575,True,True,True,29.71,B
BLDG-002185,Dubai Tower 6,Dubai Marina,Commercial,59,432,2016,435,False,True,False,33.64,C
BLDG-002186,Al Tower 13,Al Safa,Residential,85,125,2018,188,True,False,False,14.94,B
BLDG-002187,Discovery Tower 40,Discovery Gardens,Residential,11,377,2017,342,False,True,True,32.87,A
BLDG-002188,Building 2188,Al Furjan,Commercial,23,203,2018,371,True,False,True,20.85,C
BLDG-002189,Palm Tower 37,Palm Jumeirah,Residential,31,200,1997,135,False,False,True,34.49,C
BLDG-002190,Dubai Tower 18,Dubai Investment Park,Commercial,69,328,2013,115,False,False,True,31.42,B
BLDG-002191,Muhaisnah Tower 37,Muhaisnah,Residential,93,240,1990,350,True,False,False,27.5,B
BLDG-002192,Building 2192,Dubai Marina,Commercial,23,188,1999,105,True,True,True,15.29,C
BLDG-002193,Nad Tower 34,Nad Al Sheba,Hotel,75,240,2016,366,True,True,False,28.9,B
BLDG-002194,Dubai Tower 11,Dubai Investment Park,Residential,83,32,2003,578,False,False,True,12.67,C
BLDG-002195,Arabian Tower 1,Arabian Ranches,Residential,57,270,1995,206,True,False,False,19.31,A
BLDG-002196,Building 2196,Dubai Investment Park,Residential,16,397,2006,45,True,True,True,13.73,B
BLDG-002197,Building 2197,DIFC,Residential,57,273,2001,167,True,False,True,16.83,A
BLDG-002198,Building 2198,Jebel Ali,Commercial,55,120,2013,260,True,False,False,29.44,B
BLDG-002199,JVC Tower 10,JVC,Residential,36,328,2013,383,False,True,True,31.47,B
BLDG-002200,JVC Tower 47,JVC,Mixed,72,448,1997,86,True,False,False,10.22,A
BLDG-002201,Building 2201,Dubai Hills Estate,Residential,66,370,1990,568,False,False,False,10.93,B
BLDG-002202,Al Tower 5,Al Quoz,Residential,52,86,2023,93,True,False,True,12.84,B
BLDG-002203,Umm Tower 2,Umm Suqeim,Residential,22,402,2001,119,True,True,True,23.44,C
BLDG-002204,Building 2204,JVC,Residential,61,339,1999,520,True,True,False,25.77,B
BLDG-002205,Building 2205,Nad Al Sheba,Residential,50,456,2009,106,False,True,False,32.82,A
BLDG-002206,Al Tower 42,Al Barsha,Commercial,33,444,2018,37,True,False,False,19.91,B
BLDG-002207,Building 2207,Al Karama,Commercial,65,261,1991,406,False,True,True,18.45,B
BLDG-002208,Dubai Tower 7,Dubai Creek Harbour,Residential,77,361,1996,91,False,True,False,25.5,C
BLDG-002209,Town Tower 5,Town Square,Hotel,44,498,2005,550,False,False,True,29.59,A
BLDG-002210,Nad Tower 10,Nad Al Sheba,Residential,78,269,2000,48,False,False,True,33.12,A
BLDG-002211,Building 2211,Sports City,Residential,90,284,2000,117,True,True,True,9.39,A
BLDG-002212,Downtown Tower 42,Downtown Dubai,Residential,91,227,1990,503,True,False,True,13.15,C
BLDG-002213,Al Tower 46,Al Wasl,Residential,17,39,2019,274,True,True,True,31.7,C
BLDG-002214,Dubai Tower 28,Dubai Creek Harbour,Mixed,98,294,2002,497,True,False,False,29.32,A
BLDG-002215,Building 2215,Al Safa,Residential,24,211,2013,189,False,True,True,16.52,C
BLDG-002216,Al Tower 2,Al Barsha,Residential,19,268,2002,349,True,True,True,18.87,B
BLDG-002217,Ras Tower 10,Ras Al Khor,Residential,93,147,2020,269,False,False,True,28.65,C
BLDG-002218,Building 2218,Town Square,Hotel,9,385,2000,445,True,False,False,33.98,B
BLDG-002219,Bur Tower 21,Bur Dubai,Mixed,55,161,2006,247,True,True,True,26.01,A
BLDG-002220,Dubai Tower 12,Dubai Hills Estate,Commercial,54,68,2017,565,False,True,False,18.51,C
BLDG-002221,Building 2221,Dubai Investment Park,Residential,74,342,2007,103,False,True,True,26.13,C
BLDG-002222,Dubai Tower 36,Dubai Creek Harbour,Mixed,65,31,2007,72,True,True,False,21.81,A
BLDG-002223,Umm Tower 21,Umm Suqeim,Mixed,81,61,2023,471,True,False,False,30.45,B
BLDG-002224,Mirdif Tower 29,Mirdif,Residential,83,325,2007,592,False,False,True,31.72,C
BLDG-002225,Bur Tower 25,Bur Dubai,Residential,20,312,2020,308,False,True,False,23.3,B
BLDG-002226,International Tower 49,International City,Residential,5,367,1992,416,False,True,True,19.31,B
BLDG-002227,Nad Tower 8,Nad Al Sheba,Residential,97,108,2007,85,False,True,False,25.6,A
BLDG-002228,Building 2228,Downtown Dubai,Mixed,43,312,2007,100,False,True,True,14.0,A
BLDG-002229,Building 2229,Palm Jumeirah,Residential,28,274,1990,560,False,True,False,29.65,B
BLDG-002230,JVC Tower 43,JVC,Hotel,81,487,2017,95,True,True,False,24.54,A
BLDG-002231,Mirdif Tower 19,Mirdif,Hotel,12,86,2023,265,False,False,True,20.86,B
BLDG-002232,Building 2232,Al Furjan,Residential,92,40,2010,217,False,False,True,10.57,C
BLDG-002233,Building 2233,Jebel Ali,Commercial,74,230,2008,119,False,True,False,30.31,A
BLDG-002234,Muhaisnah Tower 26,Muhaisnah,Residential,80,31,2011,161,True,True,True,33.41,B
BLDG-002235,Umm Tower 21,Umm Suqeim,Residential,15,454,2022,417,True,False,False,24.67,A
BLDG-002236,Discovery Tower 28,Discovery Gardens,Residential,98,325,1999,263,True,True,False,34.58,B
BLDG-002237,Building 2237,Al Wasl,Mixed,20,109,2010,19,False,True,False,28.1,B
BLDG-002238,Building 2238,JVC,Mixed,6,121,1999,595,False,True,True,28.28,B
BLDG-002239,Jebel Tower 20,Jebel Ali,Mixed,68,146,2012,133,True,False,False,13.58,B
BLDG-002240,Al Tower 45,Al Wasl,Residential,35,189,1994,415,True,False,True,30.97,B
BLDG-002241,Dubai Tower 41,Dubai Investment Park,Residential,40,209,2017,470,False,True,True,31.41,B
BLDG-002242,Ras Tower 40,Ras Al Khor,Residential,19,483,2022,443,False,False,False,23.75,B
BLDG-002243,Building 2243,Al Twar,Residential,26,481,2024,315,True,True,True,34.86,B
BLDG-002244,Building 2244,Muhaisnah,Residential,4,245,1990,197,False,True,False,9.01,B
BLDG-002245,Building 2245,Al Barsha,Commercial,91,218,1999,578,False,False,False,12.19,C
BLDG-002246,Al Tower 14,Al Quoz,Mixed,70,301,1994,171,False,False,False,17.98,C
BLDG-002247,Building 2247,Dubai Creek Harbour,Mixed,62,204,2023,358,False,False,False,18.12,C
BLDG-002248,Al Tower 43,Al Wasl,Mixed,35,325,1990,195,False,True,True,25.69,B
BLDG-002249,Umm Tower 38,Umm Suqeim,Residential,24,325,1995,361,False,False,True,22.76,B
BLDG-002250,Building 2250,Downtown Dubai,Residential,45,172,1992,576,True,False,True,23.2,C
BLDG-002251,Ras Tower 37,Ras Al Khor,Commercial,14,35,2005,497,False,False,False,25.74,B
BLDG-002252,Al Tower 7,Al Safa,Residential,67,304,2007,53,True,False,False,24.45,A
BLDG-002253,Downtown Tower 23,Downtown Dubai,Mixed,21,345,2021,190,False,False,True,12.0,C
BLDG-002254,Dubai Tower 25,Dubai Land,Residential,38,484,2008,18,True,False,True,10.51,B
BLDG-002255,Building 2255,Palm Jumeirah,Residential,64,266,1996,264,True,False,False,25.35,A
BLDG-002256,Dubai Tower 10,Dubai Creek Harbour,Commercial,47,358,2001,66,True,True,True,16.46,B
BLDG-002257,Building 2257,Al Quoz,Commercial,79,172,2002,453,True,False,False,20.32,B
BLDG-002258,Sports Tower 12,Sports City,Commercial,5,106,1997,67,True,True,True,32.11,A
BLDG-002259,Building 2259,Al Mizhar,Residential,61,54,2006,135,False,True,False,11.39,A
BLDG-002260,Building 2260,Palm Jumeirah,Residential,29,499,1994,52,True,True,True,19.8,C
BLDG-002261,JVC Tower 44,JVC,Mixed,62,367,2002,423,False,True,False,22.18,B
BLDG-002262,Building 2262,Umm Suqeim,Mixed,60,354,2012,560,True,False,True,26.16,B
BLDG-002263,Umm Tower 4,Umm Suqeim,Residential,17,354,2013,525,False,False,True,16.91,B
BLDG-002264,Building 2264,Al Karama,Commercial,24,194,2009,24,False,False,False,30.71,B
BLDG-002265,Dubai Tower 28,Dubai Investment Park,Residential,30,218,1993,246,False,False,True,28.11,B
BLDG-002266,Dubai Tower 20,Dubai Creek Harbour,Residential,17,475,2011,26,True,False,False,34.1,A
BLDG-002267,Al Tower 49,Al Mizhar,Residential,26,469,2021,500,True,True,False,11.19,A
BLDG-002268,JVC Tower 7,JVC,Residential,35,180,2003,574,False,False,True,28.81,B
BLDG-002269,Building 2269,Al Satwa,Commercial,14,395,2020,138,False,True,False,21.83,B
BLDG-002270,Al Tower 30,Al Safa,Hotel,50,409,2021,497,False,False,True,19.93,B
BLDG-002271,Arabian Tower 21,Arabian Ranches,Residential,11,387,2020,140,True,True,False,19.89,B
BLDG-002272,Mirdif Tower 27,Mirdif,Commercial,81,263,2016,441,True,False,False,33.22,A
BLDG-002273,Building 2273,Umm Suqeim,Commercial,3,20,2012,30,False,True,True,8.92,A
BLDG-002274,Building 2274,Al Safa,Residential,41,254,2005,264,False,False,False,32.97,A
BLDG-002275,Building 2275,Al Barsha,Residential,2,101,2010,114,False,True,False,19.07,C
BLDG-002276,Al Tower 32,Al Furjan,Residential,25,462,2008,108,True,True,False,33.24,B
BLDG-002277,Building 2277,Downtown Dubai,Residential,75,486,2016,160,False,True,False,27.71,C
BLDG-002278,Building 2278,Dubailand,Residential,76,49,1992,422,True,False,False,17.01,B
BLDG-002279,Building 2279,Dubai Land,Residential,47,69,2003,362,False,True,True,24.6,B
BLDG-002280,Building 2280,Downtown Dubai,Commercial,37,67,2022,589,True,False,True,27.41,C
BLDG-002281,Al Tower 24,Al Safa,Residential,17,23,2012,350,True,False,True,8.68,B
BLDG-002282,Bur Tower 40,Bur Dubai,Commercial,20,11,2020,468,True,True,True,26.8,C
BLDG-002283,JVC Tower 26,JVC,Residential,83,49,2014,87,False,True,False,16.96,A
BLDG-002284,Dubai Tower 32,Dubai Investment Park,Commercial,46,125,2017,149,False,True,True,32.59,C
BLDG-002285,Jebel Tower 19,Jebel Ali,Commercial,43,297,1994,239,True,False,False,26.38,A
BLDG-002286,Building 2286,Bur Dubai,Mixed,41,465,2024,456,True,False,True,14.29,B
BLDG-002287,Muhaisnah Tower 14,Muhaisnah,Commercial,46,382,2023,235,True,True,True,33.99,C
BLDG-002288,Warqa Tower 45,Warqa,Residential,41,266,2012,174,False,True,False,14.83,B
BLDG-002289,Palm Tower 30,Palm Jumeirah,Residential,5,305,2018,401,True,False,True,29.74,C
BLDG-002290,JLT Tower 38,JLT,Mixed,40,329,2022,466,True,False,False,29.61,B
BLDG-002291,Dubai Tower 37,Dubai Land,Mixed,8,295,2016,156,False,False,False,20.97,A
BLDG-002292,Building 2292,Muhaisnah,Commercial,26,499,2016,559,False,True,True,33.98,C
BLDG-002293,Sports Tower 38,Sports City,Residential,46,398,1994,132,False,True,False,26.18,B
BLDG-002294,Building 2294,Dubai Creek Harbour,Mixed,65,243,2012,269,True,True,False,11.22,B
BLDG-002295,Mirdif Tower 4,Mirdif,Residential,86,414,1992,404,True,False,False,15.14,C
BLDG-002296,Building 2296,Umm Suqeim,Residential,14,431,2005,118,False,True,False,9.56,A
BLDG-002297,Building 2297,JLT,Commercial,89,243,2017,542,False,False,False,24.02,C
BLDG-002298,Dubai Tower 30,Dubai Marina,Residential,74,214,1992,448,False,True,True,22.94,B
BLDG-002299,Building 2299,Al Safa,Residential,10,256,2018,329,True,False,False,23.07,A
BLDG-002300,Building 2300,Dubai Land,Mixed,48,32,1996,123,False,True,True,14.61,B
BLDG-002301,Al Tower 22,Al Karama,Residential,63,74,2017,362,False,True,True,21.28,B
BLDG-002302,Al Tower 13,Al Safa,Commercial,97,226,2015,289,False,True,False,15.11,B
BLDG-002303,Al Tower 22,Al Quoz,Residential,41,31,1993,403,True,True,True,8.86,C
BLDG-002304,Warqa Tower 6,Warqa,Mixed,12,199,2014,245,True,True,False,23.59,A
BLDG-002305,Building 2305,Emaar Beachfront,Commercial,10,310,2005,104,False,True,True,10.61,B
BLDG-002306,Dubai Tower 38,Dubai Marina,Mixed,71,169,2007,242,False,False,False,21.9,B
BLDG-002307,Nad Tower 20,Nad Al Sheba,Commercial,33,80,1994,386,False,False,False,14.61,B
BLDG-002308,Building 2308,Al Karama,Residential,26,404,1999,382,True,True,False,30.32,B
BLDG-002309,Dubai Tower 11,Dubai Marina,Commercial,9,424,2024,137,True,False,True,31.78,C
BLDG-002310,Building 2310,Al Wasl,Residential,11,54,2014,360,False,False,True,23.14,B
BLDG-002311,Town Tower 43,Town Square,Hotel,66,167,2011,585,True,False,True,12.31,B
BLDG-002312,Palm Tower 1,Palm Jumeirah,Residential,68,194,1994,468,False,False,True,16.67,B
BLDG-002313,JLT Tower 16,JLT,Commercial,11,235,1998,320,False,True,False,34.76,B
BLDG-002314,Dubailand Tower 17,Dubailand,Mixed,66,481,1999,582,True,True,False,11.46,B
BLDG-002315,Building 2315,Muhaisnah,Residential,47,221,2004,421,False,False,False,22.33,C
BLDG-002316,Al Tower 41,Al Satwa,Residential,79,498,2024,506,True,True,False,18.32,A
BLDG-002317,Building 2317,Discovery Gardens,Residential,51,327,2010,510,False,True,False,32.94,B
BLDG-002318,Downtown Tower 10,Downtown Dubai,Residential,16,277,1992,159,False,True,False,32.8,A
BLDG-002319,Motor Tower 40,Motor City,Residential,26,364,2003,227,True,True,True,9.49,B
BLDG-002320,Al Tower 3,Al Furjan,Mixed,73,30,2024,418,True,True,False,31.25,B
BLDG-002321,JLT Tower 11,JLT,Commercial,82,280,2003,384,True,False,False,23.0,C
BLDG-002322,Building 2322,Al Karama,Residential,60,149,2010,561,False,False,True,18.26,C
BLDG-002323,Building 2323,Emaar Beachfront,Residential,13,74,2011,462,True,True,False,12.2,B
BLDG-002324,Building 2324,Warqa,Mixed,28,271,2023,596,False,False,False,28.99,B
BLDG-002325,Town Tower 44,Town Square,Residential,9,102,1991,300,True,False,False,10.55,B
BLDG-002326,Building 2326,Al Quoz,Residential,95,297,2008,412,True,False,False,11.1,C
BLDG-002327,Building 2327,Al Safa,Mixed,20,471,1994,168,True,False,False,9.39,A
BLDG-002328,Discovery Tower 25,Discovery Gardens,Mixed,28,343,2024,568,False,False,True,30.2,B
BLDG-002329,Building 2329,Jumeirah,Residential,36,68,1997,364,False,True,False,19.74,C
